RANK,MOVEMENT,PLAYER_ID,PLAYER,LOW RND
1,0,33141,Keegan Bradley,60
1,0,01810,Phil Mickelson,60
3,0,26476,Chez Reavie,61
4,0,32366,Kevin Chappell,62
4,0,24781,Hunter Mahan,62
4,0,23320,Ryan Palmer,62
7,0,32200,Roberto Castro,63
7,0,24494,Erik Compton,63
7,0,01320,Bob Estes,63
7,0,28500,Martin Flores,63
7,0,10809,Jim Furyk,63
7,0,08725,Tom Gillis,63
7,0,35539,Luke Guthrie,63
7,0,34098,Russell Henley,63
7,0,34174,John Huh,63
7,0,27408,Martin Kaymer,63
7,0,30944,Jason Kokrak,63
7,0,34360,Patrick Reed,63
7,0,22405,Justin Rose,63
7,0,26331,Charl Schwartzel,63
7,0,27649,Brandt Snedeker,63
7,0,30692,Scott Stallings,63
7,0,25834,Daniel Summerhays,63
7,0,24663,Y.E. Yang,63
25,0,28259,Sangmoon Bae,64
25,0,12652,Cameron Beckman,64
25,0,34099,Harris English,64
25,0,07457,Steve Flesch,64
25,0,32102,Rickie Fowler,64
25,0,30750,Tommy Gainey,64
25,0,28679,Fabián Gómez,64
25,0,20766,Padraig Harrington,64
25,0,25444,Justin Hicks,64
25,0,33461,Morgan Hoffmann,64
25,0,29420,Billy Horschel,64
25,0,24024,Zach Johnson,64
25,0,26300,Matt Jones,64
25,0,33122,Russell Knox,64
25,0,23108,Matt Kuchar,64
25,0,34409,David Lingmerth,64
25,0,24490,George McNeill,64
25,0,23800,Bryce Molder,64
25,0,25818,Scott Piercy,64
25,0,25240,D.A. Points,64
25,0,27556,Ted Potter Jr.,64
25,0,22913,John Rollins,64
25,0,29221,Webb Simpson,64
25,0,26679,Kevin Stadler,64
25,0,34431,Robert Streb,64
25,0,27963,Chris Stroud,64
25,0,23623,Bo Van Pelt,64
25,0,25632,Jimmy Walker,64
53,0,10505,Shane Bertsch,65
53,0,20070,Matt Bettencourt,65
53,0,20848,Ángel Cabrera,65
53,0,35450,Patrick Cantlay,65
53,0,34021,Bud Cauley,65
53,0,23452,Nicolas Colsaerts,65
53,0,08931,Glen Day,65
53,0,23638,Brendon de Jonge,65
53,0,27436,Graham DeLaet,65
53,0,06522,Ernie Els,65
53,0,28307,Matt Every,65
53,0,27896,Ross Fisher,65
53,0,21209,Sergio Garcia,65
53,0,19846,Brian Gay,65
53,0,26758,David Hearn,65
53,0,30926,Chris Kirk,65
53,0,10860,Justin Leonard,65
53,0,21099,David Lynn,65
53,0,32839,Hideki Matsuyama,65
53,0,25572,Graeme McDowell,65
53,0,30163,Henrik Norlander,65
53,0,22046,Geoff Ogilvy,65
53,0,28475,Jeff Overton,65
53,0,20572,Rod Pampling,65
53,0,24361,Pat Perez,65
53,0,23497,Tag Ridings,65
53,0,25562,Andres Romero,65
53,0,34046,Jordan Spieth,65
53,0,29518,Brendan Steele,65
53,0,33418,Shawn Stefani,65
53,0,21528,Henrik Stenson,65
53,0,06595,Kevin Sutherland,65
53,0,21498,Hideto Tanihara,65
53,0,27330,Josh Teater,65
53,0,29484,Peter Uihlein,65
53,0,27770,Camilo Villegas,65
53,0,28135,Aaron Watkins,65
53,0,10423,Mike Weir,65
53,0,20160,Charlie Wi,65
53,0,08793,Tiger Woods,65
93,0,01024,Billy Andrade,66
93,0,20098,Stuart Appleby,66
93,0,22371,Aaron Baddeley,66
93,0,20593,Greg Chalmers,66
93,0,28455,Will Claxton,66
93,0,23541,Ben Crane,66
93,0,22621,Ben Curtis,66
93,0,28089,Jason Day,66
93,0,23983,Luke Donald,66
93,0,24358,Robert Garrigus,66
93,0,24924,Bill Haas,66
93,0,32448,James Hahn,66
93,0,27644,Brian Harman,66
93,0,31557,Jim Herman,66
93,0,12716,Charley Hoffman,66
93,0,21961,Charles Howell III,66
93,0,21731,Freddie Jacobson,66
93,0,30925,Dustin Johnson,66
93,0,08075,Jerry Kelly,66
93,0,23552,Hank Kuehne,66
93,0,22806,Doug LaBelle II,66
93,0,34261,Scott Langley,66
93,0,27503,Steve LeBrun,66
93,0,28092,D.H. Lee,66
93,0,29926,Danny Lee,66
93,0,35139,Richard Lee,66
93,0,26851,Marc Leishman,66
93,0,27129,Luke List,66
93,0,23548,Bill Lunde,66
93,0,31202,William McGirt,66
93,0,28237,Rory McIlroy,66
93,0,27933,John Merrick,66
93,0,24140,Sean O'Hair,66
93,0,20691,Greg Owen,66
93,0,22056,Cameron Percy,66
93,0,34358,Jonathan Randolph,66
93,0,29223,Sam Saunders,66
93,0,24502,Adam Scott,66
93,0,21951,Joey Snyder III,66
