RANK,MOVEMENT,PLAYER_ID,PLAYER,RATING
1,0,39975,Michael Kim,9.7
2,0,27436,Graham DeLaet,9.3
3,0,29378,Daisuke Kataoka,9.0
3,0,08075,Jerry Kelly,9.0
3,0,29289,S.Y. Noh,9.0
6,2,39953,Chase Seiffert,8.9
6,2,47574,Scott Strohmeyer,8.9
8,2,46402,Talor Gooch,8.8
8,-5,22405,Justin Rose,8.8
10,4,34076,Joel Dahmen,8.7
10,-7,47959,Bryson DeChambeau,8.7
10,0,29420,Billy Horschel,8.7
10,4,27933,John Merrick,8.7
10,4,25562,Andres Romero,8.7
10,0,33448,Justin Thomas,8.7
10,4,55573,John VanDerLaan,8.7
10,4,48887,Matt Wallace,8.7
18,-8,29725,Tony Finau,8.6
18,3,28679,Fabián Gómez,8.6
18,3,50526,Tom Lovelady,8.6
18,3,34431,Robert Streb,8.6
18,3,32150,Michael Thompson,8.6
18,3,47128,Richy Werenski,8.6
18,9,08793,Tiger Woods,8.6
25,2,20593,Greg Chalmers,8.5
25,2,34099,Harris English,8.5
25,2,33399,Adam Hadwin,8.5
25,2,30925,Dustin Johnson,8.5
25,2,26300,Matt Jones,8.5
25,2,34409,David Lingmerth,8.5
25,2,33204,Shane Lowry,8.5
25,2,24781,Hunter Mahan,8.5
25,-11,32839,Hideki Matsuyama,8.5
25,2,33968,Thorbjørn Olesen,8.5
25,2,22293,Heath Slocum,8.5
36,5,24925,Jonathan Byrd,8.4
36,5,51766,Wyndham Clark,8.4
36,5,31416,Derek Fathauer,8.4
36,5,23353,J.J. Henry,8.4
36,-22,36689,Brooks Koepka,8.4
36,5,28775,Nate Lashley,8.4
36,5,29926,Danny Lee,8.4
36,-9,28237,Rory McIlroy,8.4
36,5,32640,Troy Merritt,8.4
36,5,33293,Thomas Pieters,8.4
36,5,25240,D.A. Points,8.4
36,5,46970,Jon Rahm,8.4
36,5,46046,Scottie Scheffler,8.4
36,5,33418,Shawn Stefani,8.4
36,5,27214,Kevin Streelman,8.4
36,5,37189,Harold Varner III,8.4
36,5,31323,Gary Woodland,8.4
36,5,30261,Ryan Yip,8.4
54,5,26418,Adam Bland,8.3
54,5,12510,Chad Campbell,8.3
54,-13,30911,Tommy Fleetwood,8.3
54,-27,32102,Rickie Fowler,8.3
54,5,29970,Dylan Frittelli,8.3
54,5,46550,Brandon Hagy,8.3
54,5,47989,Sam Horsfield,8.3
54,5,34174,John Huh,8.3
54,5,39384,Alex Kang,8.3
54,5,52330,Dylan Meyer,8.3
54,5,48822,Sebastián Muñoz,8.3
54,5,29908,C.T. Pan,8.3
54,5,22056,Cameron Percy,8.3
54,5,47347,Adam Schenk,8.3
