RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY
1,0,08793,Tiger Woods,$115504853
2,0,01810,Phil Mickelson,$88173124
3,0,06567,Vijay Singh,$70971328
4,0,10809,Jim Furyk,$68400609
5,0,30925,Dustin Johnson,$56221289
6,0,22405,Justin Rose,$49128560
7,0,24502,Adam Scott,$49085893
8,0,06522,Ernie Els,$49016137
9,0,21209,Sergio Garcia,$48086534
10,0,01706,Davis Love III,$44637954
11,0,24024,Zach Johnson,$44516011
12,0,06527,Steve Stricker,$43947791
13,0,23108,Matt Kuchar,$43707977
14,0,28089,Jason Day,$43132014
15,0,25804,Bubba Watson,$42442412
16,0,02206,David Toms,$41840270
17,0,28237,Rory McIlroy,$40934474
18,0,34046,Jordan Spieth,$38018072
19,0,20229,Stewart Cink,$37302513
20,0,23983,Luke Donald,$35944517
21,0,21961,Charles Howell III,$35641445
22,0,27649,Brandt Snedeker,$34801664
23,0,32102,Rickie Fowler,$34007458
24,0,10860,Justin Leonard,$33884793
25,0,24357,K.J. Choi,$32314886
26,0,01945,Kenny Perry,$32123130
27,0,23621,Rory Sabbatini,$31361090
28,0,20157,Retief Goosen,$31294708
29,0,29221,Webb Simpson,$30625067
30,0,22046,Geoff Ogilvy,$30453426
31,0,24781,Hunter Mahan,$30440279
32,0,21528,Henrik Stenson,$30009220
33,0,20098,Stuart Appleby,$29795185
34,0,24924,Bill Haas,$29351287
35,0,08075,Jerry Kelly,$28962248
36,0,26596,Ryan Moore,$28648040
37,0,25396,Kevin Na,$27986432
38,0,10423,Mike Weir,$27949433
39,0,02239,Scott Verplank,$27500225
40,0,10885,Robert Allenby,$27477361
41,0,12510,Chad Campbell,$26578357
42,0,12716,Charley Hoffman,$26478730
43,0,27095,Nick Watney,$26274059
44,0,25686,Jason Dufner,$25925644
45,0,25364,Paul Casey,$25624131
46,0,33448,Justin Thomas,$25191548
47,0,25632,Jimmy Walker,$24883816
48,0,20766,Padraig Harrington,$24776680
49,0,24361,Pat Perez,$24443199
50,0,01161,Mark Calcavecchia,$24216436
51,0,23135,Tim Clark,$23942321
52,0,24140,Sean O'Hair,$23725554
