RANK,MOVEMENT,PLAYER_ID,PLAYER,% MADE,ATTEMPTS,PUTTS MADE
1,0,59836,Pierceson Coody,100.00%,122,122
2,0,52372,Cameron Champ,97.98%,99,97
3,0,46442,Maverick McNealy,97.86%,140,137
4,0,22371,Aaron Baddeley,97.64%,127,124
5,0,39327,Ben Silverman,97.41%,116,113
6,0,27644,Brian Harman,97.32%,149,145
7,0,34466,Peter Malnati,97.18%,142,138
8,0,48081,Xander Schauffele,97.14%,140,136
9,0,48119,Ben Taylor,96.94%,98,95
10,0,49947,Taylor Moore,96.89%,161,156
11,0,60004,Jacob Bridgeman,96.67%,120,116
12,0,55708,Hayden Buckley,96.64%,119,115
13,0,34563,Chesson Hadley,96.58%,117,113
14,0,40098,Matt Fitzpatrick,96.53%,144,139
15,0,33399,Adam Hadwin,96.50%,143,138
16,0,36801,Mark Hubbard,96.45%,169,163
17,0,47591,Eric Cole,96.37%,193,186
18,0,35506,Mackenzie Hughes,96.32%,163,157
19,0,52375,Doug Ghim,96.20%,158,152
20,0,32366,Kevin Chappell,95.89%,73,70
21,0,39975,Michael Kim,95.88%,97,93
22,0,56630,Akshay Bhatia,95.83%,144,138
23,0,39324,J.J. Spaun,95.80%,119,114
24,0,51287,Ryo Hisatsune,95.77%,142,136
25,0,56149,Wilson Furr,95.60%,91,87
26,0,48867,Matti Schmid,95.58%,113,108
27,0,50188,S.H. Kim,95.56%,180,172
28,0,45157,Cam Davis,95.36%,151,144
28,0,50525,Collin Morikawa,95.36%,151,144
30,0,45522,Christiaan Bezuidenhout,95.31%,128,122
31,0,54421,Garrick Higgo,95.28%,127,121
32,0,29420,Billy Horschel,95.24%,126,120
33,0,47347,Adam Schenk,95.15%,165,157
34,0,45609,Tyler Duncan,95.08%,122,116
34,0,59143,Mac Meissner,95.08%,122,116
36,0,52513,Carson Young,95.04%,141,134
37,0,57900,Chandler Phillips,95.00%,160,152
38,0,47483,Will Zalatoris,94.95%,99,94
39,0,25493,Nick Taylor,94.85%,136,129
40,0,27936,Martin Laird,94.83%,116,110
41,0,59095,Chris Gotterup,94.74%,133,126
41,0,57975,Harry Hall,94.74%,133,126
43,0,35450,Patrick Cantlay,94.68%,94,89
44,0,34099,Harris English,94.55%,165,156
45,0,35461,Beau Hossler,94.52%,146,138
46,0,28089,Jason Day,94.50%,109,103
47,0,57362,Austin Eckroat,94.41%,161,152
48,0,33653,Thomas Detry,94.40%,125,118
49,0,29535,Brice Garnett,94.38%,89,84
50,0,27129,Luke List,94.31%,123,116
51,0,34256,Andrew Putnam,94.29%,175,165
52,0,31646,Emiliano Grillo,94.27%,157,148
53,0,50493,Justin Suh,94.26%,122,115
54,0,27139,David Skinns,94.12%,136,128
55,0,36699,Patrick Rodgers,94.08%,152,143
56,0,24502,Adam Scott,94.07%,118,111
57,0,40058,Zac Blair,93.96%,182,171
58,0,33486,Roger Sloan,93.94%,132,124
59,0,54628,Lee Hodges,93.75%,176,165
