RANK,MOVEMENT,PLAYER_ID,PLAYER,CAREER BEST STREAK,BEST YTD STREAK
1,0,01320,Bob Estes,17,0
2,0,21961,Charles Howell III,16,6
3,0,06251,Chris DiMarco,14,0
3,0,01527,Scott Hoch,14,0
3,0,26951,Johnson Wagner,14,14
3,0,08793,Tiger Woods,14,3
7,0,23638,Brendon de Jonge,13,7
7,0,21805,Harrison Frazar,13,1
7,0,30926,Chris Kirk,13,5
7,0,01706,Davis Love III,13,4
7,0,25818,Scott Piercy,13,9
7,0,29221,Webb Simpson,13,5
13,0,20498,Briny Baird,12,0
13,0,06621,Joe Durant,12,0
13,0,29420,Billy Horschel,12,4
13,0,12680,Shigeki Maruyama,12,0
13,0,01887,Mark O'Meara,12,1
13,0,01948,Tim Petrovic,12,2
13,0,20127,Chris Riley,12,1
13,0,06595,Kevin Sutherland,12,0
13,0,02206,David Toms,12,5
22,0,07223,Brian Bateman,11,0
22,0,25274,Steven Bowditch,11,9
22,0,24925,Jonathan Byrd,11,5
22,0,23541,Ben Crane,11,2
22,0,28089,Jason Day,11,11
22,0,01306,David Edwards,11,0
22,0,10809,Jim Furyk,11,7
22,0,08537,J.P. Hayes,11,0
22,0,08075,Jerry Kelly,11,5
22,0,01666,Bernhard Langer,11,0
22,0,01690,Bruce Lietzke,11,0
22,0,01783,Mark McCumber,11,0
22,0,28237,Rory McIlroy,11,4
22,0,01925,Jerry Pate,11,0
22,0,01945,Kenny Perry,11,4
22,0,20645,John Senden,11,3
22,0,02239,Scott Verplank,11,1
39,0,07867,Woody Austin,10,1
39,0,12510,Chad Campbell,10,4
39,0,01226,Fred Couples,10,0
39,0,21753,Brian Davis,10,6
39,0,07457,Steve Flesch,10,2
39,0,12823,Carlos Franco,10,0
39,0,01378,David Frost,10,0
39,0,01381,Fred Funk,10,3
39,0,01388,Robert Gamez,10,0
39,0,25900,Lucas Glover,10,4
39,0,20157,Retief Goosen,10,2
39,0,24024,Zach Johnson,10,7
39,0,23108,Matt Kuchar,10,4
39,0,01797,Rocco Mediate,10,0
39,0,01928,Corey Pavin,10,0
39,0,01938,David Peoples,10,0
39,0,01941,Tom Pernice Jr.,10,0
39,0,25345,Carl Pettersson,10,5
39,0,01996,Mike Reid,10,0
39,0,02010,Loren Roberts,10,0
39,0,02049,Gene Sauers,10,0
39,0,02090,Tom Sieckmann,10,0
39,0,02101,Joey Sindelar,10,0
39,0,02106,Chris Smith,10,3
39,0,27649,Brandt Snedeker,10,5
39,0,27214,Kevin Streelman,10,5
39,0,27064,Jhonattan Vegas,10,3
39,0,02245,Grant Waite,10,0
67,0,01024,Billy Andrade,9,0
67,0,20098,Stuart Appleby,9,7
67,0,01035,Tommy Armour III,9,0
67,0,22371,Aaron Baddeley,9,3
67,0,12652,Cameron Beckman,9,1
67,0,20029,Notah Begay III,9,0
67,0,01142,Bart Bryant,9,0
67,0,01143,Brad Bryant,9,0
67,0,01161,Mark Calcavecchia,9,0
67,0,34021,Bud Cauley,9,0
67,0,24357,K.J. Choi,9,3
67,0,20229,Stewart Cink,9,3
67,0,01201,Lennie Clements,9,0
67,0,06522,Ernie Els,9,2
67,0,32102,Rickie Fowler,9,9
67,0,21209,Sergio Garcia,9,4
67,0,19846,Brian Gay,9,0
67,0,06643,Paul Goydos,9,1
67,0,24924,Bill Haas,9,4
67,0,01457,Jay Haas,9,0
67,0,20766,Padraig Harrington,9,2
67,0,25444,Justin Hicks,9,2
67,0,01553,John Huston,9,0
67,0,01677,Tom Lehman,9,1
67,0,10860,Justin Leonard,9,4
67,0,28158,Steve Marino,9,0
67,0,27120,Troy Matteson,9,2
67,0,01771,Blaine McCallister,9,0
67,0,01810,Phil Mickelson,9,4
67,0,25198,Francesco Molinari,9,5
67,0,01837,Gil Morgan,9,0
67,0,25396,Kevin Na,9,3
67,0,01876,Greg Norman,9,0
67,0,12660,Jesper Parnevik,9,0
67,0,01943,Chris Perry,9,0
67,0,22293,Heath Slocum,9,2
67,0,02104,Jeff Sluman,9,0
67,0,06527,Steve Stricker,9,2
67,0,02170,Hal Sutton,9,0
