RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (FEET),TOTAL PUTTS
1,0,24912,Will MacKenzie,74' 0",148.000,2
2,0,21753,Brian Davis,70' 7",141.167,2
3,0,01249,John Daly,69' 1",138.083,2
4,0,21961,Charles Howell III,68' 7",68.583,1
5,0,19881,Robert Damron,66' 9",66.750,1
6,0,06595,Kevin Sutherland,65' 4",65.333,1
7,0,01766,Billy Mayfair,64' 9",64.750,1
8,0,20572,Rod Pampling,61' 3",61.250,1
9,0,20663,Brenden Pappas,60' 4",60.333,1
10,0,25396,Kevin Na,60' 0",60.000,1
11,0,22548,Patrick Sheehan,56' 5",56.417,1
11,0,02214,Kirk Triplett,56' 5",112.750,2
13,0,25345,Carl Pettersson,54' 3",54.250,1
14,0,08725,Tom Gillis,54' 2",54.167,1
15,0,01706,Davis Love III,52' 4",52.333,1
16,0,02104,Jeff Sluman,51' 6",103.000,2
17,0,01487,Jeff Hart,50' 7",50.583,1
18,0,23623,Bo Van Pelt,50' 4",201.250,4
19,0,01157,Tom Byrum,49' 11",49.917,1
20,0,06575,Dudley Hart,49' 8",49.667,1
21,0,01042,Paul Azinger,48' 1",48.083,1
22,0,23409,James Driscoll,47' 3",47.250,1
23,0,24502,Adam Scott,46' 11",46.917,1
23,0,06527,Steve Stricker,46' 11",46.917,1
25,0,22293,Heath Slocum,46' 3",46.250,1
26,0,20502,Michael Long,45' 10",45.833,1
27,0,21806,Paul Gow,45' 5",136.333,3
27,0,20812,Tjaart van der Walt,45' 5",45.417,1
29,0,20094,Jonathan Kaye,45' 1",45.083,1
30,0,01361,Dan Forsman,44' 4",44.333,1
31,0,20548,Hidemichi Tanaka,44' 2",132.417,3
32,0,01948,Tim Petrovic,42' 7",85.083,2
33,0,01945,Kenny Perry,41' 10",83.667,2
34,0,21959,Ted Purdy,41' 8",83.333,2
35,0,02101,Joey Sindelar,40' 7",40.583,1
36,0,24138,Ian Poulter,40' 4",121.000,3
37,0,06332,Neal Lancaster,40' 0",120.000,3
38,0,23497,Tag Ridings,39' 10",79.667,2
39,0,07867,Woody Austin,38' 11",155.750,4
40,0,20382,Stephen Leaney,38' 2",38.167,1
40,0,22913,John Rollins,38' 2",38.167,1
42,0,01927,Dennis Paulson,37' 11",37.917,1
43,0,08537,J.P. Hayes,37' 7",37.583,1
44,0,01823,Larry Mize,37' 4",37.333,1
45,0,23621,Rory Sabbatini,36' 8",109.917,3
46,0,06621,Joe Durant,35' 10",35.833,1
47,0,21633,Steve Allan,35' 4",35.333,1
48,0,01761,Len Mattiace,34' 9",104.250,3
49,0,28088,Matt Davidson,34' 8",34.667,1
50,0,20623,Gavin Coles,34' 4",68.667,2
51,0,07223,Brian Bateman,33' 9",33.750,1
52,0,24140,Sean O'Hair,33' 7",67.083,2
53,0,19824,Craig Barlow,33' 3",66.417,2
53,0,12652,Cameron Beckman,33' 3",33.250,1
55,0,12662,Thomas Levet,32' 9",32.750,1
56,0,19972,José Coceres,32' 8",97.917,3
57,0,01619,Skip Kendall,32' 6",32.500,1
58,0,01035,Tommy Armour III,32' 1",64.083,2
59,0,26679,Kevin Stadler,32' 0",95.917,3
60,0,12782,Tim Herron,31' 10",31.833,1
61,0,23320,Ryan Palmer,31' 4",31.333,1
62,0,07749,Brett Quigley,31' 1",31.083,1
63,0,01457,Jay Haas,30' 4",30.333,1
64,0,21209,Sergio Garcia,29' 10",29.833,1
65,0,20378,Mathias Grönberg,29' 7",29.583,1
66,0,20634,Peter Lonard,29' 4",58.583,2
67,0,20229,Stewart Cink,29' 2",29.167,1
68,0,23063,Scott Hend,28' 6",85.417,3
68,0,20691,Greg Owen,28' 6",113.833,4
70,0,12510,Chad Campbell,27' 6",27.500,1
71,0,12823,Carlos Franco,27' 1",27.083,1
72,0,01132,Mark Brooks,26' 11",80.833,3
73,0,20160,Charlie Wi,26' 9",26.750,1
74,0,02246,Duffy Waldorf,25' 5",25.417,1
75,0,08123,Jeff Brehaut,24' 8",24.667,1
76,0,01553,John Huston,24' 7",73.667,3
76,0,24361,Pat Perez,24' 7",49.167,2
78,0,08075,Jerry Kelly,23' 5",23.417,1
79,0,01161,Mark Calcavecchia,23' 2",23.167,1
80,0,01707,Steve Lowery,23' 0",23.000,1
81,0,01226,Fred Couples,21' 9",87.000,4
82,0,01724,Jeff Maggert,21' 1",42.167,2
83,0,12660,Jesper Parnevik,20' 9",41.500,2
84,0,01313,Steve Elkington,17' 8",17.667,1
85,0,24290,D.J. Brigman,16' 5",16.417,1
86,0,20396,Lee Westwood,15' 4",15.333,1
87,0,10885,Robert Allenby,14' 1",14.083,1
88,0,22405,Justin Rose,12' 8",12.667,1
89,0,06251,Chris DiMarco,12' 2",12.167,1
90,0,23614,Rich Beem,11' 10",23.667,2
91,0,21731,Freddie Jacobson,11' 9",11.750,1
92,0,20121,Todd Fischer,11' 1",11.083,1
93,0,24781,Hunter Mahan,9' 8",19.333,2
94,0,20850,Daniel Chopra,5' 9",5.750,1
95,0,20645,John Senden,4' 8",4.667,1
96,0,10117,Bob Heintz,4' 7",4.583,1
97,0,01928,Corey Pavin,4' 5",4.417,1
