RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF HOLES
1,0,08537,J.P. Hayes,8
2,0,07749,Brett Quigley,7
2,0,11011,Mike Sposa,7
2,0,02223,Bob Tway,7
5,0,20098,Stuart Appleby,6
5,0,24925,Jonathan Byrd,6
5,0,01219,John Cook,6
5,0,06251,Chris DiMarco,6
5,0,01320,Bob Estes,6
5,0,01553,John Huston,6
5,0,10860,Justin Leonard,6
5,0,20634,Peter Lonard,6
5,0,01717,Sandy Lyle,6
5,0,10585,Scott McCarron,6
5,0,20127,Chris Riley,6
5,0,02101,Joey Sindelar,6
5,0,22293,Heath Slocum,6
5,0,08375,Paul Stankowski,6
5,0,02239,Scott Verplank,6
5,0,23322,Brett Wetterich,6
21,0,01035,Tommy Armour III,5
21,0,19824,Craig Barlow,5
21,0,10944,Thomas Bjørn,5
21,0,01132,Mark Brooks,5
21,0,01139,Olin Browne,5
21,0,01143,Brad Bryant,5
21,0,06809,Bob Burns,5
21,0,01161,Mark Calcavecchia,5
21,0,20400,Michael Campbell,5
21,0,24357,K.J. Choi,5
21,0,12388,Michael Clark II,5
21,0,12826,Paul Claxton,5
21,0,01249,John Daly,5
21,0,06036,Scott Dunlap,5
21,0,01307,Joel Edwards,5
21,0,07457,Steve Flesch,5
21,0,01361,Dan Forsman,5
21,0,20043,Edward Fryatt,5
21,0,01381,Fred Funk,5
21,0,20574,Mathew Goggin,5
21,0,01457,Jay Haas,5
21,0,01475,Donnie Hammond,5
21,0,23353,J.J. Henry,5
21,0,08545,Glen Hnatiuk,5
21,0,21961,Charles Howell III,5
21,0,06315,Pete Jordan,5
21,0,23108,Matt Kuchar,5
21,0,06332,Neal Lancaster,5
21,0,08993,Franklin Langham,5
21,0,10565,Ian Leggatt,5
21,0,01707,Steve Lowery,5
21,0,01723,Andrew Magee,5
21,0,01761,Len Mattiace,5
21,0,01771,Blaine McCallister,5
21,0,23800,Bryce Molder,5
21,0,22046,Geoff Ogilvy,5
21,0,06373,José María Olazábal,5
21,0,01920,Craig Parry,5
21,0,01927,Dennis Paulson,5
21,0,10912,Craig Perks,5
21,0,20474,Phillip Price,5
21,0,20645,John Senden,5
21,0,06567,Vijay Singh,5
21,0,02106,Chris Smith,5
21,0,20548,Hidemichi Tanaka,5
21,0,12663,Phil Tataurangi,5
21,0,02245,Grant Waite,5
21,0,02246,Duffy Waldorf,5
69,0,21633,Steve Allan,4
69,0,06197,Michael Allen,4
69,0,10885,Robert Allenby,4
69,0,06004,Stephen Ames,4
69,0,01024,Billy Andrade,4
69,0,07867,Woody Austin,4
69,0,01042,Paul Azinger,4
69,0,20498,Briny Baird,4
69,0,07223,Brian Bateman,4
69,0,07721,Pat Bates,4
69,0,12652,Cameron Beckman,4
69,0,23614,Rich Beem,4
69,0,20029,Notah Begay III,4
69,0,07003,David Berganio Jr.,4
69,0,01093,Ronnie Black,4
69,0,01098,Jay Don Blake,4
69,0,01116,Michael Bradley,4
69,0,08123,Jeff Brehaut,4
69,0,01142,Bart Bryant,4
69,0,01157,Tom Byrum,4
69,0,20848,Ángel Cabrera,4
69,0,12510,Chad Campbell,4
69,0,01175,Jim Carter,4
69,0,25364,Paul Casey,4
69,0,20593,Greg Chalmers,4
69,0,20229,Stewart Cink,4
69,0,19825,Darren Clarke,4
69,0,01226,Fred Couples,4
69,0,23541,Ben Crane,4
69,0,19881,Robert Damron,4
69,0,08931,Glen Day,4
69,0,01261,Jay Delsing,4
69,0,23983,Luke Donald,4
69,0,23409,James Driscoll,4
69,0,06621,Joe Durant,4
69,0,09011,David Duval,4
69,0,01306,David Edwards,4
69,0,23125,Brad Elder,4
69,0,01313,Steve Elkington,4
69,0,06522,Ernie Els,4
69,0,19906,Gary Evans,4
69,0,20585,Niclas Fasth,4
69,0,01329,Brad Faxon,4
69,0,12823,Carlos Franco,4
69,0,21805,Harrison Frazar,4
69,0,01378,David Frost,4
69,0,10809,Jim Furyk,4
69,0,01385,Jim Gallagher Jr.,4
69,0,01388,Robert Gamez,4
69,0,21209,Sergio Garcia,4
69,0,19846,Brian Gay,4
69,0,12645,Brent Geiberger,4
69,0,01408,Kelly Gibson,4
69,0,10201,Matt Gogel,4
69,0,20105,Jeff Gove,4
69,0,21806,Paul Gow,4
69,0,20766,Padraig Harrington,4
69,0,06575,Dudley Hart,4
69,0,10117,Bob Heintz,4
69,0,06617,Brian Henninger,4
69,0,12782,Tim Herron,4
69,0,01527,Scott Hoch,4
69,0,08881,Tripp Isenhour,4
69,0,01569,Peter Jacobsen,4
69,0,01577,Lee Janzen,4
69,0,06573,Brandt Jobe,4
69,0,08633,Per-Ulrik Johansson,4
69,0,10733,Kent Jones,4
69,0,01599,Steve Jones,4
69,0,08075,Jerry Kelly,4
69,0,06012,Greg Kraft,4
69,0,23552,Hank Kuehne,4
69,0,01677,Tom Lehman,4
69,0,01685,J.L. Lewis,4
69,0,11032,Frank Lickliter II,4
69,0,20502,Michael Long,4
69,0,01706,Davis Love III,4
69,0,01724,Jeff Maggert,4
69,0,12680,Shigeki Maruyama,4
69,0,06350,Bob May,4
69,0,08339,Spike McRoy,4
69,0,01797,Rocco Mediate,4
69,0,06515,Shaun Micheel,4
69,0,01810,Phil Mickelson,4
69,0,01825,Kris Moe,4
69,0,12753,David Morland IV,4
69,0,07235,John Morse,4
69,0,10457,Frank Nobilo,4
69,0,01886,Peter O'Malley,4
69,0,01887,Mark O'Meara,4
69,0,20572,Rod Pampling,4
69,0,10107,Deane Pappas,4
69,0,12660,Jesper Parnevik,4
69,0,01926,Steve Pate,4
69,0,20095,Carl Paulson,4
69,0,01928,Corey Pavin,4
69,0,01938,David Peoples,4
69,0,24361,Pat Perez,4
69,0,01941,Tom Pernice Jr.,4
69,0,01945,Kenny Perry,4
69,0,01968,Nick Price,4
69,0,10213,Dicky Pride,4
69,0,02002,John Riegger,4
69,0,02010,Loren Roberts,4
69,0,22913,John Rollins,4
69,0,02033,Dave Rummells,4
69,0,23621,Rory Sabbatini,4
69,0,10649,Tom Scherrer,4
69,0,23034,Brent Schwarzrock,4
69,0,24502,Adam Scott,4
69,0,02104,Jeff Sluman,4
69,0,02131,Mike Springer,4
69,0,02133,Craig Stadler,4
69,0,02135,Mike Standly,4
69,0,23177,Kenneth Staton,4
69,0,06527,Steve Stricker,4
69,0,02166,Chip Sullivan,4
69,0,02170,Hal Sutton,4
69,0,12454,Mario Tiziani,4
69,0,06078,Esteban Toledo,4
69,0,06613,Tommy Tolles,4
69,0,02206,David Toms,4
69,0,02214,Kirk Triplett,4
69,0,02218,Ted Tryba,4
69,0,23623,Bo Van Pelt,4
69,0,10423,Mike Weir,4
69,0,10425,Jay Williamson,4
69,0,12602,Dean Wilson,4
69,0,08793,Tiger Woods,4
69,0,20566,Kaname Yokoo,4
69,0,02322,Richard Zokol,4
200,0,01014,Fulton Allem,3
200,0,20367,Fredrik Andersson Hed,3
200,0,22371,Aaron Baddeley,3
200,0,01060,Dave Barr,3
200,0,20099,Doug Barron,3
200,0,01068,Andy Bean,3
200,0,10505,Shane Bertsch,3
200,0,06214,Guy Boros,3
200,0,07569,Mark Carnevale,3
200,0,01185,Brandel Chamblee,3
200,0,24958,Dave Christensen,3
200,0,01196,Brian Claar,3
200,0,23135,Tim Clark,3
200,0,01200,Keith Clearwater,3
200,0,19972,José Coceres,3
200,0,01203,Russ Cochran,3
200,0,24494,Erik Compton,3
200,0,21584,Richie Coughlan,3
200,0,24937,Jess Daley,3
200,0,26360,Bubba Dickerson,3
200,0,12819,Todd Doohan,3
200,0,20104,Ken Duke,3
200,0,20590,Paul Eales,3
200,0,12760,Danny Ellis,3
200,0,01323,Brad Fabel,3
200,0,01326,Nick Faldo,3
200,0,01331,Rick Fehr,3
200,0,01346,Ed Fiori,3
200,0,26631,Cody Freeman,3
200,0,01374,Robin Freeman,3
200,0,20763,Pierre Fulke,3
200,0,06064,Jeff Gallagher,3
200,0,23903,Stephen Gangluff,3
200,0,25052,Derek Gillespie,3
200,0,08725,Tom Gillis,3
200,0,01418,Bill Glasson,3
200,0,25900,Lucas Glover,3
200,0,22075,Ricardo Gonzalez,3
200,0,20157,Retief Goosen,3
200,0,22892,Jason Gore,3
200,0,23338,David Gossett,3
200,0,06643,Paul Goydos,3
200,0,06044,Scott Gump,3
200,0,23624,Soren Hansen,3
200,0,26768,Billy Harvey,3
200,0,08337,Mike Heinen,3
200,0,01514,Eduardo Herrera,3
200,0,21259,Jason Hill,3
200,0,21007,Gabriel Hjertstedt,3
200,0,19823,David Howser,3
200,0,10962,Bradley Hughes,3
200,0,01549,Mike Hulbert,3
200,0,22378,Trevor Immelman,3
200,0,10821,Toshi Izawa,3
200,0,19958,Miguel Angel Jiménez,3
200,0,06514,Kevin Johnson,3
200,0,20218,Shingo Katayama,3
200,0,20094,Jonathan Kaye,3
200,0,01619,Skip Kendall,3
200,0,22253,Taichiro Kiyota,3
200,0,12705,Cliff Kresge,3
200,0,20940,Kenichi Kuboya,3
200,0,25431,Rob Labritz,3
200,0,01666,Bernhard Langer,3
200,0,06016,Brad Lardon,3
200,0,25938,Nicholas Lawrence,3
200,0,19904,Paul Lawrie,3
200,0,20573,Scott Laycock,3
200,0,20382,Stephen Leaney,3
200,0,08547,John Maginnes,3
200,0,01766,Billy Mayfair,3
200,0,25572,Graeme McDowell,3
200,0,12461,Paul McGinley,3
200,0,06090,Jim McGovern,3
200,0,26772,Mike Mezei,3
200,0,01823,Larry Mize,3
200,0,20676,Patrick Moore,3
200,0,19817,Michael Muehr,3
200,0,24217,Fraser Mulholland,3
200,0,08535,Gary Nicklaus,3
200,0,01869,Jack Nicklaus,3
200,0,01876,Greg Norman,3
200,0,21949,Joe Ogilvie,3
200,0,20663,Brenden Pappas,3
200,0,01925,Jerry Pate,3
200,0,01943,Chris Perry,3
200,0,06498,Matt Peterson,3
200,0,01948,Tim Petrovic,3
200,0,25345,Carl Pettersson,3
200,0,01958,Dan Pohl,3
200,0,08553,Lee Porter,3
200,0,25190,Jeff Quinney,3
200,0,01996,Mike Reid,3
200,0,02020,Eduardo Romero,3
200,0,22405,Justin Rose,3
200,0,02049,Gene Sauers,3
200,0,21452,Steve Scott,3
200,0,02099,Scott Simpson,3
200,0,02110,Jerry Smith,3
200,0,21631,Iain Steel,3
200,0,07101,Dave Stockton Jr.,3
200,0,06581,David Sutherland,3
200,0,06595,Kevin Sutherland,3
200,0,06847,Jay Synkelma,3
200,0,20773,Taichi Teshima,3
200,0,26675,Jon Turcott,3
200,0,02230,Stan Utley,3
200,0,12755,Vance Veazey,3
200,0,02244,Fred Wadsworth,3
200,0,02255,Denis Watson,3
200,0,02257,Brian Watts,3
200,0,26289,Boo Weekley,3
200,0,02267,D.A. Weibring,3
200,0,26498,Matt Weibring,3
200,0,07753,Kevin Wentworth,3
200,0,26765,Lee Williamson,3
200,0,20436,Garrett Willis,3
200,0,02294,Willie Wood,3
200,0,02300,Ian Woosnam,3
200,0,20565,Shinichi Yokota,3
320,0,01001,Tommy Aaron,2
320,0,23778,Brad Adamonis,2
320,0,01006,John Adams,2
320,0,26311,Richard Ainley,2
320,0,06006,JC Anderson,2
320,0,25083,Jeremy Anderson,2
320,0,01051,Seve Ballesteros,2
320,0,12661,Todd Barranger,2
320,0,01072,Chip Beck,2
320,0,01078,Jim Benepe,2
320,0,23691,Brad Benkey,2
320,0,19929,Warren Bennett,2
320,0,23542,Tommy Biershenk,2
320,0,01096,Phil Blackmar,2
320,0,21847,David Bolton,2
320,0,07363,Craig Bowden,2
320,0,07233,Bob Boyle,2
320,0,26672,Scott Brauer,2
320,0,12393,Rodney Butcher,2
320,0,01156,Curt Byrum,2
320,0,25459,Mike Capone,2
320,0,25939,Nick Cassini,2
320,0,01191,Barry Cheesman,2
320,0,26485,Kelsey Cline,2
320,0,19905,Andrew Coltart,2
320,0,10195,Tim Conley,2
320,0,23673,Michael Connell,2
320,0,26368,Larry Correa,2
320,0,25779,Matthew Cort,2
320,0,01224,Jeff Coston,2
320,0,20997,Keoke Cotner,2
320,0,26488,Andy Crain,2
320,0,22763,John Paul Curley,2
320,0,26766,Matt Daniel,2
320,0,10041,Wayne DeFrancesco,2
320,0,12657,Kevin DeNike,2
320,0,21047,Mike Deuel,2
320,0,22649,Tobias Dier,2
320,0,01282,Trevor Dodds,2
320,0,22983,Bradley Dredge,2
320,0,25816,Kevin Durkin,2
320,0,26837,Chris Eaves,2
320,0,07353,Eric Egloff,2
320,0,26369,Greg Enholm,2
320,0,26696,Mike Evans,2
320,0,01334,Keith Fergus,2
320,0,20327,Frank Ferguson,2
320,0,06741,Gene Fieger,2
320,0,20121,Todd Fischer,2
320,0,07591,Jason Fitchett,2
320,0,01355,Raymond Floyd,2
320,0,01358,Bob Ford,2
320,0,21284,Hiroyuki Fujita,2
320,0,20939,Keiichiro Fukabori,2
320,0,19957,Ian Garbutt,2
320,0,07467,Mike Gilmore,2
320,0,12751,Todd Gleaton,2
320,0,01425,Ernie Gonzalez,2
320,0,01435,Wayne Grady,2
320,0,10963,Jimmy Green,2
320,0,01444,Ken Green,2
320,0,07941,Mike Grob,2
320,0,07185,Joe Gutterman,2
320,0,24924,Bill Haas,2
320,0,26683,Kevin Haefner,2
320,0,01468,Gary Hallberg,2
320,0,25017,Robert Hamilton,2
320,0,20859,Anders Hansen,2
320,0,01499,Mark Hayes,2
320,0,26758,David Hearn,2
320,0,01510,Nolan Henke,2
320,0,12716,Charley Hoffman,2
320,0,24956,Mikko Ilonen,2
320,0,01560,David Ishii,2
320,0,21731,Freddie Jacobson,2
320,0,20832,Raphael Jacquelin,2
320,0,01571,Barry Jaeckel,2
320,0,24511,Thongchai Jaidee,2
320,0,01603,Jeff Julian,2
320,0,26753,Bill Keller,2
320,0,01622,Jeff Kern,2
320,0,26632,Hank Kim,2
320,0,26719,Marvin King,2
320,0,01633,Tom Kite,2
320,0,01639,Kenny Knox,2
320,0,22032,Tomohiro Kondo,2
320,0,25868,Doug LaCrosse,2
320,0,12389,Barry Lane,2
320,0,01668,Jeffrey Lankford,2
320,0,24218,Han Lee,2
320,0,10886,Monty Leong,2
320,0,26770,James Lepp,2
320,0,12662,Thomas Levet,2
320,0,12067,Mitch Lowe,2
