RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),ATTEMPTS
1,0,46046,Scottie Scheffler,6' 9",1758.750,262
2,0,39971,Sungjae Im,6' 10",2895.250,426
2,0,30163,Henrik Norlander,6' 10",1576.750,230
4,0,54591,Ben Griffin,7' 1",3121.250,443
4,0,34587,Chan Kim,7' 1",2289.250,325
6,0,48117,Kurt Kitayama,7' 2",2441.750,342
6,0,55789,Taylor Montgomery,7' 2",2003.083,280
8,0,34021,Bud Cauley,7' 3",1821.167,250
8,0,47993,Denny McCarthy,7' 3",3305.417,455
8,0,26596,Ryan Moore,7' 3",2412.167,332
8,0,33486,Roger Sloan,7' 3",2022.250,278
8,0,33448,Justin Thomas,7' 3",2288.167,314
13,0,57975,Harry Hall,7' 4",2814.167,385
13,0,37455,Si Woo Kim,7' 4",3096.250,423
13,0,48081,Xander Schauffele,7' 4",2510.750,344
13,0,29221,Webb Simpson,7' 4",2189.667,297
13,0,39324,J.J. Spaun,7' 4",2445.750,333
18,0,40058,Zac Blair,7' 5",3086.083,415
18,0,47591,Eric Cole,7' 5",3991.250,537
18,0,32839,Hideki Matsuyama,7' 5",2492.833,335
21,0,34255,Joseph Bramlett,7' 6",2645.750,353
21,0,35450,Patrick Cantlay,7' 6",2439.417,327
21,0,34099,Harris English,7' 6",3128.917,417
21,0,29725,Tony Finau,7' 6",2521.000,335
21,0,50525,Collin Morikawa,7' 6",2975.583,395
21,0,27349,Alex Noren,7' 6",2367.000,314
21,0,54783,Dylan Wu,7' 6",2593.000,345
28,0,48084,Wesley Bryan,7' 7",1290.583,170
28,0,35506,Mackenzie Hughes,7' 7",3661.500,483
28,0,32640,Troy Merritt,7' 7",2468.833,326
31,0,45522,Christiaan Bezuidenhout,7' 8",3212.500,418
31,0,30911,Tommy Fleetwood,7' 8",2566.667,336
31,0,28237,Rory McIlroy,7' 8",2426.000,317
31,0,51997,Andrew Novak,7' 8",2727.583,357
31,0,34256,Andrew Putnam,7' 8",2827.917,368
31,0,51890,Greyson Sigg,7' 8",2494.750,324
31,0,50095,Austin Smotherman,7' 8",1281.833,168
31,0,25493,Nick Taylor,7' 8",3245.583,422
39,0,27644,Brian Harman,7' 9",3168.500,407
39,0,32757,Patton Kizzire,7' 9",1820.000,235
39,0,59143,Mac Meissner,7' 9",2445.833,316
39,0,39327,Ben Silverman,7' 9",2759.750,357
43,0,32367,Jorge Campillo,7' 10",1738.667,223
43,0,52375,Doug Ghim,7' 10",2779.417,354
43,0,29908,C.T. Pan,7' 10",2291.500,292
43,0,57900,Chandler Phillips,7' 10",3250.667,417
43,0,48887,Matt Wallace,7' 10",2077.250,265
48,0,52955,Ludvig Ãberg,7' 11",2527.250,319
48,0,30926,Chris Kirk,7' 11",2940.333,370
48,0,49771,J.T. Poston,7' 11",3093.167,390
48,0,46414,Aaron Rai,7' 11",2640.833,332
48,0,40115,Adam Svensson,7' 11",4133.333,524
48,0,51894,Vince Whaley,7' 11",2251.583,284
54,0,52514,Trace Crowe,8' 0",2241.500,280
54,0,36799,Stephan Jaeger,8' 0",3032.083,380
54,0,26476,Chez Reavie,8' 0",2266.917,283
54,0,50484,Hayden Springer,8' 0",2328.917,291
54,0,30927,Brendon Todd,8' 0",4141.667,520
59,0,34098,Russell Henley,8' 1",3001.833,371
59,0,51287,Ryo Hisatsune,8' 1",2649.667,329
59,0,55182,Tom Kim,8' 1",3060.333,379
59,0,52215,Robert MacIntyre,8' 1",2752.417,342
63,0,25900,Lucas Glover,8' 2",3098.083,379
63,0,24024,Zach Johnson,8' 2",1823.417,223
63,0,32791,K.H. Lee,8' 2",2847.083,349
63,0,39546,Keith Mitchell,8' 2",2904.083,357
63,0,47679,Victor Perez,8' 2",2566.917,313
63,0,48867,Matti Schmid,8' 2",2618.083,320
63,0,48699,Callum Tarren,8' 2",2496.583,305
63,0,52374,Brandon Wu,8' 2",2618.167,319
71,0,45609,Tyler Duncan,8' 3",2418.167,294
71,0,40098,Matt Fitzpatrick,8' 3",2875.083,347
71,0,29535,Brice Garnett,8' 3",1652.250,201
71,0,23108,Matt Kuchar,8' 3",2956.167,359
71,0,28252,Seamus Power,8' 3",3748.500,455
71,0,36699,Patrick Rodgers,8' 3",3558.000,432
77,0,60067,Joe Highsmith,8' 4",2418.083,289
77,0,27936,Martin Laird,8' 4",2414.333,289
77,0,28775,Nate Lashley,8' 4",2394.250,287
77,0,46442,Maverick McNealy,8' 4",3370.667,405
77,0,58168,Davis Thompson,8' 4",3298.667,396
82,0,59442,Parker Coody,8' 5",2270.250,270
82,0,29420,Billy Horschel,8' 5",2987.000,355
82,0,24502,Adam Scott,8' 5",2797.500,331
82,0,27139,David Skinns,8' 5",2788.167,332
82,0,55893,Sam Stevens,8' 5",3292.250,390
87,0,33948,Byeong Hun An,8' 6",2650.250,313
87,0,33141,Keegan Bradley,8' 6",2997.833,354
87,0,56149,Wilson Furr,8' 6",1946.333,230
87,0,34563,Chesson Hadley,8' 6",2623.333,308
87,0,54628,Lee Hodges,8' 6",3655.500,432
87,0,39977,Max Homa,8' 6",3306.667,390
87,0,36326,David Lipsky,8' 6",2428.417,285
87,0,46441,Robby Shelton,8' 6",3200.333,378
87,0,46340,Alex Smalley,8' 6",2419.083,284
87,0,55454,Carl Yuan,8' 6",2768.333,325
97,0,40026,Daniel Berger,8' 7",2456.833,286
97,0,59095,Chris Gotterup,8' 7",2921.500,342
97,0,51070,Vincent Norrman,8' 7",1911.833,222
97,0,23320,Ryan Palmer,8' 7",1845.583,216
97,0,47347,Adam Schenk,8' 7",3843.750,446
97,0,27214,Kevin Streelman,8' 7",2557.583,299
103,0,34374,Erik Barnes,8' 8",2121.833,245
103,0,34076,Joel Dahmen,8' 8",2916.083,336
103,0,37378,Min Woo Lee,8' 8",2738.500,315
103,0,36871,Matt NeSmith,8' 8",2457.667,284
103,0,33968,ThorbjÃ¸rn Olesen,8' 8",1821.167,211
103,0,37275,Sam Ryder,8' 8",2596.417,301
103,0,47483,Will Zalatoris,8' 8",2813.167,325
110,0,22371,Aaron Baddeley,8' 9",3161.167,360
110,0,54576,Patrick Fishburn,8' 9",2113.917,242
110,0,32102,Rickie Fowler,8' 9",3166.083,361
110,0,36801,Mark Hubbard,8' 9",3911.250,449
110,0,47420,Jake Knapp,8' 9",3135.583,357
110,0,51634,Sahith Theegala,8' 9",3675.250,420
116,0,28089,Jason Day,8' 10",3030.000,344
116,0,50188,S.H. Kim,8' 10",4724.333,536
116,0,33204,Shane Lowry,8' 10",2865.917,325
116,0,34466,Peter Malnati,8' 10",3500.417,397
120,0,56630,Akshay Bhatia,8' 11",3686.667,412
120,0,55708,Hayden Buckley,8' 11",2880.000,322
120,0,51766,Wyndham Clark,8' 11",2861.167,320
120,0,45157,Cam Davis,8' 11",3611.083,404
120,0,59866,Nick Dunlap,8' 11",3136.083,353
120,0,47983,Chad Ramey,8' 11",3182.750,356
120,0,22405,Justin Rose,8' 11",2696.167,303
120,0,57366,Cameron Young,8' 11",3254.417,365
128,0,33408,Tyson Alexander,9' 0",3038.167,337
128,0,60004,Jacob Bridgeman,9' 0",2656.667,294
128,0,32366,Kevin Chappell,9' 0",1907.750,212
128,0,45242,Kevin Yu,9' 0",2707.000,301
132,0,47504,Sam Burns,9' 1",3192.667,352
132,0,31646,Emiliano Grillo,9' 1",3746.250,413
132,0,12716,Charley Hoffman,9' 1",2922.750,321
132,0,47995,Davis Riley,9' 1",3325.333,365
132,0,48119,Ben Taylor,9' 1",2720.667,299
137,0,29936,Ryan Fox,9' 2",3161.000,344
137,0,54421,Garrick Higgo,9' 2",2950.000,322
137,0,32333,Kevin Tway,9' 2",2143.667,233
140,0,32070,Rafael Campos,9' 3",2000.833,216
140,0,33399,Adam Hadwin,9' 3",3430.667,371
140,0,49947,Taylor Moore,9' 3",4334.750,469
140,0,27330,Josh Teater,9' 3",1801.750,194
140,0,27064,Jhonattan Vegas,9' 3",2470.667,267
145,0,39997,Corey Conners,9' 4",3315.417,356
145,0,33653,Thomas Detry,9' 4",3581.833,383
145,0,50497,Adrien Dumont de Chassart,9' 4",2839.333,305
145,0,51349,Nico Echavarria,9' 4",3207.750,345
145,0,51977,Max Greyserman,9' 4",2996.667,322
145,0,51696,Rico Hoey,9' 4",3052.250,327
145,0,47806,Raul Pereda,9' 4",2310.500,248
145,0,34046,Jordan Spieth,9' 4",2992.250,322
145,0,38991,Alejandro Tosti,9' 4",3024.167,324
145,0,52513,Carson Young,9' 4",3474.667,372
155,0,36884,Ben Kohles,9' 5",3351.250,356
155,0,27129,Luke List,9' 5",3131.667,333
155,0,40250,Taylor Pendrith,9' 5",3281.417,347
155,0,35617,Martin Trainer,9' 5",2272.667,241
159,0,35310,Lanto Griffin,9' 6",2498.583,264
159,0,52453,Nicolai HÃ¸jgaard,9' 6",2105.500,221
159,0,35461,Beau Hossler,9' 6",3635.167,382
162,0,57362,Austin Eckroat,9' 7",3887.000,407
162,0,35532,Tom Hoge,9' 7",4593.667,481
162,0,46717,Viktor Hovland,9' 7",2497.333,261
162,0,48153,Matthieu Pavon,9' 7",2525.833,263
162,0,49960,Sepp Straka,9' 7",3302.833,346
167,0,28420,Ryan Brehm,9' 8",2546.750,263
167,0,59836,Pierceson Coody,9' 8",2960.917,305
167,0,40162,Justin Lower,9' 8",3853.667,397
167,0,52666,Sami Valimaki,9' 8",2918.250,303
167,0,40006,Erik van Rooyen,9' 8",3257.167,336
167,0,27770,Camilo Villegas,9' 8",2074.833,215
173,0,27649,Brandt Snedeker,9' 9",2916.083,298
174,0,47663,Kevin Dougherty,9' 10",2491.750,254
174,0,39975,Michael Kim,9' 10",2776.083,282
174,0,29478,Kevin Kisner,9' 10",2803.500,285
174,0,50493,Justin Suh,9' 10",2990.500,304
178,0,52372,Cameron Champ,9' 11",2629.667,265
179,0,47988,Nick Hardy,10' 1",3577.833,355
180,0,48319,Tom Whitney,10' 2",2588.167,254
181,0,46113,Ryan McCormick,10' 4",2505.167,243
182,0,31323,Gary Woodland,10' 9",3877.083,362
183,0,37212,Paul Barjon,12' 9",3206.667,252
184,0,60767,Blaine Hale Jr.,14' 9",2917.750,198
