RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY
1,0,08793,Tiger Woods,$120787506
2,0,01810,Phil Mickelson,$92107252
3,0,10809,Jim Furyk,$71294997
4,0,06567,Vijay Singh,$71236216
5,0,30925,Dustin Johnson,$67593175
6,0,24502,Adam Scott,$55442867
7,0,22405,Justin Rose,$54453065
8,0,28237,Rory McIlroy,$53128175
9,0,23108,Matt Kuchar,$51518252
10,0,21209,Sergio Garcia,$50538497
11,0,06522,Ernie Els,$49339400
12,0,28089,Jason Day,$47713392
13,0,24024,Zach Johnson,$45896899
14,0,25804,Bubba Watson,$45565749
15,0,01706,Davis Love III,$44944195
16,0,06527,Steve Stricker,$44296043
17,0,02206,David Toms,$41901709
18,0,34046,Jordan Spieth,$41280410
19,0,29221,Webb Simpson,$40413381
20,0,21961,Charles Howell III,$40052301
21,0,32102,Rickie Fowler,$38900577
22,0,27649,Brandt Snedeker,$38821350
23,0,20229,Stewart Cink,$38161141
24,0,33448,Justin Thomas,$37548671
25,0,23983,Luke Donald,$36463023
26,0,23621,Rory Sabbatini,$34373273
27,0,10860,Justin Leonard,$33884793
28,0,25396,Kevin Na,$33038143
29,0,24357,K.J. Choi,$32681277
30,0,01945,Kenny Perry,$32123130
31,0,25364,Paul Casey,$31750123
32,0,21528,Henrik Stenson,$31561701
33,0,34360,Patrick Reed,$31486053
34,0,36689,Brooks Koepka,$31466035
35,0,26596,Ryan Moore,$31444368
36,0,20157,Retief Goosen,$31294708
37,0,24781,Hunter Mahan,$30727858
38,0,22046,Geoff Ogilvy,$30453426
39,0,24924,Bill Haas,$30212386
40,0,26851,Marc Leishman,$30094218
41,0,20098,Stuart Appleby,$29828521
42,0,32839,Hideki Matsuyama,$29549533
43,0,08075,Jerry Kelly,$29040575
44,0,12716,Charley Hoffman,$28880460
45,0,23320,Ryan Palmer,$28804723
46,0,10423,Mike Weir,$27977076
47,0,31323,Gary Woodland,$27880556
48,0,27095,Nick Watney,$27817819
49,0,02239,Scott Verplank,$27500225
50,0,10885,Robert Allenby,$27492076
51,0,25686,Jason Dufner,$27158790
52,0,12510,Chad Campbell,$26817362
53,0,24361,Pat Perez,$26557345
54,0,24138,Ian Poulter,$26031069
55,0,25632,Jimmy Walker,$25717623
56,0,27141,J.B. Holmes,$25636362
57,0,33141,Keegan Bradley,$25336982
58,0,20766,Padraig Harrington,$24946070
59,0,29420,Billy Horschel,$24400329
60,0,01161,Mark Calcavecchia,$24216436
61,0,24140,Sean O'Hair,$23946110
62,0,23135,Tim Clark,$23942321
63,0,25900,Lucas Glover,$23484655
64,0,19846,Brian Gay,$22902945
65,0,01226,Fred Couples,$22814254
66,0,25345,Carl Pettersson,$22688674
67,0,06251,Chris DiMarco,$22656443
68,0,46970,Jon Rahm,$22069889
69,0,29478,Kevin Kisner,$22064472
70,0,22371,Aaron Baddeley,$21735103
71,0,01320,Bob Estes,$21628540
72,0,23541,Ben Crane,$21626587
73,0,20645,John Senden,$21581298
74,0,01677,Tom Lehman,$21509830
75,0,27214,Kevin Streelman,$21317860
76,0,26329,Louis Oosthuizen,$21315944
77,0,01381,Fred Funk,$21301437
78,0,01968,Nick Price,$20576104
79,0,23623,Bo Van Pelt,$20477726
80,0,25818,Scott Piercy,$20462792
81,0,01766,Billy Mayfair,$20303642
82,0,20396,Lee Westwood,$20024084
83,0,06004,Stephen Ames,$19718160
84,0,29725,Tony Finau,$19653370
85,0,27770,Camilo Villegas,$19571360
86,0,12782,Tim Herron,$19382388
87,0,01724,Jeff Maggert,$19364566
88,0,24925,Jonathan Byrd,$19348865
89,0,09011,David Duval,$18983931
90,0,47959,Bryson DeChambeau,$18572891
91,0,01527,Scott Hoch,$18530156
92,0,22913,John Rollins,$18446947
93,0,23325,Vaughn Taylor,$18372196
94,0,25572,Graeme McDowell,$18359123
95,0,07457,Steve Flesch,$18299945
96,0,21731,Freddie Jacobson,$18191698
97,0,02104,Jeff Sluman,$18165266
98,0,26331,Charl Schwartzel,$17876003
99,0,48081,Xander Schauffele,$17783305
100,0,01329,Brad Faxon,$17769249
101,0,27936,Martin Laird,$17751275
102,0,40026,Daniel Berger,$17569937
103,0,30926,Chris Kirk,$17358125
104,0,27644,Brian Harman,$17273988
105,0,23353,J.J. Henry,$16852505
