RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (FEET),TOTAL PUTTS
1,0,06197,Michael Allen,121' 6",121.500,1
2,0,01226,Fred Couples,102' 9",102.750,1
3,0,06078,Esteban Toledo,89' 1",89.083,1
4,0,08545,Glen Hnatiuk,63' 4",63.333,1
5,0,23621,Rory Sabbatini,63' 2",63.167,1
6,0,06498,Matt Peterson,46' 11",46.917,1
7,0,06621,Joe Durant,46' 4",46.333,1
8,0,07223,Brian Bateman,44' 11",44.917,1
9,0,06575,Dudley Hart,43' 9",87.500,2
10,0,02214,Kirk Triplett,41' 9",41.750,1
11,0,01098,Jay Don Blake,41' 5",41.417,1
12,0,19881,Robert Damron,40' 9",40.750,1
13,0,23322,Brett Wetterich,38' 7",38.583,1
14,0,01014,Fulton Allem,38' 1",38.083,1
15,0,01810,Phil Mickelson,37' 4",74.583,2
16,0,12652,Cameron Beckman,35' 7",35.583,1
16,0,24361,Pat Perez,35' 7",35.583,1
18,0,07867,Woody Austin,34' 2",34.167,1
19,0,10457,Frank Nobilo,33' 6",67.000,2
20,0,10962,Bradley Hughes,33' 0",33.000,1
21,0,23135,Tim Clark,31' 9",95.333,3
22,0,12645,Brent Geiberger,30' 0",30.000,1
23,0,08375,Paul Stankowski,29' 3",29.250,1
24,0,23338,David Gossett,29' 2",58.250,2
25,0,01619,Skip Kendall,28' 4",28.333,1
26,0,20029,Notah Begay III,28' 1",28.083,1
27,0,01132,Mark Brooks,27' 2",27.167,1
28,0,07457,Steve Flesch,26' 11",26.917,1
29,0,12660,Jesper Parnevik,24' 7",24.583,1
30,0,01553,John Huston,23' 6",23.500,1
31,0,01685,J.L. Lewis,21' 9",21.750,1
32,0,20645,John Senden,21' 5",21.417,1
33,0,01723,Andrew Magee,19' 6",19.500,1
34,0,20574,Mathew Goggin,18' 2",18.167,1
35,0,20566,Kaname Yokoo,17' 11",17.917,1
36,0,20436,Garrett Willis,11' 8",11.667,1
37,0,01724,Jeff Maggert,9' 4",9.333,1
