RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ATTEMPTS
1,0,33948,Byeong Hun An,2.000,2,1
1,0,25364,Paul Casey,2.000,2,1
1,0,32102,Rickie Fowler,2.000,2,1
1,0,34363,Tyrrell Hatton,2.000,2,1
1,0,35532,Tom Hoge,2.000,2,1
1,0,24024,Zach Johnson,2.000,2,1
1,0,36689,Brooks Koepka,2.000,2,1
1,0,23108,Matt Kuchar,2.000,2,1
1,0,30946,Alex Prugh,2.000,2,1
1,0,26476,Chez Reavie,2.000,2,1
1,0,27649,Brandt Snedeker,2.000,2,1
1,0,30110,Kyle Stanley,2.000,2,1
1,0,31560,Brian Stuard,2.000,2,1
1,0,32139,Danny Willett,2.000,2,1
15,0,45526,Abraham Ancer,3.000,3,1
15,0,40026,Daniel Berger,3.000,3,1
15,0,26499,Rafa Cabrera Bello,3.000,3,1
15,0,35450,Patrick Cantlay,3.000,3,1
15,0,28089,Jason Day,3.000,3,1
15,0,25686,Jason Dufner,3.000,3,1
15,0,34099,Harris English,3.000,3,1
15,0,40098,Matt Fitzpatrick,3.000,3,1
15,0,30911,Tommy Fleetwood,3.000,3,1
15,0,10809,Jim Furyk,3.000,3,1
15,0,21209,Sergio Garcia,3.000,3,1
15,0,31646,Emiliano Grillo,3.000,3,1
15,0,34563,Chesson Hadley,3.000,3,1
15,0,29420,Billy Horschel,3.000,3,1
15,0,30925,Dustin Johnson,3.000,3,1
15,0,29478,Kevin Kisner,3.000,3,1
15,0,28775,Nate Lashley,3.000,3,1
15,0,26851,Marc Leishman,3.000,3,1
15,0,32839,Hideki Matsuyama,3.000,3,1
15,0,25572,Graeme McDowell,3.000,3,1
15,0,28237,Rory McIlroy,3.000,3,1
15,0,01810,Phil Mickelson,3.000,3,1
15,0,26329,Louis Oosthuizen,3.000,3,1
15,0,33667,Carlos Ortiz,3.000,3,1
15,0,25818,Scott Piercy,3.000,3,1
15,0,34256,Andrew Putnam,3.000,3,1
15,0,46970,Jon Rahm,3.000,3,1
15,0,34360,Patrick Reed,3.000,3,1
15,0,22405,Justin Rose,3.000,3,1
15,0,48081,Xander Schauffele,3.000,3,1
15,0,24502,Adam Scott,3.000,3,1
15,0,29221,Webb Simpson,3.000,3,1
15,0,35891,Cameron Smith,3.000,3,1
15,0,34046,Jordan Spieth,3.000,3,1
15,0,21528,Henrik Stenson,3.000,3,1
15,0,49960,Sepp Straka,3.000,3,1
15,0,25493,Nick Taylor,3.000,3,1
15,0,49964,Aaron Wise,3.000,3,1
15,0,31323,Gary Woodland,3.000,3,1
54,0,47959,Bryson DeChambeau,4.000,4,1
54,0,21961,Charles Howell III,4.000,4,1
54,0,23621,Rory Sabbatini,4.000,4,1
57,0,25198,Francesco Molinari,5.000,5,1
