RANK,MOVEMENT,PLAYER_ID,PLAYER,RATING
1,0,27644,Brian Harman,9.3
2,0,07867,Woody Austin,9.1
2,0,29720,Andres Gonzales,9.1
4,0,29926,Danny Lee,9.0
4,0,27556,Ted Potter Jr.,9.0
4,0,24459,Richard Sterne,9.0
7,0,10505,Shane Bertsch,8.9
7,0,19958,Miguel Angel Jiménez,8.9
7,0,06527,Steve Stricker,8.9
10,0,31557,Jim Herman,8.8
10,0,02206,David Toms,8.8
10,0,21878,Mark Wilson,8.8
13,0,01024,Billy Andrade,8.7
13,0,24507,Jason Bohn,8.7
13,0,34409,David Lingmerth,8.7
13,0,29289,S.Y. Noh,8.7
17,0,24358,Robert Garrigus,8.6
17,0,21731,Freddie Jacobson,8.6
17,0,24024,Zach Johnson,8.6
17,0,28092,D.H. Lee,8.6
17,0,23548,Bill Lunde,8.6
17,0,36699,Patrick Rodgers,8.6
17,0,23481,Marcel Siem,8.6
17,0,34046,Jordan Spieth,8.6
17,0,21528,Henrik Stenson,8.6
26,0,12510,Chad Campbell,8.5
26,0,35450,Patrick Cantlay,8.5
26,0,08931,Glen Day,8.5
26,0,25369,Jamie Donaldson,8.5
26,0,33122,Russell Knox,8.5
26,0,32839,Hideki Matsuyama,8.5
26,0,20443,Jin Park,8.5
26,0,35541,John Peterson,8.5
26,0,23621,Rory Sabbatini,8.5
26,0,30927,Brendon Todd,8.5
36,0,24846,Ricky Barnes,8.4
36,0,32334,Charlie Beljan,8.4
36,0,25274,Steven Bowditch,8.4
36,0,23204,Gary Christian,8.4
36,0,22621,Ben Curtis,8.4
36,0,28089,Jason Day,8.4
36,0,30852,Ryo Ishikawa,8.4
36,0,31138,Scott Jamieson,8.4
36,0,26300,Matt Jones,8.4
36,0,27349,Alex Noren,8.4
36,0,22405,Justin Rose,8.4
36,0,27095,Nick Watney,8.4
48,0,24461,Thomas Aiken,8.3
48,0,24925,Jonathan Byrd,8.3
48,0,32200,Roberto Castro,8.3
48,0,35901,Paul Haley II,8.3
48,0,27129,Luke List,8.3
48,0,20634,Peter Lonard,8.3
48,0,24781,Hunter Mahan,8.3
48,0,31202,William McGirt,8.3
48,0,35459,Chris Williams,8.3
57,0,31627,Todd Baek,8.2
57,0,33141,Keegan Bradley,8.2
57,0,23135,Tim Clark,8.2
57,0,32800,Franklin Corpening,8.2
57,0,21753,Brian Davis,8.2
57,0,28307,Matt Every,8.2
57,0,32102,Rickie Fowler,8.2
57,0,29740,Brad Fritsch,8.2
57,0,10809,Jim Furyk,8.2
57,0,32448,James Hahn,8.2
57,0,22806,Doug LaBelle II,8.2
57,0,27120,Troy Matteson,8.2
57,0,01945,Kenny Perry,8.2
57,0,24138,Ian Poulter,8.2
57,0,34358,Jonathan Randolph,8.2
57,0,25562,Andres Romero,8.2
57,0,29221,Webb Simpson,8.2
57,0,30110,Kyle Stanley,8.2
57,0,34431,Robert Streb,8.2
57,0,06595,Kevin Sutherland,8.2
57,0,31323,Gary Woodland,8.2
78,0,12652,Cameron Beckman,8.1
78,0,01142,Bart Bryant,8.1
78,0,23638,Brendon de Jonge,8.1
78,0,23983,Luke Donald,8.1
78,0,27896,Ross Fisher,8.1
78,0,07457,Steve Flesch,8.1
78,0,01378,David Frost,8.1
78,0,21209,Sergio Garcia,8.1
78,0,25900,Lucas Glover,8.1
78,0,28679,Fabián Gómez,8.1
78,0,20157,Retief Goosen,8.1
78,0,22378,Trevor Immelman,8.1
78,0,08075,Jerry Kelly,8.1
78,0,06332,Neal Lancaster,8.1
78,0,39531,Ken Looper,8.1
78,0,21099,David Lynn,8.1
78,0,27060,John Mallinger,8.1
78,0,25198,Francesco Molinari,8.1
