RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ATTEMPTS
1,0,47959,Bryson DeChambeau,4.476,94,21
1,0,35891,Cameron Smith,4.476,94,21
3,0,46717,Viktor Hovland,4.483,130,29
4,0,34099,Harris English,4.500,117,26
5,0,30944,Jason Kokrak,4.529,154,34
6,0,12716,Charley Hoffman,4.536,127,28
7,0,26329,Louis Oosthuizen,4.560,114,25
8,0,45609,Tyler Duncan,4.600,138,30
8,0,40006,Erik van Rooyen,4.600,138,30
10,0,24924,Bill Haas,4.615,60,13
11,0,40042,Tyler McCumber,4.625,111,24
11,0,29221,Webb Simpson,4.625,74,16
13,0,30925,Dustin Johnson,4.650,93,20
13,0,33410,Andrew Landry,4.650,93,20
15,0,47347,Adam Schenk,4.655,135,29
16,0,36871,Matthew NeSmith,4.657,163,35
17,0,35310,Lanto Griffin,4.659,205,44
18,0,35450,Patrick Cantlay,4.667,84,18
18,0,39977,Max Homa,4.667,140,30
18,0,36689,Brooks Koepka,4.667,112,24
18,0,36699,Patrick Rodgers,4.667,112,24
18,0,49964,Aaron Wise,4.667,98,21
23,0,34466,Peter Malnati,4.679,131,28
24,0,35658,Kris Ventura,4.682,103,22
25,0,48887,Matt Wallace,4.684,89,19
26,0,23320,Ryan Palmer,4.694,169,36
27,0,46402,Talor Gooch,4.700,141,30
28,0,21209,Sergio Garcia,4.704,127,27
28,0,46970,Jon Rahm,4.704,127,27
30,0,34213,Grayson Murray,4.706,80,17
31,0,53165,Doc Redman,4.710,146,31
32,0,28237,Rory McIlroy,4.714,132,28
32,0,34046,Jordan Spieth,4.714,132,28
34,0,48822,Sebastián Muñoz,4.718,184,39
35,0,19846,Brian Gay,4.722,85,18
36,0,22371,Aaron Baddeley,4.727,52,11
36,0,31557,Jim Herman,4.727,52,11
36,0,25632,Jimmy Walker,4.727,156,33
36,0,31323,Gary Woodland,4.727,208,44
40,0,32839,Hideki Matsuyama,4.730,175,37
41,0,32333,Kevin Tway,4.733,71,15
42,0,27644,Brian Harman,4.741,128,27
43,0,47504,Sam Burns,4.750,95,20
43,0,28089,Jason Day,4.750,114,24
43,0,28679,Fabián Gómez,4.750,57,12
43,0,33413,Ben Martin,4.750,76,16
43,0,33448,Justin Thomas,4.750,133,28
43,0,47483,Will Zalatoris,4.750,133,28
49,0,49960,Sepp Straka,4.759,138,29
50,0,29970,Dylan Frittelli,4.760,119,25
50,0,37275,Sam Ryder,4.760,119,25
52,0,29974,Branden Grace,4.762,100,21
53,0,24140,Sean O'Hair,4.765,81,17
54,0,33122,Russell Knox,4.769,124,26
54,0,28252,Seamus Power,4.769,62,13
54,0,33486,Roger Sloan,4.769,124,26
57,0,24502,Adam Scott,4.773,105,22
57,0,29518,Brendan Steele,4.773,105,22
59,0,25364,Paul Casey,4.778,86,18
59,0,34098,Russell Henley,4.778,86,18
61,0,32757,Patton Kizzire,4.781,153,32
62,0,40026,Daniel Berger,4.783,110,23
62,0,50525,Collin Morikawa,4.783,110,23
64,0,27649,Brandt Snedeker,4.784,177,37
65,0,34256,Andrew Putnam,4.792,115,24
66,0,35532,Tom Hoge,4.794,163,34
67,0,40098,Matt Fitzpatrick,4.800,96,20
67,0,35506,Mackenzie Hughes,4.800,144,30
69,0,33667,Carlos Ortiz,4.806,149,31
70,0,24138,Ian Poulter,4.810,101,21
71,0,29725,Tony Finau,4.813,154,32
71,0,49771,J.T. Poston,4.813,154,32
73,0,39971,Sungjae Im,4.814,207,43
74,0,29268,Bronson Burgoon,4.818,106,22
74,0,35230,Nelson Ledesma,4.818,53,11
74,0,32791,K.H. Lee,4.818,159,33
74,0,33204,Shane Lowry,4.818,106,22
74,0,23623,Bo Van Pelt,4.818,106,22
79,0,48081,Xander Schauffele,4.821,135,28
80,0,32070,Rafael Campos,4.824,82,17
81,0,19803,Ryan Armour,4.833,87,18
81,0,46435,Austin Cook,4.833,87,18
81,0,22405,Justin Rose,4.833,87,18
81,0,23788,D.J. Trahan,4.833,87,18
81,0,20396,Lee Westwood,4.833,87,18
86,0,45526,Abraham Ancer,4.838,179,37
87,0,34563,Chesson Hadley,4.840,121,25
87,0,31420,Anirban Lahiri,4.840,121,25
87,0,26851,Marc Leishman,4.840,121,25
87,0,31560,Brian Stuard,4.840,121,25
91,0,34314,Sebastian Cappelen,4.842,92,19
92,0,26499,Rafa Cabrera Bello,4.844,155,32
92,0,23621,Rory Sabbatini,4.844,155,32
94,0,47993,Denny McCarthy,4.848,160,33
95,0,39975,Michael Kim,4.850,97,20
96,0,35449,Adam Long,4.852,131,27
97,0,24357,K.J. Choi,4.857,102,21
97,0,48119,Ben Taylor,4.857,34,7
99,0,34174,John Huh,4.864,107,22
99,0,27556,Ted Potter Jr.,4.864,107,22
101,0,23983,Luke Donald,4.867,73,15
101,0,21961,Charles Howell III,4.867,73,15
101,0,27129,Luke List,4.867,146,30
101,0,25493,Nick Taylor,4.867,146,30
101,0,32150,Michael Thompson,4.867,73,15
106,0,34076,Joel Dahmen,4.871,151,31
107,0,52372,Cameron Champ,4.875,156,32
107,0,52375,Doug Ghim,4.875,156,32
107,0,34264,Hudson Swafford,4.875,78,16
107,0,27330,Josh Teater,4.875,39,8
111,0,45486,Joaquin Niemann,4.879,161,33
112,0,32618,Rhein Gibson,4.882,83,17
112,0,27554,Scott Harrington,4.882,83,17
112,0,29908,C.T. Pan,4.882,83,17
115,0,25900,Lucas Glover,4.886,171,35
116,0,32448,James Hahn,4.889,88,18
116,0,27141,J.B. Holmes,4.889,88,18
116,0,26300,Matt Jones,4.889,132,27
116,0,24361,Pat Perez,4.889,176,36
120,0,39997,Corey Conners,4.892,181,37
121,0,27974,Sung Kang,4.893,137,28
121,0,30926,Chris Kirk,4.893,137,28
121,0,34360,Patrick Reed,4.893,137,28
121,0,39953,Chase Seiffert,4.893,137,28
125,0,30911,Tommy Fleetwood,4.895,93,19
125,0,33399,Adam Hadwin,4.895,186,38
125,0,46046,Scottie Scheffler,4.895,186,38
125,0,33419,Cameron Tringale,4.895,186,38
129,0,27214,Kevin Streelman,4.897,142,29
130,0,35104,Tom Lewis,4.903,152,31
131,0,33141,Keegan Bradley,4.909,162,33
131,0,56278,Matthew Wolff,4.909,108,22
133,0,33948,Byeong Hun An,4.912,167,34
134,0,33490,Bo Hoag,4.913,113,23
135,0,46442,Maverick McNealy,4.917,118,24
