RANK,MOVEMENT,PLAYER_ID,PLAYER,RATING
1,0,36514,Yuki Inamori,8.8
2,0,34610,Matthias Schwab,8.5
3,0,26476,Chez Reavie,8.2
4,0,25686,Jason Dufner,8.1
4,0,33293,Thomas Pieters,8.1
4,0,50493,Justin Suh,8.1
7,0,34213,Grayson Murray,8.0
8,0,27958,Ryan Blaum,7.9
8,0,25364,Paul Casey,7.9
8,0,10809,Jim Furyk,7.9
8,0,47842,Hanbyeol Kim,7.9
8,0,30110,Kyle Stanley,7.9
13,0,33120,Mark Anderson,7.8
13,0,52375,Doug Ghim,7.8
13,0,31646,Emiliano Grillo,7.8
13,0,33122,Russell Knox,7.8
13,0,50525,Collin Morikawa,7.8
13,0,59160,John Pak,7.8
13,0,47529,Mito Pereira,7.8
13,0,31560,Brian Stuard,7.8
13,0,58168,Davis Thompson,7.8
22,0,39997,Corey Conners,7.7
22,0,27408,Martin Kaymer,7.7
22,0,37250,Romain Langasque,7.7
25,0,45526,Abraham Ancer,7.6
25,0,33605,Gunn Charoenkul,7.6
25,0,48045,Michael Gellerman,7.6
25,0,34363,Tyrrell Hatton,7.6
25,0,46717,Viktor Hovland,7.6
25,0,46732,Rick Lamb,7.6
25,0,46340,Alex Smalley,7.6
25,0,30927,Brendon Todd,7.6
25,0,40006,Erik van Rooyen,7.6
34,0,19803,Ryan Armour,7.5
34,0,40026,Daniel Berger,7.5
34,0,34076,Joel Dahmen,7.5
34,0,34098,Russell Henley,7.5
34,0,33490,Bo Hoag,7.5
34,0,29926,Danny Lee,7.5
34,0,26596,Ryan Moore,7.5
34,0,46970,Jon Rahm,7.5
34,0,56781,Isaiah Salinda,7.5
34,0,26679,Kevin Stadler,7.5
34,0,10423,Mike Weir,7.5
45,0,33141,Keegan Bradley,7.4
45,0,31557,Jim Herman,7.4
45,0,39834,Guido Migliozzi,7.4
45,0,25198,Francesco Molinari,7.4
49,0,34374,Erik Barnes,7.3
49,0,45836,Richard Bland,7.3
49,0,48084,Wesley Bryan,7.3
49,0,35450,Patrick Cantlay,7.3
49,0,54334,Ben Cook,7.3
49,0,23983,Luke Donald,7.3
49,0,25900,Lucas Glover,7.3
49,0,33399,Adam Hadwin,7.3
49,0,12716,Charley Hoffman,7.3
49,0,49766,Hank Lebioda,7.3
49,0,33413,Ben Martin,7.3
49,0,30163,Henrik Norlander,7.3
49,0,53165,Doc Redman,7.3
49,0,37275,Sam Ryder,7.3
49,0,27214,Kevin Streelman,7.3
49,0,23325,Vaughn Taylor,7.3
65,0,37212,Paul Barjon,7.2
65,0,24846,Ricky Barnes,7.2
65,0,34021,Bud Cauley,7.2
65,0,24357,K.J. Choi,7.2
65,0,37273,Derek Ernst,7.2
65,0,29725,Tony Finau,7.2
65,0,28679,Fabián Gómez,7.2
65,0,39971,Sungjae Im,7.2
65,0,30926,Chris Kirk,7.2
65,0,36689,Brooks Koepka,7.2
65,0,30944,Jason Kokrak,7.2
65,0,28237,Rory McIlroy,7.2
65,0,48822,Sebastián Muñoz,7.2
65,0,36871,Matthew NeSmith,7.2
65,0,26329,Louis Oosthuizen,7.2
65,0,29908,C.T. Pan,7.2
65,0,22056,Cameron Percy,7.2
65,0,27963,Chris Stroud,7.2
65,0,47483,Will Zalatoris,7.2
84,0,45522,Christiaan Bezuidenhout,7.1
84,0,57362,Austin Eckroat,7.1
84,0,24358,Robert Garrigus,7.1
84,0,23108,Matt Kuchar,7.1
84,0,27936,Martin Laird,7.1
84,0,35449,Adam Long,7.1
84,0,33204,Shane Lowry,7.1
84,0,52330,Dylan Meyer,7.1
84,0,33667,Carlos Ortiz,7.1
84,0,47127,David Pastore,7.1
84,0,40250,Taylor Pendrith,7.1
84,0,22405,Justin Rose,7.1
84,0,48081,Xander Schauffele,7.1
84,0,33448,Justin Thomas,7.1
84,0,35181,Daniel van Tonder,7.1
84,0,27095,Nick Watney,7.1
84,0,25349,Tim Wilkinson,7.1
101,0,29479,Scott Brown,7.0
101,0,32102,Rickie Fowler,7.0
101,0,34563,Chesson Hadley,7.0
101,0,47988,Nick Hardy,7.0
101,0,34587,Chan Kim,7.0
101,0,32816,Satoshi Kodaira,7.0
101,0,36326,David Lipsky,7.0
101,0,32839,Hideki Matsuyama,7.0
101,0,32640,Troy Merritt,7.0
101,0,23814,Edoardo Molinari,7.0
101,0,26328,Shaun Norris,7.0
101,0,24361,Pat Perez,7.0
101,0,46046,Scottie Scheffler,7.0
101,0,31569,Jason Scrivener,7.0
101,0,39953,Chase Seiffert,7.0
101,0,33486,Roger Sloan,7.0
101,0,39324,J.J. Spaun,7.0
101,0,29518,Brendan Steele,7.0
101,0,54314,Tyler Strafaci,7.0
101,0,06527,Steve Stricker,7.0
101,0,34264,Hudson Swafford,7.0
101,0,37189,Harold Varner III,7.0
101,0,27064,Jhonattan Vegas,7.0
101,0,29454,Bernd Wiesberger,7.0
125,0,30978,Kiradech Aphibarnrat,6.9
125,0,47504,Sam Burns,6.9
125,0,26499,Rafa Cabrera Bello,6.9
125,0,21209,Sergio Garcia,6.9
125,0,46402,Talor Gooch,6.9
125,0,32448,James Hahn,6.9
125,0,27644,Brian Harman,6.9
125,0,27554,Scott Harrington,6.9
125,0,49298,Kramer Hickok,6.9
125,0,47917,Takumi Kanaya,6.9
125,0,46930,Jaekyeong Lee,6.9
125,0,32791,K.H. Lee,6.9
125,0,35104,Tom Lewis,6.9
125,0,23320,Ryan Palmer,6.9
125,0,28252,Seamus Power,6.9
125,0,46646,Antoine Rozner,6.9
125,0,29221,Webb Simpson,6.9
125,0,47137,Trevor Simsby,6.9
125,0,21528,Henrik Stenson,6.9
125,0,27330,Josh Teater,6.9
125,0,32150,Michael Thompson,6.9
125,0,20396,Lee Westwood,6.9
