RANK,MOVEMENT,PLAYER_ID,PLAYER,CAREER BEST STREAK,BEST YTD STREAK
1,0,01948,Tim Petrovic,26,0
2,0,02104,Jeff Sluman,23,0
2,0,47128,Richy Werenski,23,8
4,0,23135,Tim Clark,22,0
4,0,01226,Fred Couples,22,0
4,0,46717,Viktor Hovland,22,14
4,0,10585,Scott McCarron,22,0
8,0,20098,Stuart Appleby,21,0
8,0,01320,Bob Estes,21,0
8,0,32839,Hideki Matsuyama,21,12
8,0,02239,Scott Verplank,21,0
12,0,01098,Jay Don Blake,20,0
12,0,34099,Harris English,20,11
12,0,02101,Joey Sindelar,20,0
15,0,32200,Roberto Castro,19,4
15,0,23541,Ben Crane,19,5
15,0,06621,Joe Durant,19,0
15,0,24924,Bill Haas,19,4
15,0,12660,Jesper Parnevik,19,0
15,0,01958,Dan Pohl,19,0
15,0,34046,Jordan Spieth,19,5
22,0,08931,Glen Day,18,1
22,0,06251,Chris DiMarco,18,0
22,0,20157,Retief Goosen,18,0
22,0,21961,Charles Howell III,18,6
22,0,27936,Martin Laird,18,3
22,0,26596,Ryan Moore,18,7
22,0,01920,Craig Parry,18,0
22,0,24361,Pat Perez,18,5
22,0,46046,Scottie Scheffler,18,18
22,0,29221,Webb Simpson,18,9
22,0,21528,Henrik Stenson,18,4
22,0,23325,Vaughn Taylor,18,9
34,0,01093,Ronnie Black,17,0
34,0,24925,Jonathan Byrd,17,4
34,0,23638,Brendon de Jonge,17,2
34,0,47959,Bryson DeChambeau,17,13
34,0,23983,Luke Donald,17,4
34,0,01346,Ed Fiori,17,0
34,0,01475,Donnie Hammond,17,0
34,0,08075,Jerry Kelly,17,3
34,0,30926,Chris Kirk,17,5
34,0,33122,Russell Knox,17,9
34,0,01736,Roger Maltbie,17,0
34,0,12680,Shigeki Maruyama,17,0
34,0,01887,Mark O'Meara,17,0
34,0,26476,Chez Reavie,17,4
34,0,06567,Vijay Singh,17,3
34,0,02214,Kirk Triplett,17,0
34,0,37189,Harold Varner III,17,9
34,0,08793,Tiger Woods,17,9
52,0,27958,Ryan Blaum,16,2
52,0,29725,Tony Finau,16,13
52,0,01444,Ken Green,16,0
52,0,01577,Lee Janzen,16,0
52,0,23108,Matt Kuchar,16,7
52,0,27129,Luke List,16,6
52,0,27120,Troy Matteson,16,0
52,0,01771,Blaine McCallister,16,0
52,0,28237,Rory McIlroy,16,8
52,0,01926,Steve Pate,16,0
52,0,01928,Corey Pavin,16,0
52,0,01945,Kenny Perry,16,0
52,0,25240,D.A. Points,16,1
52,0,20127,Chris Riley,16,0
52,0,36699,Patrick Rodgers,16,5
52,0,25632,Jimmy Walker,16,6
52,0,10423,Mike Weir,16,0
69,0,06004,Stephen Ames,15,0
69,0,21753,Brian Davis,15,2
69,0,45157,Cam Davis,15,5
69,0,12823,Carlos Franco,15,1
69,0,10809,Jim Furyk,15,12
69,0,01527,Scott Hoch,15,0
69,0,36801,Mark Hubbard,15,15
69,0,29478,Kevin Kisner,15,10
69,0,01633,Tom Kite,15,0
69,0,26851,Marc Leishman,15,3
69,0,01706,Davis Love III,15,2
69,0,01723,Andrew Magee,15,0
69,0,25572,Graeme McDowell,15,4
69,0,34360,Patrick Reed,15,7
69,0,48081,Xander Schauffele,15,8
69,0,02099,Scott Simpson,15,0
69,0,02106,Chris Smith,15,0
69,0,02133,Craig Stadler,15,0
69,0,33418,Shawn Stefani,15,5
69,0,27214,Kevin Streelman,15,8
69,0,02223,Bob Tway,15,0
69,0,26951,Johnson Wagner,15,8
91,0,10885,Robert Allenby,14,1
91,0,19803,Ryan Armour,14,14
91,0,07867,Woody Austin,14,0
91,0,07223,Brian Bateman,14,0
91,0,12510,Chad Campbell,14,3
91,0,51766,Wyndham Clark,14,4
91,0,01203,Russ Cochran,14,0
91,0,06034,Marco Dawson,14,0
91,0,07457,Steve Flesch,14,0
91,0,32102,Rickie Fowler,14,5
91,0,12645,Brent Geiberger,14,0
91,0,20574,Mathew Goggin,14,0
91,0,01553,John Huston,14,0
91,0,21731,Freddie Jacobson,14,2
91,0,30925,Dustin Johnson,14,12
91,0,24024,Zach Johnson,14,10
91,0,10733,Kent Jones,14,0
91,0,29926,Danny Lee,14,6
91,0,10860,Justin Leonard,14,0
91,0,11032,Frank Lickliter II,14,1
91,0,20634,Peter Lonard,14,0
91,0,01724,Jeff Maggert,14,0
91,0,01797,Rocco Mediate,14,0
91,0,27349,Alex Noren,14,10
91,0,21949,Joe Ogilvie,14,0
91,0,23320,Ryan Palmer,14,14
91,0,02010,Loren Roberts,14,0
91,0,33486,Roger Sloan,14,4
91,0,23623,Bo Van Pelt,14,3
91,0,02245,Grant Waite,14,0
91,0,21878,Mark Wilson,14,1
122,0,01024,Billy Andrade,13,0
122,0,01042,Paul Azinger,13,0
122,0,20498,Briny Baird,13,0
122,0,12652,Cameron Beckman,13,1
122,0,24507,Jason Bohn,13,1
122,0,01142,Bart Bryant,13,0
122,0,01143,Brad Bryant,13,0
122,0,01162,Rex Caldwell,13,0
122,0,25364,Paul Casey,13,13
122,0,34021,Bud Cauley,13,5
122,0,01219,John Cook,13,0
122,0,22621,Ben Curtis,13,0
