RANK,MOVEMENT,PLAYER_ID,PLAYER,CAREER BEST STREAK,BEST YTD STREAK
1,0,01948,Tim Petrovic,26,3
2,0,02104,Jeff Sluman,23,0
3,0,23135,Tim Clark,22,6
3,0,01226,Fred Couples,22,0
3,0,10585,Scott McCarron,22,2
6,0,20098,Stuart Appleby,21,10
6,0,01320,Bob Estes,21,0
6,0,02239,Scott Verplank,21,2
9,0,01098,Jay Don Blake,20,0
9,0,34099,Harris English,20,10
9,0,02101,Joey Sindelar,20,0
12,0,23541,Ben Crane,19,3
12,0,06621,Joe Durant,19,0
12,0,12660,Jesper Parnevik,19,0
12,0,01958,Dan Pohl,19,0
16,0,08931,Glen Day,18,3
16,0,06251,Chris DiMarco,18,1
16,0,20157,Retief Goosen,18,6
16,0,21961,Charles Howell III,18,6
16,0,26596,Ryan Moore,18,6
16,0,01920,Craig Parry,18,0
22,0,01093,Ronnie Black,17,0
22,0,24925,Jonathan Byrd,17,5
22,0,23638,Brendon de Jonge,17,12
22,0,23983,Luke Donald,17,6
22,0,01346,Ed Fiori,17,0
22,0,01475,Donnie Hammond,17,0
22,0,08075,Jerry Kelly,17,9
22,0,30926,Chris Kirk,17,6
22,0,01736,Roger Maltbie,17,0
22,0,12680,Shigeki Maruyama,17,0
22,0,01887,Mark O'Meara,17,1
22,0,06567,Vijay Singh,17,5
22,0,02214,Kirk Triplett,17,0
22,0,08793,Tiger Woods,17,3
36,0,01444,Ken Green,16,0
36,0,24924,Bill Haas,16,5
36,0,01577,Lee Janzen,16,1
36,0,23108,Matt Kuchar,16,7
36,0,27120,Troy Matteson,16,2
36,0,01771,Blaine McCallister,16,0
36,0,28237,Rory McIlroy,16,16
36,0,01926,Steve Pate,16,0
36,0,01928,Corey Pavin,16,0
36,0,01945,Kenny Perry,16,5
36,0,25240,D.A. Points,16,4
36,0,26476,Chez Reavie,16,6
36,0,20127,Chris Riley,16,2
36,0,34046,Jordan Spieth,16,16
36,0,10423,Mike Weir,16,1
51,0,06004,Stephen Ames,15,1
51,0,21753,Brian Davis,15,6
51,0,12823,Carlos Franco,15,0
