RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF HOLES
1,0,01161,Mark Calcavecchia,9
2,0,21753,Brian Davis,7
2,0,21350,Ryuji Imada,7
2,0,12660,Jesper Parnevik,7
5,0,23983,Luke Donald,6
5,0,21731,Freddie Jacobson,6
5,0,22348,Nick O'Hern,6
5,0,20686,Jeev Milkha Singh,6
5,0,23623,Bo Van Pelt,6
5,0,27770,Camilo Villegas,6
5,0,25632,Jimmy Walker,6
5,0,26289,Boo Weekley,6
13,0,06004,Stephen Ames,5
13,0,20098,Stuart Appleby,5
13,0,20498,Briny Baird,5
13,0,07003,David Berganio Jr.,5
13,0,12510,Chad Campbell,5
13,0,12826,Paul Claxton,5
13,0,01226,Fred Couples,5
13,0,06621,Joe Durant,5
13,0,09011,David Duval,5
13,0,24358,Robert Garrigus,5
13,0,19846,Brian Gay,5
13,0,08537,J.P. Hayes,5
13,0,27141,J.B. Holmes,5
13,0,21961,Charles Howell III,5
13,0,01577,Lee Janzen,5
13,0,30925,Dustin Johnson,5
13,0,24024,Zach Johnson,5
13,0,27408,Martin Kaymer,5
13,0,24503,Jeff Klauk,5
13,0,06012,Greg Kraft,5
13,0,12705,Cliff Kresge,5
13,0,20940,Kenichi Kuboya,5
13,0,23108,Matt Kuchar,5
13,0,27936,Martin Laird,5
13,0,26851,Marc Leishman,5
13,0,10860,Justin Leonard,5
13,0,26695,Michael Letzig,5
13,0,27466,Spencer Levin,5
13,0,20634,Peter Lonard,5
13,0,01707,Steve Lowery,5
13,0,01717,Sandy Lyle,5
13,0,24781,Hunter Mahan,5
13,0,27933,John Merrick,5
13,0,23800,Bryce Molder,5
13,0,26596,Ryan Moore,5
13,0,25396,Kevin Na,5
13,0,26301,James Nitties,5
13,0,21949,Joe Ogilvie,5
13,0,22046,Geoff Ogilvy,5
13,0,23320,Ryan Palmer,5
13,0,20572,Rod Pampling,5
13,0,01945,Kenny Perry,5
13,0,01948,Tim Petrovic,5
13,0,25345,Carl Pettersson,5
13,0,27072,Alvaro Quiros,5
13,0,23497,Tag Ridings,5
