RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (FEET),TOTAL PUTTS
1,0,23541,Ben Crane,109' 3",109.250,1
2,0,25345,Carl Pettersson,103' 2",103.167,1
3,0,25900,Lucas Glover,101' 3",101.250,1
4,0,21959,Ted Purdy,98' 4",98.333,1
5,0,25804,Bubba Watson,90' 7",90.583,1
6,0,01132,Mark Brooks,77' 0",77.000,1
7,0,23497,Tag Ridings,75' 2",75.167,1
8,0,20572,Rod Pampling,73' 1",73.083,1
9,0,23048,Eric Axley,71' 5",71.417,1
10,0,23623,Bo Van Pelt,68' 6",68.500,1
11,0,22946,Henrik Bjornstad,68' 1",136.167,2
12,0,20691,Greg Owen,68' 0",204.083,3
13,0,08537,J.P. Hayes,61' 8",61.667,1
14,0,06621,Joe Durant,61' 2",61.167,1
15,0,20157,Retief Goosen,59' 8",59.667,1
16,0,10423,Mike Weir,59' 4",59.333,1
17,0,19846,Brian Gay,58' 3",58.250,1
18,0,21753,Brian Davis,56' 8",56.667,1
19,0,20127,Chris Riley,55' 2",55.167,1
20,0,21646,David Branshaw,53' 10",53.833,1
21,0,01707,Steve Lowery,53' 0",105.917,2
22,0,01941,Tom Pernice Jr.,52' 2",52.167,1
23,0,12782,Tim Herron,51' 5",51.417,1
23,0,06573,Brandt Jobe,51' 5",51.417,1
25,0,02101,Joey Sindelar,51' 4",51.333,1
26,0,01724,Jeff Maggert,50' 8",101.333,2
27,0,24507,Jason Bohn,50' 4",50.333,1
28,0,21470,Daisuke Maruyama,49' 6",49.500,1
29,0,08123,Jeff Brehaut,49' 2",98.250,2
30,0,24912,Will MacKenzie,46' 3",46.250,1
31,0,06527,Steve Stricker,44' 1",44.083,1
32,0,19824,Craig Barlow,44' 0",88.000,2
33,0,06373,José María Olazábal,43' 10",43.833,1
34,0,01329,Brad Faxon,43' 3",86.417,2
35,0,01766,Billy Mayfair,41' 9",41.750,1
36,0,24140,Sean O'Hair,41' 6",41.500,1
37,0,02104,Jeff Sluman,41' 0",41.000,1
38,0,23409,James Driscoll,40' 11",204.583,5
39,0,23325,Vaughn Taylor,40' 5",80.750,2
40,0,11123,Chris Couch,39' 11",39.917,1
41,0,27943,Matt Hansen,39' 7",79.167,2
42,0,25936,Alex Aragon,39' 4",78.583,2
43,0,08835,Kris Cox,39' 3",117.833,3
44,0,01161,Mark Calcavecchia,38' 8",154.583,4
45,0,01388,Robert Gamez,37' 3",37.250,1
46,0,11011,Mike Sposa,36' 10",110.500,3
47,0,01313,Steve Elkington,36' 8",110.083,3
48,0,28475,Jeff Overton,36' 7",73.167,2
49,0,08075,Jerry Kelly,36' 3",36.250,1
50,0,23621,Rory Sabbatini,36' 1",72.167,2
51,0,20121,Todd Fischer,35' 10",35.833,1
52,0,01553,John Huston,35' 6",106.417,3
53,0,25842,Jon Mills,35' 5",35.417,1
53,0,21878,Mark Wilson,35' 5",70.833,2
55,0,20498,Briny Baird,34' 5",34.417,1
56,0,27095,Nick Watney,34' 0",101.917,3
57,0,06515,Shaun Micheel,33' 7",33.583,1
58,0,12662,Thomas Levet,33' 0",66.000,2
59,0,01249,John Daly,31' 6",62.917,2
60,0,07457,Steve Flesch,30' 9",30.750,1
61,0,23788,D.J. Trahan,29' 7",59.167,2
62,0,20094,Jonathan Kaye,29' 4",58.667,2
63,0,21407,Arjun Atwal,29' 0",87.083,3
64,0,20574,Mathew Goggin,28' 10",57.667,2
65,0,24024,Zach Johnson,28' 8",57.333,2
66,0,01042,Paul Azinger,28' 0",28.000,1
67,0,12716,Charley Hoffman,26' 1",26.083,1
68,0,21949,Joe Ogilvie,25' 7",102.417,4
69,0,09011,David Duval,24' 9",24.750,1
70,0,24925,Jonathan Byrd,22' 10",22.833,1
71,0,23353,J.J. Henry,21' 6",21.500,1
72,0,19881,Robert Damron,21' 3",21.250,1
73,0,12823,Carlos Franco,20' 11",20.917,1
74,0,20645,John Senden,20' 6",40.917,2
75,0,01948,Tim Petrovic,20' 5",20.417,1
76,0,26420,Richard Johnson,20' 4",20.333,1
77,0,20631,David McKenzie,18' 5",18.417,1
78,0,23614,Rich Beem,17' 3",17.250,1
79,0,24138,Ian Poulter,16' 11",33.833,2
80,0,07749,Brett Quigley,16' 8",16.667,1
81,0,20634,Peter Lonard,16' 6",16.500,1
82,0,20472,Alex Cejka,16' 3",16.250,1
83,0,10505,Shane Bertsch,15' 11",15.917,1
83,0,02246,Duffy Waldorf,15' 11",15.917,1
85,0,19913,Ron Whittaker,14' 2",14.167,1
86,0,27120,Troy Matteson,10' 9",10.750,1
87,0,23135,Tim Clark,9' 2",9.167,1
88,0,20382,Stephen Leaney,8' 10",8.833,1
89,0,02214,Kirk Triplett,6' 3",12.500,2
90,0,24924,Bill Haas,5' 2",5.167,1
