"Year","Index","Category","Subcategory","StatId","StatTitle","LocalPath"
"2012","0","STROKES_GAINED","Strokes Gained","02675","SG: Total","data/2012/strokes_gained/strokes_gained/sg_total.csv"
"2012","1","STROKES_GAINED","Strokes Gained","02674","SG: Tee-to-Green","data/2012/strokes_gained/strokes_gained/sg_tee-to-green.csv"
"2012","2","STROKES_GAINED","Strokes Gained","02567","SG: Off-the-Tee","data/2012/strokes_gained/strokes_gained/sg_off-the-tee.csv"
"2012","3","STROKES_GAINED","Strokes Gained","02568","SG: Approach the Green","data/2012/strokes_gained/strokes_gained/sg_approach_the_green.csv"
"2012","4","STROKES_GAINED","Strokes Gained","02569","SG: Around-the-Green","data/2012/strokes_gained/strokes_gained/sg_around-the-green.csv"
"2012","5","STROKES_GAINED","Strokes Gained","02564","SG: Putting","data/2012/strokes_gained/strokes_gained/sg_putting.csv"
"2012","6","OFF_TEE","Strokes Gained - SG","02674","SG: Tee-to-Green","data/2012/strokes_gained/strokes_gained/sg_tee-to-green.csv"
"2012","7","OFF_TEE","Strokes Gained - SG","02567","SG: Off-the-Tee","data/2012/strokes_gained/strokes_gained/sg_off-the-tee.csv"
"2012","8","OFF_TEE","Other","129","Total Driving","data/2012/off_tee/other/total_driving.csv"
"2012","9","OFF_TEE","Other","158","Ball Striking","data/2012/off_tee/other/ball_striking.csv"
"2012","10","OFF_TEE","Distance (All Drives)","159","Longest Drives","data/2012/off_tee/distance_(all_drives)/longest_drives.csv"
"2012","11","OFF_TEE","Distance (All Drives)","101","Driving Distance","data/2012/off_tee/distance_(all_drives)/driving_distance.csv"
"2012","12","OFF_TEE","Distance (All Drives)","496","Driving Pct. 320+ (Measured)","data/2012/off_tee/distance_(all_drives)/driving_pct._320+_(measured).csv"
"2012","13","OFF_TEE","Distance (All Drives)","495","Driving Pct. 300-320 (Measured)","data/2012/off_tee/distance_(all_drives)/driving_pct._300-320_(measured).csv"
"2012","14","OFF_TEE","Distance (All Drives)","454","Driving Pct. 300+ (Measured)","data/2012/off_tee/distance_(all_drives)/driving_pct._300+_(measured).csv"
"2012","15","OFF_TEE","Distance (All Drives)","455","Driving Pct. 280-300 (Measured)","data/2012/off_tee/distance_(all_drives)/driving_pct._280-300_(measured).csv"
