RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY
1,0,08793,Tiger Woods,$45142737
2,0,06567,Vijay Singh,$36760089
3,0,01810,Phil Mickelson,$29557928
4,0,01706,Davis Love III,$29207838
5,0,06522,Ernie Els,$24466992
6,0,10809,Jim Furyk,$19731382
7,0,01968,Nick Price,$19715533
8,0,02206,David Toms,$18942915
9,0,01527,Scott Hoch,$18455984
10,0,10860,Justin Leonard,$17639781
11,0,01226,Fred Couples,$16544574
12,0,01161,Mark Calcavecchia,$16412462
13,0,09011,David Duval,$16356349
14,0,01945,Kenny Perry,$15909178
15,0,10423,Mike Weir,$15606744
16,0,02104,Jeff Sluman,$15502142
17,0,01677,Tom Lehman,$15473541
18,0,01329,Brad Faxon,$15327693
19,0,02170,Hal Sutton,$15249365
20,0,01381,Fred Funk,$15019306
21,0,20229,Stewart Cink,$14104588
22,0,02010,Loren Roberts,$14081948
23,0,01876,Greg Norman,$13946089
24,0,01457,Jay Haas,$13791809
25,0,01887,Mark O'Meara,$13687545
26,0,02239,Scott Verplank,$13646851
27,0,06251,Chris DiMarco,$13609377
28,0,01320,Bob Estes,$13286333
29,0,01042,Paul Azinger,$13281971
30,0,20098,Stuart Appleby,$13233506
31,0,02223,Bob Tway,$13116936
32,0,01553,John Huston,$13005980
33,0,01724,Jeff Maggert,$12281068
34,0,01577,Lee Janzen,$12101457
35,0,02214,Kirk Triplett,$11850516
36,0,02146,Payne Stewart,$11737008
37,0,12660,Jesper Parnevik,$11396995
38,0,01797,Rocco Mediate,$11361822
39,0,08075,Jerry Kelly,$11327398
40,0,01219,John Cook,$11295153
41,0,01928,Corey Pavin,$11139031
42,0,20157,Retief Goosen,$11119459
43,0,21209,Sergio Garcia,$11045484
44,0,01633,Tom Kite,$10937613
45,0,10885,Robert Allenby,$10767108
46,0,01707,Steve Lowery,$10541382
47,0,07457,Steve Flesch,$10486622
48,0,01766,Billy Mayfair,$10483744
49,0,01313,Steve Elkington,$10262170
50,0,02246,Duffy Waldorf,$10183668
51,0,02256,Tom Watson,$9892128
52,0,02133,Craig Stadler,$9730968
53,0,12782,Tim Herron,$9689490
54,0,01024,Billy Andrade,$9439702
55,0,12680,Shigeki Maruyama,$9154398
56,0,02101,Joey Sindelar,$8988650
57,0,01378,David Frost,$8987003
58,0,21961,Charles Howell III,$8759352
59,0,10585,Scott McCarron,$8446847
60,0,01132,Mark Brooks,$8387257
61,0,20094,Jonathan Kaye,$8171506
62,0,06575,Dudley Hart,$8075956
63,0,01926,Steve Pate,$8005806
64,0,11032,Frank Lickliter II,$8004359
