RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY
1,0,08793,Tiger Woods,$110061012
2,0,01810,Phil Mickelson,$83577937
3,0,06567,Vijay Singh,$70875994
4,0,10809,Jim Furyk,$67740599
5,0,06522,Ernie Els,$48913268
6,0,30925,Dustin Johnson,$47763937
7,0,21209,Sergio Garcia,$47208180
8,0,24502,Adam Scott,$46848251
9,0,01706,Davis Love III,$44540034
10,0,06527,Steve Stricker,$43365225
11,0,24024,Zach Johnson,$42558376
12,0,23108,Matt Kuchar,$41987879
13,0,02206,David Toms,$41840270
14,0,22405,Justin Rose,$40997882
15,0,28089,Jason Day,$38044553
16,0,25804,Bubba Watson,$36648664
17,0,28237,Rory McIlroy,$36524177
18,0,23983,Luke Donald,$35862528
19,0,20229,Stewart Cink,$35415305
20,0,34046,Jordan Spieth,$35224536
21,0,10860,Justin Leonard,$33884793
22,0,21961,Charles Howell III,$33461721
23,0,27649,Brandt Snedeker,$32352694
24,0,01945,Kenny Perry,$32123130
25,0,24357,K.J. Choi,$32095481
26,0,20157,Retief Goosen,$30749344
27,0,22046,Geoff Ogilvy,$30359479
28,0,23621,Rory Sabbatini,$30235033
29,0,24781,Hunter Mahan,$29982942
30,0,32102,Rickie Fowler,$29772221
31,0,20098,Stuart Appleby,$29619950
32,0,08075,Jerry Kelly,$28853748
33,0,24924,Bill Haas,$28712873
34,0,10423,Mike Weir,$27943673
35,0,02239,Scott Verplank,$27500225
36,0,10885,Robert Allenby,$27457391
37,0,21528,Henrik Stenson,$27328733
38,0,26596,Ryan Moore,$26661432
39,0,12510,Chad Campbell,$25776397
40,0,29221,Webb Simpson,$25248651
41,0,12716,Charley Hoffman,$25078093
42,0,27095,Nick Watney,$24871226
43,0,20766,Padraig Harrington,$24683420
44,0,25686,Jason Dufner,$24427989
45,0,25396,Kevin Na,$24408115
46,0,01161,Mark Calcavecchia,$24216436
47,0,23135,Tim Clark,$23942321
48,0,25632,Jimmy Walker,$22856503
49,0,01226,Fred Couples,$22744374
50,0,06251,Chris DiMarco,$22656443
51,0,25345,Carl Pettersson,$22645429
52,0,24140,Sean O'Hair,$22620689
53,0,25364,Paul Casey,$21982360
54,0,23320,Ryan Palmer,$21722037
55,0,01320,Bob Estes,$21613109
56,0,01677,Tom Lehman,$21495878
57,0,24361,Pat Perez,$21480558
58,0,27141,J.B. Holmes,$21452832
59,0,20645,John Senden,$21383767
60,0,01381,Fred Funk,$21301437
61,0,23541,Ben Crane,$20741036
62,0,01968,Nick Price,$20576104
63,0,23623,Bo Van Pelt,$20426888
64,0,01766,Billy Mayfair,$20303642
65,0,24138,Ian Poulter,$20119979
66,0,32839,Hideki Matsuyama,$19861093
67,0,22371,Aaron Baddeley,$19817689
68,0,06004,Stephen Ames,$19718160
69,0,01724,Jeff Maggert,$19364566
70,0,25900,Lucas Glover,$19352954
71,0,27770,Camilo Villegas,$19341921
72,0,26851,Marc Leishman,$19326668
73,0,12782,Tim Herron,$19114397
74,0,19846,Brian Gay,$19018357
75,0,09011,David Duval,$18983931
76,0,34360,Patrick Reed,$18635882
77,0,33141,Keegan Bradley,$18540250
78,0,01527,Scott Hoch,$18530156
79,0,22913,John Rollins,$18398925
80,0,24925,Jonathan Byrd,$18365041
81,0,07457,Steve Flesch,$18299945
82,0,02104,Jeff Sluman,$18165266
83,0,21731,Freddie Jacobson,$18047198
84,0,01329,Brad Faxon,$17769249
85,0,31323,Gary Woodland,$16885553
86,0,01797,Rocco Mediate,$16824617
87,0,07867,Woody Austin,$16580132
88,0,33448,Justin Thomas,$16496726
89,0,23353,J.J. Henry,$16170062
90,0,01577,Lee Janzen,$16040639
91,0,01928,Corey Pavin,$16021370
92,0,24507,Jason Bohn,$15997293
93,0,22293,Heath Slocum,$15904202
94,0,02223,Bob Tway,$15785815
95,0,20572,Rod Pampling,$15735723
96,0,26329,Louis Oosthuizen,$15733131
97,0,27214,Kevin Streelman,$15684491
98,0,06595,Kevin Sutherland,$15658171
99,0,27936,Martin Laird,$15637855
100,0,29420,Billy Horschel,$15513972
101,0,01313,Steve Elkington,$15505418
102,0,25572,Graeme McDowell,$15355494
103,0,12660,Jesper Parnevik,$15321627
104,0,21878,Mark Wilson,$15310189
105,0,02170,Hal Sutton,$15267685
106,0,26331,Charl Schwartzel,$15255119
107,0,02010,Loren Roberts,$15154767
108,0,01707,Steve Lowery,$15128611
109,0,30926,Chris Kirk,$15110145
110,0,25818,Scott Piercy,$15090669
111,0,01553,John Huston,$14967146
112,0,01941,Tom Pernice Jr.,$14950594
113,0,26289,Boo Weekley,$14933060
114,0,20848,Ángel Cabrera,$14563268
115,0,23325,Vaughn Taylor,$14533815
116,0,01876,Greg Norman,$14484458
117,0,01042,Paul Azinger,$14467496
118,0,01457,Jay Haas,$14440317
119,0,01887,Mark O'Meara,$14325371
120,0,06621,Joe Durant,$14181693
121,0,02214,Kirk Triplett,$14096656
122,0,32366,Kevin Chappell,$14094104
123,0,24358,Robert Garrigus,$13892602
124,0,12680,Shigeki Maruyama,$13809170
125,0,22621,Ben Curtis,$13779910
126,0,36689,Brooks Koepka,$13564755
127,0,29478,Kevin Kisner,$13336292
128,0,21753,Brian Davis,$13295212
129,0,20498,Briny Baird,$13251178
130,0,28475,Jeff Overton,$12790635
131,0,06643,Paul Goydos,$12782100
132,0,01219,John Cook,$12685199
133,0,10585,Scott McCarron,$12649527
134,0,06575,Dudley Hart,$12635726
135,0,22378,Trevor Immelman,$12587889
136,0,01024,Billy Andrade,$12494805
137,0,06373,José María Olazábal,$12335310
138,0,01948,Tim Petrovic,$12193429
139,0,02246,Duffy Waldorf,$11932543
140,0,11032,Frank Lickliter II,$11841515
