YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
2024,1,0,47504,Sam Burns,31.63%,98,31
2024,2,0,46717,Viktor Hovland,31.40%,86,27
2024,3,0,46046,Scottie Scheffler,29.09%,110,32
2024,4,0,50493,Justin Suh,28.44%,109,31
2024,5,0,32070,Rafael Campos,27.94%,68,19
2024,6,0,52513,Carson Young,27.73%,119,33
2024,7,0,33948,Byeong Hun An,27.10%,107,29
2024,8,0,33486,Roger Sloan,26.79%,112,30
2024,9,0,29725,Tony Finau,26.53%,98,26
2024,10,0,33204,Shane Lowry,26.25%,80,21
2024,11,0,35310,Lanto Griffin,25.88%,85,22
2024,12,0,30927,Brendon Todd,25.71%,140,36
2024,13,0,33408,Tyson Alexander,25.64%,78,20
2024,14,0,33653,Thomas Detry,25.58%,86,22
2024,15,0,46113,Ryan McCormick,25.40%,63,16
2024,16,0,47993,Denny McCarthy,25.23%,107,27
2024,17,0,51634,Sahith Theegala,25.19%,135,34
2024,18,0,28252,Seamus Power,25.15%,171,43
2024,19,0,32757,Patton Kizzire,24.69%,81,20
2024,20,0,51766,Wyndham Clark,24.39%,82,20
2024,21,0,40162,Justin Lower,24.26%,136,33
2024,22,0,29908,C.T. Pan,24.18%,91,22
2024,23,0,34256,Andrew Putnam,24.03%,129,31
2024,24,0,54591,Ben Griffin,23.90%,159,38
2024,25,0,32102,Rickie Fowler,23.89%,113,27
2024,26,0,52666,Sami Valimaki,23.60%,89,21
2024,27,0,31646,Emiliano Grillo,23.39%,124,29
2024,28,0,52955,Ludvig Åberg,23.36%,107,25
2024,29,0,28420,Ryan Brehm,23.33%,60,14
2024,29,0,12716,Charley Hoffman,23.33%,90,21
2024,31,0,48153,Matthieu Pavon,23.19%,69,16
2024,32,0,50188,S.H. Kim,23.14%,121,28
2024,33,0,27214,Kevin Streelman,23.00%,100,23
2024,34,0,46442,Maverick McNealy,22.81%,114,26
2024,35,0,35506,Mackenzie Hughes,22.69%,119,27
2024,36,0,50095,Austin Smotherman,22.67%,75,17
2024,37,0,49771,J.T. Poston,22.58%,124,28
2024,38,0,51977,Max Greyserman,22.43%,107,24
2024,39,0,45157,Cam Davis,22.35%,85,19
2024,40,0,35461,Beau Hossler,22.31%,130,29
2024,40,0,50525,Collin Morikawa,22.31%,121,27
2024,42,0,48867,Matti Schmid,22.22%,99,22
2024,42,0,33448,Justin Thomas,22.22%,99,22
2024,44,0,60004,Jacob Bridgeman,22.02%,109,24
2024,45,0,47983,Chad Ramey,22.00%,100,22
2024,45,0,38991,Alejandro Tosti,22.00%,100,22
2024,45,0,54783,Dylan Wu,22.00%,100,22
2024,48,0,35450,Patrick Cantlay,21.95%,82,18
2024,49,0,25493,Nick Taylor,21.82%,110,24
2024,50,0,50484,Hayden Springer,21.78%,101,22
2024,51,0,30926,Chris Kirk,21.65%,97,21
2024,52,0,51349,Nico Echavarria,21.62%,111,24
2024,52,0,24024,Zach Johnson,21.62%,74,16
2024,54,0,48084,Wesley Bryan,21.57%,51,11
2024,55,0,47995,Davis Riley,21.49%,121,26
2024,56,0,28089,Jason Day,21.43%,84,18
2024,56,0,29221,Webb Simpson,21.43%,70,15
2024,58,0,50497,Adrien Dumont de Chassart,21.28%,94,20
2024,58,0,27129,Luke List,21.28%,94,20
2024,58,0,23320,Ryan Palmer,21.28%,47,10
2024,61,0,46441,Robby Shelton,21.18%,85,18
2024,62,0,40006,Erik van Rooyen,21.05%,114,24
2024,63,0,40250,Taylor Pendrith,20.97%,124,26
2024,64,0,45522,Christiaan Bezuidenhout,20.87%,115,24
2024,65,0,39546,Keith Mitchell,20.77%,130,27
2024,66,0,33141,Keegan Bradley,20.69%,116,24
2024,67,0,39997,Corey Conners,20.59%,136,28
2024,67,0,51894,Vince Whaley,20.59%,68,14
2024,69,0,47988,Nick Hardy,20.51%,117,24
