RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND- COURSE,HOLE
38,0,35532,Tom Hoge,154,Charles Schwab,1,7
39,0,45157,Cam Davis,153,Genesis Scottish Open,2,13
40,0,50493,Justin Suh,153,Honda,3,12
41,0,22764,Michael Block,151,PGA Championship,4,15
42,0,33399,Adam Hadwin,151,Shriners,3,14
43,0,59095,Chris Gotterup,150,The RSM Classic,4,9
44,0,55789,Taylor Montgomery,150,Houston Open,2,18
45,0,40098,Matt Fitzpatrick,149,RBC Heritage,3,3
46,0,49947,Taylor Moore,149,Wyndham,4,18
47,0,32839,Hideki Matsuyama,147,Travelers,3,7
48,0,48117,Kurt Kitayama,146,Genesis,1,5
49,0,33448,Justin Thomas,146,THE PLAYERS,3,18
50,0,25818,Scott Piercy,141,Sanderson Farms,3,12
51,0,40006,Erik van Rooyen,141,Mexico Open,1,15
52,0,24140,Sean O'Hair,140,The RSM Classic,2,10
53,0,39977,Max Homa,140,Rocket Mortgage,4,15
54,0,29725,Tony Finau,138,Farmers,3,1
55,0,25900,Lucas Glover,138,Barbasol,1,12
56,0,31577,Tano Goya,138,Shriners,4,18
57,0,47347,Adam Schenk,137,TOUR Championship,4,3
58,0,27556,Ted Potter Jr.,137,RBC Canadian,3,8
59,0,31323,Gary Woodland,137,3M Open,1,5
60,0,47102,David Micheluzzi,135,AT&T Byron Nelson,1,3
61,0,46340,Alex Smalley,133,THE PLAYERS,4,17
62,0,31202,William McGirt,133,RBC Canadian,2,10
63,0,55708,Hayden Buckley,133,Sony Open,3,10
64,0,22371,Aaron Baddeley,130,Sony Open,1,2
65,0,52453,Nicolai Hojgaard,128,Rocket Mortgage,1,18
66,0,30692,Scott Stallings,128,RBC Heritage,2,12
67,0,51070,Vincent Norrman,128,Barbasol,1,17
68,0,35461,Beau Hossler,127,FedEx St. Jude,3,1
69,0,37275,Sam Ryder,126,the Memorial,4,14
70,0,47128,Richy Werenski,125,Fortinet,1,8
71,0,29476,Kyle Reifers,124,Wyndham,2,13
72,0,48153,Matthieu Pavon,124,U.S. Open,1,15
73,0,46414,Aaron Rai,122,THE PLAYERS,3,17
74,0,49453,Trevor Cone,122,Barbasol,2,7
75,0,40162,Justin Lower,120,Travelers,2,18
76,0,55454,Carl Yuan,119,Sanderson Farms,4,17
77,0,27095,Nick Watney,119,RBC Canadian,1,2
78,0,51950,Max McGreevy,117,3M Open,3,5
79,0,55182,Tom Kim,116,Sentry,1,6
80,0,28775,Nate Lashley,116,Rocket Mortgage,1,13
81,0,40058,Zac Blair,113,3M Open,2,6
82,0,37378,Min Woo Lee,112,THE PLAYERS,3,1
83,0,31557,Jim Herman,108,Shriners,3,16
84,0,45609,Tyler Duncan,108,Rocket Mortgage,4,13
85,0,55893,Sam Stevens,106,AT&T Pebble Beach,1,14
86,0,50188,S.H. Kim,106,Fortinet,1,14
87,0,20229,Stewart Cink,106,Sony Open,3,16
88,0,27554,Scott Harrington,105,John Deere,2,8
89,0,58168,Davis Thompson,105,Sanderson Farms,4,3
90,0,39546,Keith Mitchell,102,Shriners,1,18
91,0,27214,Kevin Streelman,102,Fortinet Championship,2,5
92,0,53165,Doc Redman,102,AT&T Byron Nelson,2,14
93,0,26596,Ryan Moore,101,Rocket Mortgage,2,14
94,0,35901,Paul Haley II,100,Fortinet Championship,2,8
95,0,31646,Emiliano Grillo,100,RBC Heritage,1,9
96,0,27974,Sung Kang,100,Fortinet,2,14
97,0,58696,Peter Kuest,99,Fortinet,1,3
98,0,33653,Thomas Detry,97,Sanderson Farms,4,2
99,0,51414,Brent Grant,97,Farmers,4,18
100,0,49298,Kramer Hickok,96,Fortinet,1,15
101,0,25632,Jimmy Walker,95,Honda,4,10
102,0,27644,Brian Harman,95,Shriners,2,16
103,0,50525,Collin Morikawa,94,the Memorial,2,18
104,0,29420,Billy Horschel,94,Wyndham,2,8
105,0,30110,Kyle Stanley,94,Honda,2,15
106,0,33948,Byeong Hun An,94,Wyndham,2,9
107,0,34579,Alexander Levy,94,Barbasol,1,1
108,0,47988,Nick Hardy,86,Sony Open,2,12
109,0,47079,Harrison Endycott,81,Sanderson Farms,2,3
110,0,27936,Martin Laird,80,AT&T Byron Nelson,2,6
111,0,32816,Satoshi Kodaira,76,AT&T Pebble Beach,4,9
112,0,34610,Matthias Schwab,73,The American Express,1,7
113,0,30959,Alexander Knappe,72,Barbasol,1,1
114,0,36754,Andre Metzger,70,WM Phoenix Open,2,8
115,0,51894,Vince Whaley,68,Barbasol,2,1
116,0,32757,Patton Kizzire,63,Arnold Palmer,1,16
117,0,54591,Ben Griffin,61,Genesis Scottish Open,2,4
118,0,33968,Thorbjørn Olesen,57,Genesis Scottish Open,3,10
119,0,34364,David Law,56,Genesis Scottish Open,1,3
120,0,32791,K.H. Lee,55,AT&T Byron Nelson,3,6
121,0,33597,Harry Higgs,53,3M Open,2,18
122,0,27895,Jonas Blixt,52,Honda,2,1
123,0,27649,Brandt Snedeker,50,RBC Canadian,1,12
124,0,35506,Mackenzie Hughes,50,AT&T Byron Nelson,2,16
125,0,34466,Peter Malnati,49,RBC Canadian,1,4
126,0,48051,Yannik Paul,45,Genesis Scottish Open,3,5
127,0,52375,Doug Ghim,45,RBC Canadian,1,12
128,0,29479,Scott Brown,45,RBC Canadian,1,18
129,0,33408,Tyson Alexander,42,Barbasol,3,8
130,0,35449,Adam Long,42,Valspar,4,1
131,0,34213,Grayson Murray,42,John Deere,1,2
132,0,35879,Kelly Kraft,42,Sanderson Farms,2,14
133,0,34256,Andrew Putnam,41,Houston Open,3,12
134,0,36799,Stephan Jaeger,41,Sanderson Farms,3,11
135,0,29970,Dylan Frittelli,41,Sanderson Farms,1,18
136,0,39954,Cody Gribble,41,Mexico Open,2,16
137,0,37273,Derek Ernst,40,Mexico Open,2,12
138,0,32622,Matthew Baldwin,40,Genesis Scottish Open,1,18
139,0,28259,Sangmoon Bae,39,Fortinet,2,10
140,0,46435,Austin Cook,39,AT&T Byron Nelson,1,14
141,0,59018,Ryan Gerard,39,Mexico Open,2,14
142,0,56630,Akshay Bhatia,38,RBC Canadian,3,7
143,0,32448,James Hahn,38,Houston Open,2,3
144,0,29908,C.T. Pan,37,Sanderson Farms,1,15
145,0,39975,Michael Kim,37,The RSM Classic,3,12
146,0,35725,Sebastian Szirmak,37,RBC Canadian,2,11
147,0,57362,Austin Eckroat,36,Wells Fargo,4,8
148,0,26476,Chez Reavie,36,THE CJ CUP,4,3
149,0,24925,Jonathan Byrd,35,Mexico Open,1,9
150,0,30926,Chris Kirk,34,Wells Fargo,2,9
151,0,65135,Jay Giannetto,34,John Deere,2,7
152,0,23983,Luke Donald,34,Rocket Mortgage,2,12
153,0,33122,Russell Knox,34,Fortinet Championship,3,3
154,0,39324,J.J. Spaun,33,Genesis,1,2
155,0,58967,Trevor Werbylo,33,Mexico Open,3,15
156,0,30163,Henrik Norlander,32,Sanderson Farms,1,14
157,0,31560,Brian Stuard,32,Sanderson Farms,1,15
158,0,24024,Zach Johnson,32,Travelers,1,13
159,0,30927,Brendon Todd,31,THE CJ CUP,4,9
160,0,23108,Matt Kuchar,31,John Deere,3,18
161,0,56781,Isaiah Salinda,31,Shriners Children's Open,4,15
161,0,57364,Michael Thorbjornsen,31,RBC Canadian,1,4
163,0,51997,Andrew Novak,30,Farmers,4,16
164,0,36326,David Lipsky,30,Shriners,4,8
165,0,28679,Fabián Gómez,30,AT&T Byron Nelson,2,8
166,0,45242,Kevin Yu,30,John Deere,4,18
167,0,22056,Cameron Percy,29,The RSM Classic,1,3
168,0,06522,Ernie Els,29,RBC Heritage,2,5
169,0,51890,Greyson Sigg,29,Charles Schwab,1,15
170,0,56762,Will Gordon,29,Sony Open,3,17
171,0,36871,Matt NeSmith,28,AT&T Pebble Beach,4,2
171,0,50095,Austin Smotherman,28,Shriners Children's Open,1,11
173,0,35617,Martin Trainer,28,Mexico Open,1,6
174,0,36699,Patrick Rodgers,28,Shriners,4,9
175,0,38991,Alejandro Tosti,28,Sanderson Farms,2,14
176,0,47591,Eric Cole,28,Shriners Children's Open,2,15
176,0,22405,Justin Rose,28,U.S. Open,2,8
178,0,25493,Nick Taylor,28,Valspar,3,16
179,0,30050,Sean Jacklin,27,Houston Open,2,4
180,0,34409,David Lingmerth,27,Honda,4,16
181,0,32150,Michael Thompson,27,Farmers,4,18
182,0,57975,Harry Hall,27,Charles Schwab,1,12
183,0,23320,Ryan Palmer,26,Farmers,3,18
184,0,32139,Danny Willett,26,THE CJ CUP,2,7
185,0,34098,Russell Henley,26,Travelers,3,1
186,0,47987,Cole Hammer,26,The RSM Classic,4,3
187,0,20766,Padraig Harrington,26,PGA Championship,3,18
187,0,27797,Derek Lamely,26,RBC Canadian,2,11
189,0,52955,Ludvig Åberg,25,The RSM Classic,3,14
190,0,24502,Adam Scott,25,Arnold Palmer,4,6
191,0,39058,Lucas Herbert,25,Genesis Scottish Open,4,9
192,0,34374,Erik Barnes,25,Houston Open,3,4
193,0,33141,Keegan Bradley,25,Travelers,1,17
194,0,34431,Robert Streb,25,John Deere,4,16
195,0,49771,J.T. Poston,24,the Memorial,3,17
196,0,27141,J.B. Holmes,24,Fortinet,1,15
197,0,54421,Garrick Higgo,24,Honda,2,18
198,0,33490,Bo Hoag,24,the Memorial,1,2
199,0,32662,Michael Gligic,24,AT&T Pebble Beach,1,6
200,0,46441,Robby Shelton,24,Travelers,2,15
201,0,32366,Kevin Chappell,24,Honda,2,3
202,0,52372,Cameron Champ,23,Farmers,4,18
202,0,48119,Ben Taylor,23,Mexico Open,1,18
204,0,27506,Oliver Wilson,23,Genesis Scottish Open,1,15
205,0,29478,Kevin Kisner,23,Genesis,2,7
206,0,23541,Ben Crane,23,AT&T Pebble Beach,1,2
207,0,58380,Scott de Borba,23,Fortinet Championship,1,18
208,0,47983,Chad Ramey,23,Genesis,1,1
209,0,27349,Alex Noren,23,Sanderson Farms,4,3
210,0,34046,Jordan Spieth,23,the Memorial,4,5
211,0,46442,Maverick McNealy,22,PGA Championship,1,12
212,0,30911,Tommy Fleetwood,22,PGA Championship,2,17
213,0,45523,Thriston Lawrence,22,Arnold Palmer,1,2
214,0,19846,Brian Gay,22,RBC Heritage,1,18
215,0,27129,Luke List,22,Farmers,4,2
216,0,54468,Joshua Lee,22,Barbasol,1,17
217,0,36689,Brooks Koepka,22,U.S. Open,3,12
218,0,32640,Troy Merritt,21,AT&T Pebble Beach,3,14
219,0,56272,Wilco Nienaber,21,U.S. Open,2,11
220,0,39971,Sungjae Im,21,WM Phoenix Open,2,10
221,0,47993,Denny McCarthy,21,Wells Fargo,2,9
222,0,39460,Cyril Bouniol,21,Fortinet,1,9
223,0,64690,Omar Morales,21,Mexico Open,2,17
224,0,40250,Taylor Pendrith,21,RBC Canadian,3,12
225,0,28521,Ryutaro Nagano,21,U.S. Open,3,8
226,0,58658,Peter Knade,21,Valspar,2,12
227,0,37455,Si Woo Kim,21,Sony Open,2,10
228,0,23621,Rory Sabbatini,20,Shriners,2,2
229,0,45847,JC Ritchie,20,Barbasol,4,6
230,0,46601,Trey Mullinax,20,WM Phoenix Open,1,1
231,0,52575,Paul O'Hara,20,AT&T Pebble Beach,2,14
232,0,34363,Tyrrell Hatton,20,PGA Championship,2,14
233,0,24846,Ricky Barnes,20,The RSM Classic,3,12
234,0,35310,Lanto Griffin,19,Shriners Children's Open,1,7
235,0,52583,Sanghun Shin,19,THE CJ CUP,3,10
236,0,39997,Corey Conners,19,Genesis Scottish Open,3,15
236,0,28252,Seamus Power,19,THE CJ CUP,1,12
238,0,27963,Chris Stroud,19,The RSM Classic,2,11
239,0,57366,Cameron Young,19,Genesis,3,5
240,0,32367,Jorge Campillo,19,Genesis Scottish Open,1,18
241,0,34174,John Huh,18,THE CJ CUP,1,16
242,0,37278,Nicholas Lindheim,18,Sanderson Farms,1,3
243,0,23623,Bo Van Pelt,18,AT&T Byron Nelson,1,8
244,0,48867,Matti Schmid,18,Sanderson Farms,1,6
245,0,33204,Shane Lowry,18,Honda,3,11
246,0,25198,Francesco Molinari,18,Mexico Open,3,2
247,0,01706,Davis Love III,17,The RSM Classic,2,13
248,0,29289,S.Y. Noh,17,The RSM Classic,3,17
249,0,37338,Zecheng Dou,17,Barbasol,2,12
250,0,31558,J.J. Killeen,17,AT&T Byron Nelson,2,9
251,0,52514,Trace Crowe,17,Honda,2,9
252,0,60004,Jacob Bridgeman,17,The RSM Classic,3,2
253,0,37189,Harold Varner III,17,PGA Championship,1,17
254,0,65280,Niklas Norgaard,17,Barbasol,1,6
255,0,32797,Sanghyun Park,17,THE CJ CUP,3,14
256,0,34563,Chesson Hadley,17,THE PLAYERS,1,2
257,0,36724,Augusto Núñez,16,Honda,1,16
257,0,26679,Kevin Stadler,16,AT&T Byron Nelson,1,1
257,0,52513,Carson Young,16,AT&T Byron Nelson,2,7
260,0,27064,Jhonattan Vegas,16,WM Phoenix Open,1,4
261,0,20593,Greg Chalmers,16,Sanderson Farms,1,10
262,0,48084,Wesley Bryan,16,Sanderson Farms,1,11
263,0,23788,D.J. Trahan,16,Sanderson Farms,1,4
264,0,65110,Brendan Valdes,16,U.S. Open,2,17
265,0,37447,Zander Lombard,16,Genesis Scottish Open,1,4
266,0,33870,Ashun Wu,16,Genesis Scottish Open,4,11
267,0,35469,Sebastián Vázquez,16,Mexico Open,2,16
268,0,54190,Richard Mansell,15,Genesis Scottish Open,2,15
269,0,22046,Geoff Ogilvy,15,Honda,1,6
270,0,33674,Adrian Meronk,15,PGA Championship,2,17
271,0,59652,Sam Bennett,15,Rocket Mortgage,4,7
272,0,21407,Arjun Atwal,15,Mexico Open,2,10
272,0,34575,Adrian Otaegui,15,PGA Championship,2,16
274,0,29221,Webb Simpson,15,Wyndham,4,5
275,0,55752,Ben Kern,15,PGA Championship,2,4
276,0,30957,Maximilian Kieffer,14,Genesis Scottish Open,3,3
276,0,27466,Spencer Levin,14,Shriners,3,13
278,0,35376,Roberto Díaz,14,Valero,3,12
279,0,65344,Trey Cox,14,Barbasol,2,4
279,0,33413,Ben Martin,14,Valero,3,17
281,0,27770,Camilo Villegas,14,AT&T Pebble Beach,3,2
282,0,39335,Kevin Roy,14,Fortinet,1,8
283,0,59836,Pierceson Coody,14,Arnold Palmer,2,11
284,0,58816,Marcus Byrd,14,John Deere,2,18
285,0,25369,Jamie Donaldson,14,Genesis Scottish Open,1,11
286,0,40181,Clément Sordet,14,Barbasol,3,5
287,0,59871,Greg Koch,14,Arnold Palmer,1,3
288,0,28089,Jason Day,13,Farmers,4,7
289,0,55670,Alex Schaake,13,U.S. Open,2,1
290,0,25720,Chad Collins,13,3M Open,2,12
291,0,29936,Ryan Fox,13,Genesis Scottish Open,2,11
292,0,59570,Tyler Collet,13,Honda,1,6
293,0,46368,Stuart Macdonald,13,RBC Canadian,4,15
293,0,33023,Ockie Strydom,13,PGA Championship,2,9
295,0,61522,Michael Brennan,13,U.S. Open,1,3
296,0,24924,Bill Haas,12,RBC Canadian,2,9
297,0,60065,Ryan Hall,12,RBC Canadian,1,3
298,0,48632,Yuto Katsuragawa,12,U.S. Open,4,15
299,0,47679,Victor Perez,12,Genesis Scottish Open,1,11
300,0,30750,Tommy Gainey,12,The RSM Classic,4,8
300,0,47483,Will Zalatoris,12,Genesis,1,15
302,0,31273,Gavin Green,12,Genesis Scottish Open,2,11
303,0,46033,Daniel Gavins,12,Genesis Scottish Open,1,18
303,0,28593,Jesse Mueller,12,Sony Open,1,2
305,0,52666,Sami Valimaki,12,Genesis Scottish Open,2,2
306,0,51491,Brandon Matthews,12,John Deere,2,6
307,0,21209,Sergio Garcia,11,U.S. Open,4,17
308,0,36892,Olin Browne Jr.,11,U.S. Open,1,10
309,0,34360,Patrick Reed,11,U.S. Open,4,2
310,0,46405,Sebastian Soderberg,11,Genesis Scottish Open,1,12
311,0,30978,Kiradech Aphibarnrat,11,Barbasol,2,4
312,0,35087,Bio Kim,11,THE CJ CUP,4,18
313,0,29670,Pablo Larrazabal,11,PGA Championship,4,2
314,0,48822,Sebastián Muñoz,11,THE CJ CUP,1,17
315,0,60792,Taylor Durham,11,RBC Canadian,2,14
315,0,47529,Mito Pereira,11,THE CJ CUP,4,18
317,0,29531,Richie Ramsay,11,Genesis Scottish Open,4,16
318,0,48640,Johannes Veerman,10,Barbasol,1,12
319,0,30925,Dustin Johnson,10,U.S. Open,4,17
320,0,56676,John Augenstein,10,Fortinet Championship,1,2
321,0,27330,Josh Teater,10,Barbasol,2,4
322,0,26757,Greg Sonnier,10,Sanderson Farms,1,6
323,0,54364,Stephen Stallings Jr.,10,Barbasol,2,6
324,0,28723,John Parry,10,Barbasol,1,7
324,0,08793,Tiger Woods,10,Genesis,4,13
326,0,45526,Abraham Ancer,10,U.S. Open,4,17
327,0,60586,Isaac Simmons,10,U.S. Open,2,4
328,0,31678,Oliver Bekker,9,Genesis Scottish Open,1,12
329,0,24461,Thomas Aiken,9,Barbasol,1,11
330,0,47959,Bryson DeChambeau,9,U.S. Open,3,8
331,0,10423,Mike Weir,9,RBC Canadian,2,9
332,0,51989,Jordan Gumberg,9,U.S. Open,2,16
333,0,29485,Brett Stegmaier,9,Rocket Mortgage,1,8
334,0,57900,Chandler Phillips,9,Valero,2,18
334,0,34371,Adrien Saddier,9,Barbasol,4,11
336,0,60008,Ford Clegg,9,Sanderson Farms,2,10
337,0,08385,Omar Uresti,9,Barbasol,2,3
338,0,57860,Maxwell Moldovan,9,Barbasol,2,9
339,0,31400,Daan Huizing,9,Barbasol,1,4
339,0,49766,Hank Lebioda,9,Barbasol,2,18
341,0,48018,Sadom Kaewkanjana,9,PGA Championship,2,3
342,0,52462,Chase Hanna,8,Genesis Scottish Open,1,8
342,0,32815,Masahiro Kawamura,8,Barbasol,4,2
344,0,26499,Rafa Cabrera Bello,8,Genesis Scottish Open,1,15
345,0,63343,Aldrich Potgieter,8,Rocket Mortgage,1,15
346,0,55707,Calum Hill,8,Genesis Scottish Open,2,5
346,0,59548,Matt Sharpstene,8,Barbasol,2,16
348,0,28340,Julien Guerrier,8,Barbasol,1,12
349,0,65310,Anders Larson,8,John Deere,1,6
350,0,57259,Daniel Brown,8,Barbasol,2,10
351,0,47238,Jazz Janewattananond,8,Barbasol,2,9
351,0,58669,Jacob Solomon,8,The RSM Classic,3,12
353,0,59442,Parker Coody,8,AT&T Byron Nelson,3,13
354,0,35110,Brett Drewitt,8,Honda,4,8
355,0,35490,Wil Bateman,8,RBC Canadian,2,15
356,0,64753,Chris Sanger,7,PGA Championship,1,18
357,0,35778,Kazuki Higa,7,Valero,2,15
358,0,33974,Dean Burmester,7,Houston Open,1,6
359,0,46837,Yuxin Lin,7,Shriners Children's Open,1,9
360,0,65256,David Ford,7,Barbasol,1,18
360,0,23481,Marcel Siem,7,Genesis Scottish Open,3,4
362,0,64054,Caleb Surratt,7,Farmers,1,3
363,0,39327,Ben Silverman,7,RBC Canadian,1,8
364,0,64442,Gordon Sargent,7,U.S. Open,1,14
364,0,35891,Cameron Smith,7,PGA Championship,2,2
366,0,55930,Fred Biondi,7,The RSM Classic,4,5
367,0,39524,Sean Crocker,7,Genesis Scottish Open,2,14
368,0,63671,William Knauth,6,AT&T Byron Nelson,1,8
369,0,52633,Alex Beach,6,PGA Championship,1,6
369,0,29926,Danny Lee,6,WM Phoenix Open,4,15
371,0,47056,Rikuya Hoshino,6,PGA Championship,3,7
372,0,33486,Roger Sloan,6,AT&T Byron Nelson,2,10
373,0,35557,Aaron Cockerill,6,RBC Canadian,1,2
373,0,64576,Nick Gabrelcik,6,Valspar,2,4
375,0,24494,Erik Compton,6,Charles Schwab,4,11
376,0,48898,David Carey,6,RBC Canadian,2,1
376,0,49022,Yoseop Seo,6,Genesis Scottish Open,2,14
378,0,49590,Frankie Capan III,6,3M Open,3,1
379,0,63958,Taylor Lowe,6,Fortinet Championship,2,16
380,0,50762,Alejandro Del Rey,6,Barbasol,1,11
381,0,61143,Austin Greaser,6,Wells Fargo,2,6
382,0,28300,Joost Luiten,6,Genesis Scottish Open,2,12
383,0,10809,Jim Furyk,5,RBC Heritage,1,12
384,0,23325,Vaughn Taylor,5,Sanderson Farms,1,9
385,0,45426,Nathan Kimsey,5,Barbasol,4,11
386,0,26284,Steve Holmes,5,PGA Championship,2,1
387,0,48293,Mikael Lindberg,5,Barbasol,1,8
388,0,31569,Jason Scrivener,5,Barbasol,2,3
389,0,34317,Joakim Lagergren,5,Genesis Scottish Open,1,9
390,0,25240,D.A. Points,5,Fortinet,1,5
391,0,58690,Freddy Schott,5,Barbasol,2,6
392,0,52686,Rasmus Hojgaard,5,PGA Championship,2,8
392,0,57298,Preston Summerhays,5,Fortinet,4,18
394,0,26758,David Hearn,4,Barbasol,2,3
395,0,37124,Roberto Lebrija,4,Mexico Open,2,6
396,0,62846,Colin Inglis,4,PGA Championship,2,15
397,0,48929,Santiago Tarrio,4,Barbasol,1,5
398,0,55623,Kaito Onishi,3,John Deere,1,11
