RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF HOLES
1,0,06004,Stephen Ames,7
1,0,29718,Anthony Kim,7
1,0,21878,Mark Wilson,7
4,0,01320,Bob Estes,6
4,0,01724,Jeff Maggert,6
4,0,02206,David Toms,6
7,0,01035,Tommy Armour III,5
7,0,21407,Arjun Atwal,5
7,0,07867,Woody Austin,5
7,0,24507,Jason Bohn,5
7,0,07363,Craig Bowden,5
7,0,08123,Jeff Brehaut,5
7,0,12510,Chad Campbell,5
7,0,24357,K.J. Choi,5
7,0,19972,José Coceres,5
7,0,01249,John Daly,5
7,0,06522,Ernie Els,5
7,0,07457,Steve Flesch,5
7,0,01388,Robert Gamez,5
7,0,24358,Robert Garrigus,5
7,0,08725,Tom Gillis,5
7,0,22892,Jason Gore,5
7,0,06643,Paul Goydos,5
7,0,08537,J.P. Hayes,5
7,0,12716,Charley Hoffman,5
7,0,27141,J.B. Holmes,5
7,0,21731,Freddie Jacobson,5
7,0,07547,Craig Kanada,5
7,0,27833,Danny King,5
7,0,06016,Brad Lardon,5
7,0,20382,Stephen Leaney,5
7,0,26881,Jarrod Lyle,5
7,0,21470,Daisuke Maruyama,5
7,0,24449,Parker McLachlin,5
7,0,01810,Phil Mickelson,5
7,0,26596,Ryan Moore,5
7,0,25396,Kevin Na,5
7,0,06373,José María Olazábal,5
7,0,01941,Tom Pernice Jr.,5
7,0,10213,Dicky Pride,5
7,0,24502,Adam Scott,5
7,0,21528,Henrik Stenson,5
7,0,06595,Kevin Sutherland,5
7,0,26951,Johnson Wagner,5
7,0,28310,Lee Williams,5
46,0,21633,Steve Allan,4
46,0,06197,Michael Allen,4
46,0,01024,Billy Andrade,4
46,0,20098,Stuart Appleby,4
46,0,20498,Briny Baird,4
46,0,19824,Craig Barlow,4
46,0,23614,Rich Beem,4
46,0,21646,David Branshaw,4
46,0,24290,D.J. Brigman,4
46,0,01142,Bart Bryant,4
46,0,24925,Jonathan Byrd,4
46,0,01157,Tom Byrum,4
46,0,20848,Ángel Cabrera,4
46,0,01161,Mark Calcavecchia,4
46,0,20472,Alex Cejka,4
46,0,20850,Daniel Chopra,4
46,0,20229,Stewart Cink,4
46,0,23135,Tim Clark,4
46,0,20623,Gavin Coles,4
46,0,11123,Chris Couch,4
46,0,22621,Ben Curtis,4
46,0,21753,Brian Davis,4
46,0,06034,Marco Dawson,4
46,0,23638,Brendon de Jonge,4
46,0,26360,Bubba Dickerson,4
46,0,20104,Ken Duke,4
46,0,01313,Steve Elkington,4
46,0,01361,Dan Forsman,4
46,0,01381,Fred Funk,4
46,0,10809,Jim Furyk,4
46,0,21209,Sergio Garcia,4
46,0,19846,Brian Gay,4
46,0,25900,Lucas Glover,4
46,0,20574,Mathew Goggin,4
46,0,21806,Paul Gow,4
46,0,23718,Nathan Green,4
46,0,20378,Mathias Grönberg,4
46,0,24924,Bill Haas,4
46,0,27576,Anton Haig,4
46,0,20859,Anders Hansen,4
46,0,20766,Padraig Harrington,4
46,0,10117,Bob Heintz,4
46,0,12782,Tim Herron,4
46,0,21961,Charles Howell III,4
46,0,21350,Ryuji Imada,4
46,0,22378,Trevor Immelman,4
46,0,08881,Tripp Isenhour,4
46,0,12195,Tom Johnson,4
46,0,10733,Kent Jones,4
46,0,06012,Greg Kraft,4
46,0,22806,Doug LaBelle II,4
46,0,01666,Bernhard Langer,4
46,0,01677,Tom Lehman,4
46,0,24912,Will MacKenzie,4
46,0,24781,Hunter Mahan,4
46,0,28158,Steve Marino,4
46,0,06350,Bob May,4
46,0,01766,Billy Mayfair,4
46,0,01797,Rocco Mediate,4
46,0,27933,John Merrick,4
46,0,06515,Shaun Micheel,4
46,0,24140,Sean O'Hair,4
46,0,21949,Joe Ogilvie,4
46,0,22046,Geoff Ogilvy,4
46,0,28475,Jeff Overton,4
46,0,23320,Ryan Palmer,4
46,0,20572,Rod Pampling,4
46,0,12660,Jesper Parnevik,4
46,0,01945,Kenny Perry,4
46,0,01948,Tim Petrovic,4
46,0,25345,Carl Pettersson,4
46,0,07187,Ron Philo Jr.,4
46,0,21959,Ted Purdy,4
46,0,29476,Kyle Reifers,4
46,0,22913,John Rollins,4
46,0,25562,Andres Romero,4
46,0,28456,Andrew Ruthkoski,4
46,0,28246,Achi Sato,4
46,0,26882,Michael Sim,4
46,0,06567,Vijay Singh,4
46,0,02110,Jerry Smith,4
46,0,27649,Brandt Snedeker,4
46,0,26679,Kevin Stadler,4
46,0,06527,Steve Stricker,4
46,0,27963,Chris Stroud,4
46,0,12714,Chris Tidland,4
46,0,23788,D.J. Trahan,4
46,0,02223,Bob Tway,4
46,0,02239,Scott Verplank,4
46,0,23349,Charles Warren,4
46,0,27095,Nick Watney,4
46,0,25804,Bubba Watson,4
46,0,26289,Boo Weekley,4
46,0,10423,Mike Weir,4
46,0,20160,Charlie Wi,4
46,0,08793,Tiger Woods,4
142,0,01014,Fulton Allem,3
142,0,10885,Robert Allenby,3
142,0,19803,Ryan Armour,3
142,0,23048,Eric Axley,3
142,0,01042,Paul Azinger,3
142,0,22371,Aaron Baddeley,3
142,0,23613,Rich Barcelo,3
142,0,29416,Andy Bare,3
142,0,07223,Brian Bateman,3
142,0,12652,Cameron Beckman,3
142,0,25896,Ryan Benzel,3
142,0,07003,David Berganio Jr.,3
142,0,10944,Thomas Bjørn,3
142,0,25274,Steven Bowditch,3
142,0,23933,Michael Boyd,3
142,0,01116,Michael Bradley,3
142,0,01132,Mark Brooks,3
142,0,01139,Olin Browne,3
142,0,25273,Andrew Buckle,3
142,0,06809,Bob Burns,3
142,0,26500,Alejandro Cañizares,3
142,0,29741,Victor Ciesielski,3
142,0,19825,Darren Clarke,3
142,0,01219,John Cook,3
142,0,01226,Fred Couples,3
142,0,08835,Kris Cox,3
142,0,23541,Ben Crane,3
142,0,19881,Robert Damron,3
142,0,08931,Glen Day,3
142,0,01261,Jay Delsing,3
142,0,06251,Chris DiMarco,3
142,0,23983,Luke Donald,3
142,0,25686,Jason Dufner,3
142,0,06621,Joe Durant,3
142,0,28307,Matt Every,3
142,0,20585,Niclas Fasth,3
142,0,01329,Brad Faxon,3
142,0,20121,Todd Fischer,3
142,0,27561,Nick Flanagan,3
142,0,12823,Carlos Franco,3
142,0,21805,Harrison Frazar,3
142,0,29419,Tadd Fujikawa,3
142,0,01385,Jim Gallagher Jr.,3
142,0,12645,Brent Geiberger,3
142,0,01418,Bill Glasson,3
142,0,20105,Jeff Gove,3
142,0,20569,Richard Green,3
142,0,07941,Mike Grob,3
142,0,06044,Scott Gump,3
142,0,24980,Scott Gutschewski,3
142,0,01473,Todd Hamilton,3
142,0,06575,Dudley Hart,3
142,0,26758,David Hearn,3
142,0,27702,Matt Hendrix,3
142,0,23353,J.J. Henry,3
142,0,20433,Mark Hensby,3
142,0,20608,David Howell,3
142,0,01549,Mike Hulbert,3
142,0,01553,John Huston,3
142,0,01577,Lee Janzen,3
142,0,26420,Richard Johnson,3
142,0,24024,Zach Johnson,3
142,0,19970,Robert Karlsson,3
142,0,08075,Jerry Kelly,3
142,0,01619,Skip Kendall,3
142,0,30711,Colt Knost,3
142,0,12705,Cliff Kresge,3
142,0,23108,Matt Kuchar,3
142,0,10027,Trip Kuehne,3
142,0,06332,Neal Lancaster,3
142,0,10860,Justin Leonard,3
142,0,12662,Thomas Levet,3
142,0,11032,Frank Lickliter II,3
142,0,22212,Craig Lile,3
142,0,27129,Luke List,3
142,0,20634,Peter Lonard,3
142,0,01706,Davis Love III,3
142,0,29461,Jamie Lovemark,3
142,0,01707,Steve Lowery,3
142,0,01717,Sandy Lyle,3
142,0,27060,John Mallinger,3
142,0,12680,Shigeki Maruyama,3
142,0,27120,Troy Matteson,3
142,0,01761,Len Mattiace,3
142,0,31202,William McGirt,3
142,0,06090,Jim McGovern,3
142,0,24490,George McNeill,3
142,0,08339,Spike McRoy,3
142,0,27985,Brian Miller,3
142,0,19795,Kelly Mitchum,3
142,0,01823,Larry Mize,3
142,0,23800,Bryce Molder,3
142,0,08635,Colin Montgomerie,3
142,0,22348,Nick O'Hern,3
142,0,01887,Mark O'Meara,3
142,0,20628,Arron Oberholser,3
142,0,20691,Greg Owen,3
142,0,01928,Corey Pavin,3
142,0,24361,Pat Perez,3
142,0,24138,Ian Poulter,3
142,0,28486,Michael Putnam,3
142,0,07749,Brett Quigley,3
142,0,25190,Jeff Quinney,3
