YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND,HOLE,COURSE
2021,67,0,34360,Patrick Reed,382,Sentry,4,18,656
2021,67,0,49964,Aaron Wise,382,Wyndham,3,5,752
2021,73,0,30978,Kiradech Aphibarnrat,381,Wyndham,2,5,752
2021,73,0,47504,Sam Burns,381,Shriners,4,4,538
2021,73,0,45157,Cam Davis,381,PGA Champ,1,11,697
2021,73,0,28089,Jason Day,381,THE PLAYERS,2,9,11
2021,73,0,31646,Emiliano Grillo,381,PGA Champ,2,11,697
2021,73,0,46550,Brandon Hagy,381,Honda,1,18,734
2021,73,0,37455,Si Woo Kim,381,Wyndham,3,5,752
2021,73,0,33486,Roger Sloan,381,Wells Fargo,3,16,872
2021,81,0,27895,Jonas Blixt,380,Palmetto,2,15,902
2021,81,0,29970,Dylan Frittelli,380,Genesis,1,3,500
2021,81,0,35461,Beau Hossler,380,Palmetto,2,9,902
2021,81,0,29926,Danny Lee,380,Genesis,3,12,500
2021,81,0,50006,Willie Mack III,380,John Deere,1,2,669
2021,81,0,32333,Kevin Tway,380,John Deere,3,2,669
2021,87,0,48084,Wesley Bryan,379,Mayakoba,1,5,733
2021,87,0,34099,Harris English,379,Sentry,3,18,656
2021,87,0,34587,Chan Kim,379,PGA Champ,2,7,697
2021,87,0,28237,Rory McIlroy,379,the Memorial,3,1,23
2021,87,0,25396,Kevin Na,379,Shriners,4,4,538
2021,87,0,26331,Charl Schwartzel,379,Byron Nelson,4,8,894
2021,93,0,23983,Luke Donald,378,Mayakoba,1,5,733
2021,93,0,12716,Charley Hoffman,378,Genesis,3,12,500
2021,93,0,55650,Luke Kluver,378,John Deere,1,2,669
2021,93,0,36871,Matthew NeSmith,378,Honda,3,10,734
2021,93,0,40250,Taylor Pendrith,378,U.S. Open(2020),2,9,891
2021,93,0,33419,Cameron Tringale,378,Honda,3,10,734
2021,99,0,39997,Corey Conners,377,Wells Fargo,3,16,872
2021,99,0,59437,Luke Gannon,377,John Deere,1,4,669
2021,99,0,34363,Tyrrell Hatton,377,PGA Champ,2,10,697
2021,99,0,26851,Marc Leishman,377,Sentry,3,18,656
2021,99,0,35104,Tom Lewis,377,U.S. Open(2020),2,9,891
2021,99,0,40042,Tyler McCumber,377,Genesis,3,15,500
2021,99,0,39546,Keith Mitchell,377,Wells Fargo,3,16,872
2021,106,0,34076,Joel Dahmen,376,U.S. Open(2020),2,9,891
2021,106,0,40098,Matt Fitzpatrick,376,Genesis,3,3,500
2021,106,0,47989,Sam Horsfield,376,PGA Champ,1,6,697
2021,106,0,39971,Sungjae Im,376,Sentry,4,12,656
2021,106,0,39262,Alvaro Ortiz,376,U.S. Open(2021),1,6,744
2021,106,0,34709,Eddie Pepperell,376,U.S. Open(2020),2,17,891
2021,106,0,28252,Seamus Power,376,Palmetto,2,9,902
2021,106,0,58168,Davis Thompson,376,Palmetto,1,9,902
2021,114,0,27141,J.B. Holmes,375,John Deere,1,14,669
2021,114,0,27974,Sung Kang,375,Wyndham,3,18,752
2021,114,0,36689,Brooks Koepka,375,PGA Champ,2,11,697
2021,114,0,59143,Mac Meissner,375,Valero,2,8,770
2021,114,0,47679,Victor Perez,375,U.S. Open(2020),2,9,891
2021,114,0,59025,David Perkins,375,John Deere,1,4,669
2021,114,0,55670,Alex Schaake,375,John Deere,2,2,669
2021,114,0,37189,Harold Varner III,375,Palmetto,2,16,902
2021,114,0,51894,Vince Whaley,375,John Deere,1,2,669
2021,123,0,33948,Byeong Hun An,374,Palmetto,1,9,902
2021,123,0,33653,Thomas Detry,374,U.S. Open(2021),2,9,744
2021,123,0,57362,Austin Eckroat,374,Mayakoba,1,5,733
2021,123,0,39058,Lucas Herbert,374,U.S. Open(2020),2,9,891
2021,123,0,52215,Robert MacIntyre,374,U.S. Open(2020),3,9,891
2021,123,0,26329,Louis Oosthuizen,374,BMW Champ,2,7,882
2021,123,0,23320,Ryan Palmer,374,Shriners,4,4,538
2021,123,0,25818,Scott Piercy,374,John Deere,1,2,669
2021,123,0,26476,Chez Reavie,374,Phoenix Open,1,17,510
2021,123,0,47347,Adam Schenk,374,Honda,1,18,734
2021,123,0,25632,Jimmy Walker,374,3M Open,4,9,883
2021,134,0,55411,Jacob Bergeron,373,Wyndham,1,18,752
2021,134,0,25686,Jason Dufner,373,Palmetto,2,6,902
2021,134,0,39975,Michael Kim,373,Phoenix Open,4,6,510
2021,134,0,22056,Cameron Percy,373,Wyndham,3,18,752
2021,134,0,35891,Cameron Smith,373,Genesis,3,15,500
2021,134,0,35658,Kris Ventura,373,Palmetto,2,15,902
2021,134,0,25804,Bubba Watson,373,PGA Champ,2,7,697
2021,141,0,30911,Tommy Fleetwood,372,Wyndham,2,5,752
2021,141,0,29974,Branden Grace,372,Valero,2,5,770
2021,141,0,34213,Grayson Murray,372,Phoenix Open,1,15,510
2021,141,0,34575,Adrian Otaegui,372,U.S. Open(2020),2,9,891
2021,141,0,29908,C.T. Pan,372,Wells Fargo,2,16,872
2021,141,0,8793,Tiger Woods,372,U.S. Open(2020),2,9,891
2021,147,0,59868,Pete Ballo,371,PGA Champ,2,6,697
2021,147,0,24358,Robert Garrigus,371,Palmetto,2,3,902
2021,147,0,47238,Jazz Janewattananond,371,U.S. Open(2020),2,9,891
2021,147,0,30926,Chris Kirk,371,Wyndham,3,18,752
2021,147,0,35230,Nelson Ledesma,371,Sony Open,1,14,6
2021,147,0,48822,Sebastián Muñoz,371,BMW Champ,1,11,882
2021,153,0,29268,Bronson Burgoon,370,John Deere,1,2,669
2021,153,0,32662,Michael Gligic,370,Wyndham,2,18,752
2021,153,0,46402,Talor Gooch,370,Wyndham,2,18,752
2021,153,0,20766,Padraig Harrington,370,Wyndham,2,14,752
2021,153,0,47056,Rikuya Hoshino,370,PGA Champ,1,11,697
2021,153,0,37187,Tain Lee,370,Palmetto,4,4,902
2021,153,0,53165,Doc Redman,370,John Deere,1,2,669
2021,153,0,46340,Alex Smalley,370,Puntacana(2021),1,12,244
2021,153,0,23788,D.J. Trahan,370,Sanderson Farms,4,5,746
2021,153,0,27770,Camilo Villegas,370,Wyndham,3,18,752
2021,153,0,54328,Norman Xiong,370,3M Open,2,15,883
2021,164,0,32366,Kevin Chappell,369,Pebble Beach,2,9,5
2021,164,0,57124,Michael Feagles,369,John Deere,1,4,669
2021,164,0,46724,Jeongwoo Ham,369,THE CJ CUP,4,7,878
2021,164,0,33490,Bo Hoag,369,Wyndham,1,18,752
2021,164,0,33204,Shane Lowry,369,PGA Champ,4,18,697
2021,164,0,46442,Maverick McNealy,369,John Deere,3,2,669
2021,164,0,27349,Alex Noren,369,PGA Champ,2,10,697
2021,164,0,47529,Mito Pereira,369,John Deere,1,2,669
2021,164,0,33293,Thomas Pieters,369,U.S. Open(2020),3,9,891
2021,164,0,34431,Robert Streb,369,Sentry,2,18,656
2021,164,0,54783,Dylan Wu,369,U.S. Open(2021),4,15,744
2021,175,0,45522,Christiaan Bezuidenhout,368,U.S. Open(2020),2,9,891
2021,175,0,56630,Akshay Bhatia,368,Wells Fargo,2,7,872
2021,175,0,23063,Scott Hend,368,U.S. Open(2020),2,5,891
2021,175,0,21961,Charles Howell III,368,U.S. Open(2020),2,9,891
2021,175,0,35732,Wes Roach,368,Wyndham,2,18,752
2021,175,0,32139,Danny Willett,368,Puntacana(2021),4,12,244
2021,181,0,29479,Scott Brown,367,Sony Open,1,1,6
2021,181,0,32070,Rafael Campos,367,Wyndham,1,18,752
2021,181,0,47591,Eric Cole,367,John Deere,1,2,669
2021,181,0,29420,Billy Horschel,367,Sentry,4,12,656
2021,181,0,36799,Stephan Jaeger,367,Puntacana(2021),2,12,244
2021,181,0,26735,Marty Jertson,367,U.S. Open(2020),2,9,891
2021,181,0,50525,Collin Morikawa,367,Sentry,2,18,656
2021,181,0,24361,Pat Perez,367,3M Open,4,3,883
2021,181,0,39324,J.J. Spaun,367,Wyndham,1,18,752
2021,181,0,27214,Kevin Streelman,367,Wyndham,2,18,752
2021,181,0,32254,Xinjun Zhang,367,Sony Open,1,15,6
2021,192,0,1249,John Daly,366,PGA Champ,2,12,697
2021,192,0,33399,Adam Hadwin,366,Genesis,3,12,500
2021,192,0,47988,Nick Hardy,366,Sony Open,2,14,6
2021,192,0,54869,Chase Johnson,366,the Memorial,1,17,23
2021,192,0,33122,Russell Knox,366,Palmetto,2,3,902
2021,192,0,47461,Andrew Kozan,366,U.S. Open(2021),2,15,744
2021,192,0,33674,Adrian Meronk,366,U.S. Open(2021),1,4,744
2021,192,0,57944,Andy Ogletree,366,U.S. Open(2020),1,9,891
2021,192,0,49960,Sepp Straka,366,Palmetto,2,15,902
2021,192,0,31113,Paul Waring,366,U.S. Open(2020),2,9,891
2021,192,0,52374,Brandon Wu,366,U.S. Open(2020),2,9,891
2021,203,0,52686,Rasmus Hojgaard,365,PGA Champ,2,10,697
2021,203,0,36852,Jim Knous,365,Palmetto,2,6,902
2021,203,0,47993,Denny McCarthy,365,Wyndham,3,5,752
2021,203,0,24138,Ian Poulter,365,Palmetto,1,15,902
2021,203,0,23621,Rory Sabbatini,365,Wyndham,2,18,752
2021,203,0,32150,Michael Thompson,365,Sentry,4,1,656
2021,203,0,40006,Erik van Rooyen,365,Sony Open,1,18,6
2021,210,0,32791,K.H. Lee,364,Wyndham,1,18,752
2021,210,0,29675,Dan McCarthy,364,U.S. Open(2020),2,9,891
2021,210,0,27942,Rob Oppenheim,364,Wyndham,1,15,752
2021,210,0,20645,John Senden,364,Wyndham,2,18,752
2021,210,0,46441,Robby Shelton,364,Palmetto,1,15,902
2021,210,0,48887,Matt Wallace,364,Wells Fargo,4,2,872
2021,210,0,57366,Cameron Young,364,U.S. Open(2021),1,6,744
2021,217,0,54334,Ben Cook,363,PGA Champ,2,12,697
2021,217,0,45609,Tyler Duncan,363,Genesis,3,12,500
2021,217,0,32102,Rickie Fowler,363,Genesis,3,13,500
2021,217,0,50526,Tom Lovelady,363,3M Open,2,12,883
2021,217,0,33413,Ben Martin,363,Wyndham,2,18,752
2021,217,0,32640,Troy Merritt,363,Phoenix Open,1,9,510
2021,217,0,27330,Josh Teater,363,Wyndham,1,5,752
2021,217,0,52411,Kyle Westmoreland,363,U.S. Open(2021),1,17,744
2021,225,0,49884,Cody Blick,362,Palmetto,2,15,902
2021,225,0,40009,Dominic Bozzelli,362,Palmetto,2,9,902
2021,225,0,55708,Hayden Buckley,362,U.S. Open(2021),1,4,744
2021,225,0,31557,Jim Herman,362,John Deere,3,15,669
2021,225,0,49298,Kramer Hickok,362,Wells Fargo,2,16,872
2021,225,0,24781,Hunter Mahan,362,Shriners,4,4,538
2021,225,0,34466,Peter Malnati,362,PGA Champ,2,12,697
2021,225,0,30163,Henrik Norlander,362,Palmetto,1,3,902
2021,225,0,45924,Brant Peaper,362,Palmetto,2,15,902
2021,225,0,59548,Matt Sharpstene,362,U.S. Open(2021),1,17,744
2021,225,0,29518,Brendan Steele,362,PGA Champ,2,9,697
2021,225,0,30927,Brendon Todd,362,Sentry,1,1,656
2021,237,0,28259,Sangmoon Bae,361,Puntacana(2021),4,12,244
2021,237,0,59836,Pierceson Coody,361,U.S. Open(2021),1,18,744
2021,237,0,29535,Brice Garnett,361,Wyndham,2,18,752
2021,237,0,48045,Michael Gellerman,361,John Deere,1,2,669
2021,237,0,34563,Chesson Hadley,361,Palmetto,4,4,902
2021,237,0,34174,John Huh,361,Palmetto,1,15,902
2021,237,0,37250,Romain Langasque,361,U.S. Open(2020),2,17,891
2021,237,0,29289,S.Y. Noh,361,Honda,1,18,734
2021,237,0,25562,Andres Romero,361,Barbasol,1,4,884
2021,237,0,22405,Justin Rose,361,PGA Champ,4,15,697
2021,247,0,45526,Abraham Ancer,360,Sentry,4,1,656
2021,247,0,46908,Mark Anguiano,360,Phoenix Open,1,15,510
2021,247,0,32334,Charlie Beljan,360,Palmetto,1,15,902
2021,247,0,56284,Patrick Cover,360,Wells Fargo,2,16,872
2021,247,0,37273,Derek Ernst,360,Palmetto,1,15,902
2021,247,0,24924,Bill Haas,360,Wyndham,2,18,752
2021,247,0,31420,Anirban Lahiri,360,Palmetto,1,15,902
2021,247,0,52576,Sandy Scott,360,U.S. Open(2020),1,9,891
2021,247,0,54364,Stephen Stallings Jr.,360,Honda,4,18,734
2021,256,0,34374,Erik Barnes,359,Houston Open,2,10,897
2021,256,0,52375,Doug Ghim,359,Sony Open,1,1,6
2021,256,0,59870,Derek Holmes,359,PGA Champ,2,12,697
2021,256,0,24024,Zach Johnson,359,John Deere,1,2,669
2021,256,0,56320,Bryson Nimmer,359,Palmetto,2,9,902
2021,256,0,39953,Chase Seiffert,359,John Deere,4,15,669
2021,256,0,48119,Ben Taylor,359,Palmetto,1,9,902
2021,256,0,23325,Vaughn Taylor,359,John Deere,1,2,669
2021,256,0,35181,Daniel van Tonder,359,PGA Champ,4,4,697
2021,256,0,27095,Nick Watney,359,Wyndham,1,18,752
2021,256,0,45242,Kevin Yu,359,U.S. Open(2020),2,9,891
2021,267,0,33120,Mark Anderson,358,3M Open,1,12,883
2021,267,0,37275,Sam Ryder,358,Palmetto,4,4,902
2021,267,0,46464,Jordan L Smith,358,U.S. Open(2021),1,4,744
2021,267,0,50493,Justin Suh,358,Wells Fargo,2,16,872
2021,267,0,29454,Bernd Wiesberger,358,U.S. Open(2020),4,9,891
2021,272,0,46435,Austin Cook,357,Wyndham,2,18,752
2021,272,0,50188,S.H. Kim,357,THE CJ CUP,4,7,878
2021,272,0,49766,Hank Lebioda,357,Travelers,4,7,503
2021,272,0,31202,William McGirt,357,Palmetto,2,15,902
2021,272,0,25198,Francesco Molinari,357,Genesis,3,13,500
2021,272,0,59160,John Pak,357,Palmetto,1,9,902
2021,272,0,27556,Ted Potter Jr.,357,Wyndham,1,18,752
2021,272,0,52324,James Sugrue,357,U.S. Open(2020),2,9,891
2021,272,0,26951,Johnson Wagner,357,Wyndham,3,18,752
2021,272,0,51860,Brett Walker,357,PGA Champ,1,12,697
2021,282,0,45194,Marcus Armitage,356,U.S. Open(2021),1,4,744
2021,282,0,33404,Chris Baker,356,Palmetto,2,15,902
2021,282,0,45734,John Catlin,356,PGA Champ,2,11,697
2021,282,0,27644,Brian Harman,356,U.S. Open(2020),2,9,891
2021,282,0,26420,Richard Johnson,356,Barbasol,1,4,884
2021,282,0,37378,Min Woo Lee,356,WGC-FedEx,3,7,513
2021,282,0,36326,David Lipsky,356,Palmetto,1,9,902
2021,282,0,39834,Guido Migliozzi,356,U.S. Open(2021),1,18,744
2021,282,0,35225,Brandon Stone,356,PGA Champ,2,7,697
2021,282,0,23623,Bo Van Pelt,356,Palmetto,4,8,902
2021,292,0,21805,Harrison Frazar,355,Palmetto,2,3,902
2021,292,0,51830,Taylor Funk,355,Bermuda,2,2,765
2021,292,0,32618,Rhein Gibson,355,Sony Open,2,6,6
2021,292,0,56926,Keenan Huskey,355,Wells Fargo,2,16,872
2021,292,0,46501,Ollie Schniederjans,355,Puerto Rico,1,2,742
2021,292,0,24964,Ryan Vermeer,355,U.S. Open(2020),2,9,891
2021,292,0,51522,Zach Zaback,355,U.S. Open(2021),2,17,744
2021,299,0,50488,Chris Crawford,354,U.S. Open(2021),1,14,744
2021,299,0,54687,Broc Everett,354,Palmetto,1,15,902
2021,299,0,34098,Russell Henley,354,Wyndham,3,14,752
2021,299,0,35449,Adam Long,354,Wells Fargo,2,16,872
2021,299,0,33568,Kalle Samooja,354,PGA Champ,1,11,697
2021,299,0,27649,Brandt Snedeker,354,Wyndham,2,18,752
2021,299,0,26679,Kevin Stadler,354,John Deere,1,2,669
2021,299,0,33418,Shawn Stefani,354,Palmetto,2,15,902
2021,299,0,52666,Sami Valimaki,354,U.S. Open(2020),2,9,891
2021,299,0,50474,Tim Widing,354,Genesis,1,18,500
2021,309,0,19803,Ryan Armour,353,Phoenix Open,1,17,510
2021,309,0,28937,George Coetzee,353,PGA Champ,1,12,697
2021,309,0,27436,Graham DeLaet,353,Houston Open,1,16,897
2021,309,0,34409,David Lingmerth,353,Wyndham,1,18,752
2021,309,0,45847,JC Ritchie,353,WGC-Workday,1,1,898
2021,309,0,51890,Greyson Sigg,353,U.S. Open(2020),2,9,891
2021,315,0,56676,John Augenstein,352,Wyndham,3,18,752
2021,315,0,58605,Quade Cummins,352,3M Open,1,12,883
2021,315,0,35532,Tom Hoge,352,Wyndham,1,18,752
2021,315,0,30852,Ryo Ishikawa,352,Sony Open,1,3,6
2021,315,0,37380,Curtis Luck,352,U.S. Open(2020),2,8,891
2021,315,0,24140,Sean O'Hair,352,Palmetto,2,9,902
2021,315,0,46414,Aaron Rai,352,PGA Champ,1,12,697
2021,315,0,46646,Antoine Rozner,352,PGA Champ,1,11,697
2021,315,0,30110,Kyle Stanley,352,John Deere,2,2,669
2021,315,0,35314,Andy Sullivan,352,U.S. Open(2020),2,17,891
2021,325,0,39067,MJ Daffue,351,Puntacana(2021),2,12,244
2021,325,0,46301,Juan Jose Guerra,351,Puntacana(2021),2,12,244
2021,325,0,24490,George McNeill,351,Safeway Open,1,1,552
2021,325,0,26596,Ryan Moore,351,Wells Fargo,3,16,872
2021,325,0,22913,John Rollins,351,Palmetto,2,9,902
2021,325,0,33449,Zack Sucher,351,John Deere,1,4,669
2021,331,0,24846,Ricky Barnes,350,Palmetto,2,9,902
2021,331,0,28679,Fabián Gómez,350,John Deere,1,2,669
2021,331,0,58187,Jordan Hahn,350,Valspar,2,10,665
2021,331,0,60065,Ryan Hall,350,3M Open,1,2,883
2021,331,0,23353,J.J. Henry,350,John Deere,1,2,669
2021,331,0,32816,Satoshi Kodaira,350,Travelers,4,18,503
2021,331,0,24449,Parker McLachlin,350,Sony Open,1,18,6
2021,331,0,57633,Ollie Osborne,350,U.S. Open(2021),2,6,744
2021,331,0,58191,Donnie Trosper,350,Puerto Rico,2,2,742
2021,340,0,23048,Eric Axley,349,Barbasol,2,17,884
2021,340,0,20593,Greg Chalmers,349,John Deere,1,4,669
2021,340,0,32582,Eric Dugas,349,Bermuda,2,2,765
2021,340,0,59869,Larkin Gross,349,PGA Champ,1,12,697
2021,340,0,36801,Mark Hubbard,349,3M Open,4,9,883
2021,340,0,48117,Kurt Kitayama,349,PGA Champ,1,6,697
2021,340,0,35879,Kelly Kraft,349,Wells Fargo,2,7,872
2021,340,0,25431,Rob Labritz,349,PGA Champ,2,11,697
2021,340,0,23814,Edoardo Molinari,349,U.S. Open(2021),1,18,744
2021,340,0,55789,Taylor Montgomery,349,U.S. Open(2021),2,12,744
2021,340,0,31569,Jason Scrivener,349,PGA Champ,2,11,697
2021,340,0,6527,Steve Stricker,349,John Deere,1,2,669
2021,352,0,20157,Retief Goosen,348,Puntacana(2021),4,12,244
2021,352,0,46440,Smylie Kaufman,348,Palmetto,1,6,902
2021,352,0,47567,Ben Polland,348,PGA Champ,1,12,697
2021,352,0,21528,Henrik Stenson,348,PGA Champ,2,11,697
2021,356,0,57725,Angus Flanagan,347,3M Open,2,12,883
2021,356,0,47987,Cole Hammer,347,Palmetto,2,17,902
2021,356,0,58616,James Hervol,347,U.S. Open(2021),1,6,744
2021,356,0,58666,Tripp Kinney,347,John Deere,1,2,669
2021,356,0,46930,Jaekyeong Lee,347,THE CJ CUP,3,7,878
2021,356,0,54190,Richard Mansell,347,The Open,1,2,778
2021,356,0,59395,Eduard Rousaud,347,U.S. Open(2020),1,9,891
2021,363,0,22371,Aaron Baddeley,346,Palmetto,3,16,902
2021,363,0,27958,Ryan Blaum,346,John Deere,2,2,669
2021,363,0,24925,Jonathan Byrd,346,Pebble Beach,1,9,5
2021,363,0,28307,Matt Every,346,John Deere,2,13,669
2021,363,0,27980,In-hoi Hur,346,Sony Open,1,18,6
2021,363,0,34610,Matthias Schwab,346,U.S. Open(2020),2,9,891
2021,363,0,57298,Preston Summerhays,346,Barbasol,2,5,884
2021,370,0,51379,John Lyras,345,Byron Nelson,2,10,894
2021,370,0,58693,George Markham,345,Shriners,2,11,538
2021,370,0,35946,Willy Pumarol,345,Puntacana(2021),2,12,244
2021,370,0,56781,Isaiah Salinda,345,Houston Open,1,13,897
2021,370,0,50484,Hayden Springer,345,U.S. Open(2021),1,14,744
2021,375,0,23614,Rich Beem,344,PGA Champ,1,11,697
2021,375,0,34362,Laurie Canter,344,WGC-Workday,1,16,898
2021,375,0,56149,Wilson Furr,344,U.S. Open(2021),1,4,744
2021,375,0,51616,Lukas Michel,344,U.S. Open(2020),1,2,891
2021,375,0,34256,Andrew Putnam,344,John Deere,1,4,669
2021,380,0,39831,Bobby Bai,343,Barbasol,1,8,884
2021,380,0,36637,Luis Fernando Barco,343,U.S. Open(2021),2,4,744
2021,380,0,11123,Chris Couch,343,Puerto Rico,2,2,742
2021,380,0,1706,Davis Love III,343,Valero,2,8,770
2021,380,0,54314,Tyler Strafaci,343,the Memorial,3,1,23
2021,385,0,36299,Edward Figueroa,342,Puerto Rico,2,2,742
2021,385,0,55413,Luis Gagne,342,U.S. Open(2021),1,18,744
2021,385,0,29720,Andres Gonzales,342,Sony Open,2,10,6
2021,385,0,19958,Miguel Angel Jiménez,342,Puntacana(2021),2,12,244
2021,385,0,34643,Michael Johnson,342,U.S. Open(2021),1,18,744
2021,390,0,34387,Daniel Balin,341,U.S. Open(2020),2,17,891
2021,390,0,52633,Alex Beach,341,PGA Champ,2,7,697
2021,390,0,35174,Matthew Southgate,341,U.S. Open(2021),1,4,744
2021,393,0,26758,David Hearn,340,3M Open,3,9,883
2021,393,0,60067,Joe Highsmith,340,U.S. Open(2021),2,15,744
2021,393,0,32775,Shugo Imahira,340,U.S. Open(2020),4,9,891
2021,393,0,47842,Hanbyeol Kim,340,THE CJ CUP,3,14,878
2021,393,0,59605,Tae Hoon Kim,340,Genesis,1,18,500
2021,393,0,55182,Tom Kim,340,Puerto Rico,3,2,742
2021,393,0,34500,Ryosuke Kinoshita,340,Sony Open,4,6,6
2021,393,0,35296,Haotong Li,340,The Open,1,2,778
2021,393,0,26328,Shaun Norris,340,U.S. Open(2020),2,17,891
2021,393,0,36327,Justin Quiban,340,3M Open,2,15,883
2021,393,0,58418,Zach Smith,340,Puerto Rico,1,2,742
2021,393,0,10381,Curtis Thompson,340,Rocket Mortgage,3,16,876
2021,393,0,8385,Omar Uresti,340,Palmetto,2,8,902
2021,406,0,59441,Joe Long,339,U.S. Open(2021),1,4,744
2021,406,0,37076,Marcelo Rozo,339,Honda,2,12,734
2021,406,0,6567,Vijay Singh,339,Honda,2,9,734
2021,409,0,10809,Jim Furyk,338,Genesis,4,3,500
2021,409,0,49893,Mark Geddes,338,PGA Champ,2,9,697
2021,409,0,48867,Matti Schmid,338,U.S. Open(2021),2,15,744
2021,409,0,28103,Stuart Smith,338,PGA Champ,2,11,697
2021,409,0,58192,Daniel Wetterich,338,Rocket Mortgage,2,10,876
2021,414,0,49310,David Gazzolo,337,Barbasol,3,3,884
2021,414,0,59569,Kamaiu Johnson,337,Pebble Beach,2,9,5
2021,414,0,27408,Martin Kaymer,337,U.S. Open(2020),2,5,891
2021,414,0,58696,Peter Kuest,337,Safeway Open,2,13,552
2021,414,0,29772,Michael Lorenzo-Vera,337,U.S. Open(2020),2,9,891
2021,414,0,59872,Brad Marek,337,PGA Champ,2,11,697
2021,414,0,46045,Michael Miller,337,Bermuda,4,2,765
2021,414,0,47127,David Pastore,337,Barbasol,1,5,884
2021,414,0,48640,Johannes Veerman,337,U.S. Open(2021),2,15,744
2021,414,0,25349,Tim Wilkinson,337,Pebble Beach,4,6,5
2021,414,0,35544,Andrew Yun,337,Puntacana(2021),1,12,244
2021,425,0,60369,Sam Bairstow,336,The Open,1,2,778
2021,425,0,56365,Mario Carmona,336,U.S. Open(2021),1,6,744
2021,425,0,54628,Lee Hodges,336,Puerto Rico,2,2,742
2021,425,0,58952,Kyle Hogan,336,Houston Open,2,13,897
2021,425,0,31558,J.J. Killeen,336,Valero,1,10,770
2021,425,0,55415,Ryan Lumsden,336,Byron Nelson,1,11,894
2021,425,0,28593,Jesse Mueller,336,Phoenix Open,2,15,510
2021,425,0,59606,Roberto Nieves,336,Puerto Rico,2,2,742
2021,425,0,25240,D.A. Points,336,Palmetto,2,9,902
2021,425,0,51634,Sahith Theegala,336,Safeway Open,4,4,552
2021,435,0,23541,Ben Crane,335,3M Open,2,12,883
2021,435,0,46732,Rick Lamb,335,U.S. Open(2021),1,4,744
2021,435,0,28300,Joost Luiten,335,The Open,1,2,778
2021,435,0,59873,Tim Pearce,335,PGA Champ,1,11,697
2021,435,0,25345,Carl Pettersson,335,Palmetto,1,6,902
2021,435,0,58594,Spencer Ralston,335,U.S. Open(2021),2,18,744
2021,435,0,47137,Trevor Simsby,335,WGC-Workday,2,3,898
2021,435,0,21878,Mark Wilson,335,John Deere,1,2,669
2021,443,0,34021,Bud Cauley,334,Safeway Open,1,5,552
2021,443,0,59570,Tyler Collet,334,PGA Champ,2,11,697
2021,443,0,35300,Andrew Loupe,334,Barbasol,3,5,884
2021,443,0,25572,Graeme McDowell,334,Valero,3,15,770
2021,443,0,27933,John Merrick,334,Barbasol,1,4,884
2021,443,0,23218,Joe Summerhays,334,PGA Champ,2,11,697
2021,443,0,55751,Michael Visacki,334,Valspar,1,1,665
2021,450,0,32200,Roberto Castro,333,Palmetto,1,17,902
2021,450,0,24357,K.J. Choi,333,Pebble Beach,2,9,5
2021,450,0,31111,David Coupland,333,U.S. Open(2021),2,7,744
2021,450,0,47917,Takumi Kanaya,333,Sony Open,1,1,6
2021,450,0,51316,Kenny Pigman,333,Pebble Beach,2,9,5
2021,450,0,21959,Ted Purdy,333,Puerto Rico,2,2,742
2021,450,0,51395,Trey Shirley,333,Barbasol,3,4,884
2021,450,0,58601,Davis Shore,333,U.S. Open(2021),1,14,744
2021,458,0,45836,Richard Bland,332,U.S. Open(2021),2,6,744
2021,458,0,49773,Chase Koepka,332,Honda,4,13,734
2021,458,0,31997,Steve Lewton,332,Sanderson Farms,2,18,746
2021,458,0,52330,Dylan Meyer,332,U.S. Open(2021),1,6,744
2021,458,0,26341,Wade Ormsby,332,U.S. Open(2021),3,14,744
2021,463,0,49481,Tae Hee Lee,331,THE CJ CUP,1,9,878
2021,463,0,59020,Luke Schniederjans,331,Safeway Open,2,16,552
2021,465,0,20850,Daniel Chopra,330,Puerto Rico,2,2,742
2021,465,0,23802,Brad Kennedy,330,U.S. Open(2021),1,4,744
2021,465,0,33689,Jinichiro Kozuma,330,Sony Open,2,10,6
2021,465,0,23481,Marcel Siem,330,The Open,4,1,778
2021,465,0,50722,Jon Thomson,330,The Open,4,1,778
2021,465,0,10423,Mike Weir,330,Sony Open,4,6,6
2021,465,0,56734,Matt Wilson,330,Shriners,1,11,538
2021,472,0,31395,Yosuke Asaji,329,U.S. Open(2021),1,6,744
2021,472,0,33605,Gunn Charoenkul,329,ZOZO,1,2,881
2021,472,0,6522,Ernie Els,329,The Open,1,2,778
2021,472,0,29425,Andrew Svoboda,329,Travelers,1,4,503
2021,472,0,60730,Matt Vick,329,Wyndham,1,15,752
2021,477,0,21407,Arjun Atwal,328,John Deere,1,14,669
2021,477,0,24507,Jason Bohn,328,Puerto Rico,2,2,742
2021,477,0,24494,Erik Compton,328,Honda,2,12,734
2021,477,0,57049,Roy Cootes,328,U.S. Open(2021),1,4,744
2021,477,0,49934,Patrick Grimes,328,Valero,1,14,770
2021,477,0,28938,Justin Harding,328,Houston Open,4,13,897
2021,477,0,59874,Patrick Rada,328,PGA Champ,1,12,697
2021,477,0,24663,Y.E. Yang,328,Sony Open,1,5,6
2021,477,0,29939,Fabrizio Zanotti,328,Puntacana(2021),3,12,244
2021,477,0,36698,Andy Zhang,328,Safeway Open,1,16,552
