YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
2021,1,0,48887,Matt Wallace,23.4,47,11.0
2021,2,0,35617,Martin Trainer,22.5,40,9.0
2021,3,0,24502,Adam Scott,20.83,72,15.0
2021,4,0,35104,Tom Lewis,20.0,80,16.0
2021,5,0,20229,Stewart Cink,19.81,106,21.0
2021,6,0,39975,Michael Kim,19.61,51,10.0
2021,7,0,27649,Brandt Snedeker,19.54,87,17.0
2021,8,0,28237,Rory McIlroy,18.99,79,15.0
2021,9,0,23108,Matt Kuchar,18.92,74,14.0
2021,10,0,32618,Rhein Gibson,18.75,48,9.0
2021,10,0,12716,Charley Hoffman,18.75,112,21.0
2021,12,0,34046,Jordan Spieth,18.67,75,14.0
2021,13,0,37189,Harold Varner III,18.58,113,21.0
2021,14,0,34264,Hudson Swafford,18.42,76,14.0
2021,15,0,40098,Matt Fitzpatrick,18.18,55,10.0
2021,16,0,32333,Kevin Tway,18.03,61,11.0
2021,17,0,33413,Ben Martin,17.95,39,7.0
2021,18,0,30926,Chris Kirk,17.86,84,15.0
2021,19,0,32757,Patton Kizzire,17.83,129,23.0
2021,20,0,32640,Troy Merritt,17.59,108,19.0
2021,21,0,49964,Aaron Wise,17.58,91,16.0
2021,22,0,47504,Sam Burns,17.5,80,14.0
2021,23,0,53165,Doc Redman,17.39,92,16.0
2021,24,0,34314,Sebastian Cappelen,17.31,52,9.0
2021,25,0,26758,David Hearn,17.24,58,10.0
2021,26,0,32150,Michael Thompson,17.17,99,17.0
2021,27,0,29725,Tony Finau,17.11,76,13.0
2021,28,0,35532,Tom Hoge,17.02,94,16.0
2021,28,0,30927,Brendon Todd,17.02,94,16.0
2021,30,0,33404,Chris Baker,16.98,53,9.0
2021,31,0,46046,Scottie Scheffler,16.96,112,19.0
2021,32,0,48081,Xander Schauffele,16.9,71,12.0
2021,33,0,47993,Denny McCarthy,16.83,101,17.0
2021,34,0,33399,Adam Hadwin,16.49,97,16.0
2021,35,0,46442,Maverick McNealy,16.46,79,13.0
2021,36,0,49298,Kramer Hickok,16.39,61,10.0
2021,37,0,32070,Rafael Campos,16.0,50,8.0
2021,37,0,29974,Branden Grace,16.0,100,16.0
2021,39,0,35506,Mackenzie Hughes,15.96,94,15.0
2021,39,0,36699,Patrick Rodgers,15.96,94,15.0
2021,41,0,25686,Jason Dufner,15.89,107,17.0
2021,42,0,34431,Robert Streb,15.79,76,12.0
2021,43,0,32816,Satoshi Kodaira,15.73,89,14.0
2021,44,0,29535,Brice Garnett,15.69,102,16.0
2021,45,0,39971,Sungjae Im,15.61,173,27.0
2021,46,0,49766,Hank Lebioda,15.58,77,12.0
2021,47,0,24357,K.J. Choi,15.52,58,9.0
2021,48,0,23623,Bo Van Pelt,15.48,84,13.0
2021,49,0,34099,Harris English,15.38,104,16.0
2021,49,0,27644,Brian Harman,15.38,104,16.0
2021,49,0,33204,Shane Lowry,15.38,78,12.0
2021,52,0,39997,Corey Conners,15.32,124,19.0
2021,53,0,37275,Sam Ryder,15.31,98,15.0
2021,54,0,35450,Patrick Cantlay,15.19,79,12.0
2021,55,0,25632,Jimmy Walker,15.07,73,11.0
2021,56,0,25900,Lucas Glover,14.95,107,16.0
2021,57,0,1810,Phil Mickelson,14.93,67,10.0
2021,58,0,26331,Charl Schwartzel,14.89,94,14.0
2021,59,0,36801,Mark Hubbard,14.85,101,15.0
2021,60,0,34363,Tyrrell Hatton,14.81,54,8.0
2021,61,0,26499,Rafa Cabrera Bello,14.67,75,11.0
2021,62,0,26329,Louis Oosthuizen,14.63,82,12.0
2021,63,0,30944,Jason Kokrak,14.43,97,14.0
2021,64,0,24024,Zach Johnson,14.39,132,19.0
2021,65,0,33948,Byeong Hun An,14.29,77,11.0
2021,65,0,48119,Ben Taylor,14.29,35,5.0
2021,65,0,32139,Danny Willett,14.29,35,5.0
2021,68,0,33597,Harry Higgs,14.1,78,11.0
2021,69,0,36689,Brooks Koepka,14.06,64,9.0
2021,70,0,23788,D.J. Trahan,14.04,57,8.0
2021,70,0,51894,Vince Whaley,14.04,57,8.0
2021,72,0,28420,Ryan Brehm,13.95,43,6.0
2021,72,0,27330,Josh Teater,13.95,43,6.0
2021,74,0,29926,Danny Lee,13.92,79,11.0
2021,74,0,29221,Webb Simpson,13.92,79,11.0
2021,76,0,24781,Hunter Mahan,13.89,36,5.0
2021,77,0,34174,John Huh,13.85,65,9.0
2021,78,0,26851,Marc Leishman,13.68,95,13.0
2021,78,0,32839,Hideki Matsuyama,13.68,95,13.0
2021,80,0,46435,Austin Cook,13.64,88,12.0
2021,80,0,45157,Cam Davis,13.64,110,15.0
2021,82,0,29478,Kevin Kisner,13.58,81,11.0
2021,83,0,45526,Abraham Ancer,13.54,96,13.0
2021,84,0,29479,Scott Brown,13.51,74,10.0
2021,84,0,46441,Robby Shelton,13.51,74,10.0
2021,86,0,33410,Andrew Landry,13.43,67,9.0
2021,87,0,32448,James Hahn,13.33,90,12.0
2021,87,0,33490,Bo Hoag,13.33,105,14.0
2021,89,0,31560,Brian Stuard,13.28,128,17.0
2021,90,0,39953,Chase Seiffert,13.24,68,9.0
2021,91,0,30692,Scott Stallings,13.21,106,14.0
2021,91,0,40006,Erik van Rooyen,13.21,106,14.0
2021,91,0,27064,Jhonattan Vegas,13.21,106,14.0
2021,94,0,22405,Justin Rose,13.16,38,5.0
2021,95,0,27214,Kevin Streelman,13.08,107,14.0
2021,96,0,35891,Cameron Smith,12.99,77,10.0
2021,97,0,29268,Bronson Burgoon,12.94,85,11.0
2021,98,0,35658,Kris Ventura,12.86,70,9.0
2021,99,0,27141,J.B. Holmes,12.77,47,6.0
2021,100,0,23983,Luke Donald,12.7,63,8.0
2021,101,0,48822,Sebastián Muñoz,12.5,120,15.0
2021,102,0,46970,Jon Rahm,12.36,89,11.0
2021,103,0,33667,Carlos Ortiz,12.28,114,14.0
2021,104,0,25396,Kevin Na,12.24,98,12.0
2021,105,0,34563,Chesson Hadley,12.09,91,11.0
2021,105,0,22056,Cameron Percy,12.09,91,11.0
2021,107,0,27974,Sung Kang,11.83,93,11.0
2021,107,0,49960,Sepp Straka,11.83,93,11.0
2021,109,0,47483,Will Zalatoris,11.65,103,12.0
2021,110,0,24361,Pat Perez,11.61,112,13.0
2021,111,0,23621,Rory Sabbatini,11.59,69,8.0
2021,112,0,19803,Ryan Armour,11.49,87,10.0
2021,113,0,34076,Joel Dahmen,11.36,88,10.0
2021,113,0,37455,Si Woo Kim,11.36,88,10.0
2021,113,0,27349,Alex Noren,11.36,88,10.0
2021,116,0,27095,Nick Watney,11.29,62,7.0
2021,116,0,56278,Matthew Wolff,11.29,62,7.0
2021,118,0,30911,Tommy Fleetwood,11.11,63,7.0
2021,118,0,30925,Dustin Johnson,11.11,72,8.0
2021,118,0,35449,Adam Long,11.11,90,10.0
2021,118,0,23325,Vaughn Taylor,11.11,72,8.0
2021,122,0,39546,Keith Mitchell,10.87,92,10.0
2021,123,0,47347,Adam Schenk,10.84,83,9.0
2021,124,0,28252,Seamus Power,10.81,37,4.0
2021,125,0,24138,Ian Poulter,10.71,84,9.0
2021,126,0,31646,Emiliano Grillo,10.68,103,11.0
2021,127,0,27942,Rob Oppenheim,10.67,75,8.0
2021,128,0,49771,J.T. Poston,10.59,85,9.0
2021,129,0,22371,Aaron Baddeley,10.53,57,6.0
2021,130,0,33419,Cameron Tringale,10.48,105,11.0
2021,131,0,40042,Tyler McCumber,10.45,67,7.0
2021,132,0,40026,Daniel Berger,10.38,106,11.0
2021,133,0,31323,Gary Woodland,10.26,78,8.0
2021,134,0,35230,Nelson Ledesma,10.2,49,5.0
2021,135,0,46550,Brandon Hagy,10.17,59,6.0
2021,135,0,25493,Nick Taylor,10.17,118,12.0
2021,137,0,39977,Max Homa,10.11,89,9.0
2021,137,0,29518,Brendan Steele,10.11,89,9.0
2021,139,0,34213,Grayson Murray,10.0,50,5.0
2021,140,0,32791,K.H. Lee,9.91,111,11.0
2021,141,0,21961,Charles Howell III,9.59,73,7.0
2021,141,0,25804,Bubba Watson,9.59,73,7.0
2021,143,0,34256,Andrew Putnam,9.57,94,9.0
2021,144,0,34255,Joseph Bramlett,9.52,63,6.0
2021,145,0,34098,Russell Henley,9.32,118,11.0
2021,146,0,33448,Justin Thomas,9.3,86,8.0
2021,147,0,27554,Scott Harrington,9.23,65,6.0
2021,148,0,33120,Mark Anderson,9.09,44,4.0
2021,148,0,25364,Paul Casey,9.09,88,8.0
2021,148,0,28089,Jason Day,9.09,77,7.0
2021,148,0,47128,Richy Werenski,9.09,110,10.0
2021,152,0,31557,Jim Herman,8.79,91,8.0
2021,153,0,45486,Joaquin Niemann,8.62,116,10.0
2021,154,0,32102,Rickie Fowler,8.6,93,8.0
2021,154,0,27129,Luke List,8.6,93,8.0
2021,156,0,46717,Viktor Hovland,8.57,105,9.0
2021,157,0,56762,Will Gordon,8.54,82,7.0
2021,157,0,27770,Camilo Villegas,8.54,82,7.0
2021,159,0,27936,Martin Laird,8.51,94,8.0
2021,160,0,50525,Collin Morikawa,8.45,71,6.0
2021,161,0,32254,Xinjun Zhang,8.2,61,5.0
2021,162,0,34466,Peter Malnati,8.06,62,5.0
2021,163,0,45609,Tyler Duncan,7.96,113,9.0
2021,164,0,51766,Wyndham Clark,7.95,88,7.0
2021,164,0,35461,Beau Hossler,7.95,88,7.0
2021,166,0,21209,Sergio Garcia,7.87,89,7.0
2021,167,0,34360,Patrick Reed,7.81,64,5.0
2021,168,0,52375,Doug Ghim,7.79,77,6.0
2021,169,0,36871,Matthew NeSmith,7.69,117,9.0
2021,170,0,46402,Talor Gooch,7.62,105,8.0
2021,171,0,24924,Bill Haas,7.32,41,3.0
2021,172,0,39324,J.J. Spaun,7.25,69,5.0
2021,173,0,19846,Brian Gay,7.14,70,5.0
2021,174,0,26476,Chez Reavie,7.06,85,6.0
2021,175,0,48045,Michael Gellerman,6.98,43,3.0
2021,176,0,20396,Lee Westwood,6.76,74,5.0
2021,177,0,30110,Kyle Stanley,6.67,120,8.0
2021,178,0,26300,Matt Jones,6.45,93,6.0
2021,179,0,29970,Dylan Frittelli,6.35,63,4.0
2021,180,0,32662,Michael Gligic,6.33,79,5.0
2021,180,0,29908,C.T. Pan,6.33,79,5.0
2021,182,0,33141,Keegan Bradley,6.32,95,6.0
2021,183,0,28679,Fabián Gómez,6.06,33,2.0
2021,183,0,35310,Lanto Griffin,6.06,99,6.0
2021,185,0,47959,Bryson DeChambeau,6.02,83,5.0
2021,186,0,33122,Russell Knox,5.94,101,6.0
2021,187,0,25818,Scott Piercy,5.81,86,5.0
2021,188,0,31420,Anirban Lahiri,5.77,52,3.0
2021,189,0,28775,Nate Lashley,5.71,70,4.0
2021,190,0,27556,Ted Potter Jr.,5.66,53,3.0
2021,191,0,23320,Ryan Palmer,5.19,77,4.0
2021,192,0,29420,Billy Horschel,4.6,87,4.0
2021,193,0,24140,Sean O'Hair,4.55,44,2.0
2021,194,0,33486,Roger Sloan,3.45,87,3.0
2021,195,0,30163,Henrik Norlander,3.06,98,3.0
2021,196,0,52372,Cameron Champ,2.82,71,2.0
2020,1,0,35658,Kris Ventura,34.29,35,12.0
2020,2,0,56762,Will Gordon,29.03,31,9.0
2020,3,0,23325,Vaughn Taylor,25.64,39,10.0
2020,4,0,32102,Rickie Fowler,23.21,56,13.0
2020,5,0,34076,Joel Dahmen,22.54,71,16.0
2020,6,0,48045,Michael Gellerman,21.95,41,9.0
2020,7,1,29479,Scott Brown,21.31,61,13.0
2020,8,1,49766,Hank Lebioda,21.21,66,14.0
2020,9,2,45609,Tyler Duncan,19.81,106,21.0
2020,10,-3,28237,Rory McIlroy,19.67,61,12.0
2020,11,1,21407,Arjun Atwal,19.44,36,7.0
2020,12,2,40098,Matt Fitzpatrick,18.97,58,11.0
2020,13,-3,30925,Dustin Johnson,18.75,48,9.0
2020,14,1,25572,Graeme McDowell,18.6,43,8.0
2020,15,1,27554,Scott Harrington,18.57,70,13.0
2020,16,3,29725,Tony Finau,18.52,81,15.0
2020,17,0,34314,Sebastian Cappelen,18.37,49,9.0
2020,18,0,36699,Patrick Rodgers,18.29,82,15.0
2020,19,6,35891,Cameron Smith,18.18,66,12.0
2020,20,1,34363,Tyrrell Hatton,18.0,50,9.0
2020,21,-1,40009,Dominic Bozzelli,17.95,39,7.0
2020,21,16,29420,Billy Horschel,17.95,78,14.0
2020,23,-1,34046,Jordan Spieth,17.65,51,9.0
2020,24,-1,33399,Adam Hadwin,17.5,80,14.0
2020,25,-1,19846,Brian Gay,17.46,63,11.0
2020,26,1,24924,Bill Haas,17.02,47,8.0
2020,27,1,27349,Alex Noren,16.98,53,9.0
2020,28,1,46442,Maverick McNealy,16.9,71,12.0
2020,28,1,32254,Xinjun Zhang,16.9,71,12.0
2020,30,2,28307,Matt Every,16.67,60,10.0
2020,30,2,26329,Louis Oosthuizen,16.67,54,9.0
2020,32,4,35532,Tom Hoge,16.48,91,15.0
2020,33,8,48081,Xander Schauffele,16.46,79,13.0
2020,34,-21,29221,Webb Simpson,16.44,73,12.0
2020,35,3,27942,Rob Oppenheim,16.39,61,10.0
2020,36,3,32757,Patton Kizzire,16.36,55,9.0
2020,37,3,34256,Andrew Putnam,16.28,43,7.0
2020,38,4,21961,Charles Howell III,16.18,68,11.0
2020,39,4,22405,Justin Rose,15.91,44,7.0
2020,39,4,24502,Adam Scott,15.91,44,7.0
2020,41,-10,39971,Sungjae Im,15.69,102,16.0
2020,41,4,26596,Ryan Moore,15.69,51,8.0
2020,43,19,26851,Marc Leishman,15.63,64,10.0
2020,44,2,27129,Luke List,15.58,77,12.0
2020,44,2,33419,Cameron Tringale,15.58,77,12.0
2020,46,2,29974,Branden Grace,15.56,45,7.0
2020,46,2,27330,Josh Teater,15.56,45,7.0
2020,48,2,29478,Kevin Kisner,15.49,71,11.0
2020,49,1,28252,Seamus Power,15.38,26,4.0
2020,50,2,49771,J.T. Poston,15.29,85,13.0
2020,51,3,30927,Brendon Todd,15.24,105,16.0
2020,52,27,32839,Hideki Matsuyama,15.12,86,13.0
2020,53,0,53165,Doc Redman,15.09,106,16.0
2020,54,8,35506,Mackenzie Hughes,15.07,73,11.0
2020,55,0,27095,Nick Watney,14.89,47,7.0
2020,56,0,32618,Rhein Gibson,14.63,41,6.0
2020,56,0,25632,Jimmy Walker,14.63,41,6.0
2020,58,0,34431,Robert Streb,14.58,48,7.0
2020,59,0,29970,Dylan Frittelli,14.55,110,16.0
2020,60,0,48887,Matt Wallace,14.52,62,9.0
2020,61,0,47128,Richy Werenski,14.49,69,10.0
2020,62,0,26499,Rafa Cabrera Bello,14.29,56,8.0
2020,62,0,45157,Cam Davis,14.29,56,8.0
2020,62,0,46402,Talor Gooch,14.29,91,13.0
2020,62,0,40042,Tyler McCumber,14.29,56,8.0
2020,66,3,49960,Sepp Straka,14.1,78,11.0
2020,67,3,36689,Brooks Koepka,14.04,57,8.0
2020,67,3,1810,Phil Mickelson,14.04,57,8.0
2020,69,14,35310,Lanto Griffin,13.98,93,13.0
2020,70,3,30110,Kyle Stanley,13.89,72,10.0
2020,70,3,35617,Martin Trainer,13.89,36,5.0
2020,72,3,25493,Nick Taylor,13.85,65,9.0
2020,73,15,34360,Patrick Reed,13.75,80,11.0
2020,73,3,32150,Michael Thompson,13.75,80,11.0
2020,75,2,56278,Matthew Wolff,13.7,73,10.0
2020,76,-6,40026,Daniel Berger,13.56,59,8.0
2020,77,3,47993,Denny McCarthy,13.54,96,13.0
2020,78,3,33141,Keegan Bradley,13.51,74,10.0
2020,78,3,31557,Jim Herman,13.51,74,10.0
2020,80,10,52372,Cameron Champ,13.43,67,9.0
2020,81,2,32791,K.H. Lee,13.33,75,10.0
2020,81,-13,48822,Sebastián Muñoz,13.33,90,12.0
2020,83,3,28679,Fabián Gómez,13.21,53,7.0
2020,83,3,39546,Keith Mitchell,13.21,53,7.0
2020,85,4,27644,Brian Harman,13.1,84,11.0
2020,86,-8,46046,Scottie Scheffler,12.9,93,12.0
2020,87,29,46717,Viktor Hovland,12.75,102,13.0
2020,88,2,24361,Pat Perez,12.7,63,8.0
2020,89,3,37275,Sam Ryder,12.68,71,9.0
2020,90,4,27556,Ted Potter Jr.,12.5,48,6.0
2020,91,6,31560,Brian Stuard,12.35,81,10.0
2020,91,6,37189,Harold Varner III,12.35,81,10.0
2020,93,-8,25396,Kevin Na,12.16,74,9.0
2020,94,6,35732,Wes Roach,12.12,33,4.0
2020,95,6,35461,Beau Hossler,12.07,58,7.0
2020,96,6,46435,Austin Cook,12.0,75,9.0
2020,96,6,36801,Mark Hubbard,12.0,100,12.0
2020,98,-5,45526,Abraham Ancer,11.96,92,11.0
2020,99,5,27936,Martin Laird,11.9,42,5.0
2020,100,5,39977,Max Homa,11.76,68,8.0
2020,100,5,23108,Matt Kuchar,11.76,68,8.0
2020,100,5,32139,Danny Willett,11.76,34,4.0
2020,103,6,40058,Zac Blair,11.67,60,7.0
2020,103,6,34466,Peter Malnati,11.67,60,7.0
2020,105,6,51766,Wyndham Clark,11.63,43,5.0
2020,105,-8,45486,Joaquin Niemann,11.63,86,10.0
2020,105,6,29484,Peter Uihlein,11.63,43,5.0
2020,108,5,48119,Ben Taylor,11.54,26,3.0
2020,108,5,27064,Jhonattan Vegas,11.54,52,6.0
2020,110,5,35450,Patrick Cantlay,11.48,61,7.0
2020,111,6,25364,Paul Casey,11.43,70,8.0
2020,112,6,36871,Matthew NeSmith,11.39,79,9.0
2020,113,6,26758,David Hearn,11.32,53,6.0
2020,114,6,37455,Si Woo Kim,11.27,71,8.0
2020,115,6,33667,Carlos Ortiz,11.25,80,9.0
2020,116,6,32366,Kevin Chappell,11.11,45,5.0
2020,116,6,10809,Jim Furyk,11.11,63,7.0
2020,116,6,31646,Emiliano Grillo,11.11,72,8.0
2020,116,6,30163,Henrik Norlander,11.11,81,9.0
2020,120,-12,47959,Bryson DeChambeau,10.98,82,9.0
2020,121,6,29926,Danny Lee,10.94,64,7.0
2020,122,6,33120,Mark Anderson,10.91,55,6.0
2020,122,6,33486,Roger Sloan,10.91,55,6.0
2020,124,6,27649,Brandt Snedeker,10.81,74,8.0
2020,125,6,49964,Aaron Wise,10.77,65,7.0
2020,126,6,47347,Adam Schenk,10.53,76,8.0
2020,126,6,30692,Scott Stallings,10.53,76,8.0
2020,128,6,35449,Adam Long,10.47,86,9.0
2020,129,6,47504,Sam Burns,10.45,67,7.0
2020,130,6,33410,Andrew Landry,10.42,96,10.0
2020,131,6,33597,Harry Higgs,10.39,77,8.0
2020,131,12,46970,Jon Rahm,10.39,77,8.0
2020,133,5,24024,Zach Johnson,10.14,69,7.0
2020,134,5,29518,Brendan Steele,10.13,79,8.0
2020,135,5,32640,Troy Merritt,10.11,89,9.0
2020,136,5,31323,Gary Woodland,10.0,60,6.0
2020,137,6,25686,Jason Dufner,9.86,71,7.0
2020,138,7,28089,Jason Day,9.8,51,5.0
2020,139,7,27214,Kevin Streelman,9.78,92,9.0
2020,140,7,33122,Russell Knox,9.72,72,7.0
2020,140,7,30944,Jason Kokrak,9.72,72,7.0
2020,142,7,25900,Lucas Glover,9.52,63,6.0
2020,142,7,23788,D.J. Trahan,9.52,42,4.0
2020,144,7,19803,Ryan Armour,9.33,75,7.0
2020,144,7,39324,J.J. Spaun,9.33,75,7.0
2020,146,7,34255,Joseph Bramlett,9.3,43,4.0
2020,146,7,22056,Cameron Percy,9.3,43,4.0
2020,148,7,20229,Stewart Cink,9.23,65,6.0
2020,149,7,33948,Byeong Hun An,9.09,77,7.0
2020,149,10,23320,Ryan Palmer,9.09,77,7.0
2020,151,6,34098,Russell Henley,8.97,78,7.0
2020,152,6,46550,Brandon Hagy,8.89,45,4.0
2020,153,7,35230,Nelson Ledesma,8.57,35,3.0
2020,153,7,25349,Tim Wilkinson,8.57,35,3.0
2020,155,7,29535,Brice Garnett,8.47,59,5.0
2020,156,7,22371,Aaron Baddeley,8.33,36,3.0
2020,156,7,23621,Rory Sabbatini,8.33,72,6.0
2020,158,7,30911,Tommy Fleetwood,8.11,37,3.0
2020,159,7,12716,Charley Hoffman,8.06,62,5.0
2020,160,8,28775,Nate Lashley,7.94,63,5.0
2020,161,18,50525,Collin Morikawa,7.84,102,8.0
2020,162,7,33404,Chris Baker,7.69,39,3.0
2020,162,7,32448,James Hahn,7.69,26,2.0
2020,162,7,33449,Zack Sucher,7.69,26,2.0
2020,165,8,25818,Scott Piercy,7.58,66,5.0
2020,166,8,29268,Bronson Burgoon,7.55,53,4.0
2020,167,0,33448,Justin Thomas,7.5,80,6.0
2020,168,7,39997,Corey Conners,7.45,94,7.0
2020,169,7,26300,Matt Jones,7.37,95,7.0
2020,170,-1,34099,Harris English,7.35,68,5.0
2020,171,6,34213,Grayson Murray,7.32,41,3.0
2020,172,6,33204,Shane Lowry,7.27,55,4.0
2020,173,6,34021,Bud Cauley,7.14,70,5.0
2020,173,6,52375,Doug Ghim,7.14,42,3.0
2020,173,6,46441,Robby Shelton,7.14,70,5.0
2020,176,7,33413,Ben Martin,6.9,29,2.0
2020,177,7,32662,Michael Gligic,6.67,45,3.0
2020,177,7,32333,Kevin Tway,6.67,45,3.0
2020,177,7,51894,Vince Whaley,6.67,30,2.0
2020,180,7,23623,Bo Van Pelt,6.52,46,3.0
2020,181,7,33490,Bo Hoag,6.06,66,4.0
2020,181,7,25804,Bubba Watson,6.06,66,4.0
2020,183,7,27963,Chris Stroud,6.0,50,3.0
2020,184,7,49298,Kramer Hickok,5.88,34,2.0
2020,184,7,39953,Chase Seiffert,5.88,51,3.0
2020,186,7,26476,Chez Reavie,5.75,87,5.0
2020,187,7,27974,Sung Kang,5.68,88,5.0
2020,188,7,34563,Chesson Hadley,5.36,56,3.0
2020,189,8,24138,Ian Poulter,4.88,41,2.0
2020,190,8,29908,C.T. Pan,4.26,47,2.0
2020,191,8,28420,Ryan Brehm,4.17,48,2.0
2020,192,8,31420,Anirban Lahiri,4.0,25,1.0
2020,193,8,21209,Sergio Garcia,2.56,39,1.0
2018,1,0,25396,Kevin Na,22.78,79,18.0
2018,2,0,33413,Ben Martin,22.54,71,16.0
2018,3,0,30925,Dustin Johnson,20.69,87,18.0
2018,4,0,32640,Troy Merritt,19.78,91,18.0
2018,5,0,37338,Zecheng Dou,19.23,52,10.0
2018,6,0,29484,Peter Uihlein,18.82,85,16.0
2018,7,0,48084,Wesley Bryan,18.37,49,9.0
2018,8,0,20472,Alex Cejka,18.33,60,11.0
2018,9,0,27936,Martin Laird,18.31,71,13.0
2018,10,0,22405,Justin Rose,18.06,72,13.0
2018,11,0,34358,Jonathan Randolph,18.03,61,11.0
2018,12,0,27958,Ryan Blaum,17.98,89,16.0
2018,13,0,27644,Brian Harman,17.95,117,21.0
2018,14,0,35532,Tom Hoge,17.89,95,17.0
2018,15,0,28089,Jason Day,17.39,69,12.0
2018,16,0,33448,Justin Thomas,17.2,93,16.0
2018,17,0,31646,Emiliano Grillo,17.14,105,18.0
2018,18,0,37454,Whee Kim,17.05,88,15.0
2018,19,0,37189,Harold Varner III,16.98,106,18.0
2018,20,0,39975,Michael Kim,16.92,65,11.0
2018,21,0,34409,David Lingmerth,16.84,95,16.0
2018,22,0,19803,Ryan Armour,16.67,126,21.0
2018,22,0,24024,Zach Johnson,16.67,102,17.0
2018,22,0,46601,Trey Mullinax,16.67,72,12.0
2018,22,0,49771,J.T. Poston,16.67,84,14.0
2018,26,0,29478,Kevin Kisner,16.46,79,13.0
2018,27,0,20593,Greg Chalmers,16.33,49,8.0
2018,27,0,27963,Chris Stroud,16.33,49,8.0
2018,29,0,35310,Lanto Griffin,16.22,74,12.0
2018,30,0,28237,Rory McIlroy,16.05,81,13.0
2018,31,0,27556,Ted Potter Jr.,16.0,100,16.0
2018,31,0,26476,Chez Reavie,16.0,75,12.0
2018,31,0,24502,Adam Scott,16.0,75,12.0
2018,34,0,19846,Brian Gay,15.87,126,20.0
2018,35,0,26499,Rafa Cabrera Bello,15.79,76,12.0
2018,36,0,26331,Charl Schwartzel,15.69,51,8.0
2018,37,0,27942,Rob Oppenheim,15.58,77,12.0
2018,38,0,34213,Grayson Murray,15.52,58,9.0
2018,39,0,32876,Martin Piller,15.49,71,11.0
2018,40,0,31420,Anirban Lahiri,15.38,104,16.0
2018,40,0,48081,Xander Schauffele,15.38,91,14.0
2018,40,0,35544,Andrew Yun,15.38,39,6.0
2018,43,0,29974,Branden Grace,15.25,59,9.0
2018,43,0,32757,Patton Kizzire,15.25,118,18.0
2018,45,0,37278,Nicholas Lindheim,15.19,79,12.0
2018,46,0,31202,William McGirt,15.18,112,17.0
2018,47,0,30692,Scott Stallings,15.09,106,16.0
2018,48,0,24140,Sean O'Hair,15.07,73,11.0
2018,49,0,29725,Tony Finau,15.04,113,17.0
2018,49,0,32448,James Hahn,15.04,113,17.0
2018,51,0,33204,Shane Lowry,14.93,67,10.0
2018,52,0,25834,Daniel Summerhays,14.71,34,5.0
2018,53,0,25900,Lucas Glover,14.55,55,8.0
2018,54,0,47125,Matt Atkins,14.29,49,7.0
2018,54,0,24846,Ricky Barnes,14.29,56,8.0
2018,54,0,27895,Jonas Blixt,14.29,63,9.0
2018,54,0,34174,John Huh,14.29,112,16.0
2018,54,0,24781,Hunter Mahan,14.29,77,11.0
2018,54,0,27064,Jhonattan Vegas,14.29,77,11.0
2018,60,0,30944,Jason Kokrak,14.15,106,15.0
2018,61,0,47347,Adam Schenk,14.13,92,13.0
2018,62,0,34098,Russell Henley,14.12,85,12.0
2018,63,0,25572,Graeme McDowell,14.08,71,10.0
2018,64,0,39328,Conrad Shindler,14.06,64,9.0
2018,64,0,33419,Cameron Tringale,14.06,64,9.0
2018,66,0,32102,Rickie Fowler,13.98,93,13.0
2018,67,0,35545,Blayne Barber,13.95,86,12.0
2018,67,0,27141,J.B. Holmes,13.95,86,12.0
2018,69,0,40058,Zac Blair,13.79,58,8.0
2018,70,0,35461,Beau Hossler,13.71,124,17.0
2018,71,0,1810,Phil Mickelson,13.7,73,10.0
2018,72,0,20229,Stewart Cink,13.54,96,13.0
2018,73,0,27649,Brandt Snedeker,13.48,89,12.0
2018,74,0,26758,David Hearn,13.41,82,11.0
2018,75,0,24361,Pat Perez,13.25,83,11.0
2018,76,0,32254,Xinjun Zhang,13.16,76,10.0
2018,77,0,35506,Mackenzie Hughes,13.1,84,11.0
2018,77,0,34431,Robert Streb,13.1,84,11.0
2018,79,0,33948,Byeong Hun An,12.96,108,14.0
2018,79,0,20572,Rod Pampling,12.96,54,7.0
2018,79,0,27214,Kevin Streelman,12.96,108,14.0
2018,82,0,35376,Roberto Díaz,12.86,70,9.0
2018,82,0,29222,Billy Hurley III,12.86,70,9.0
2018,84,0,27095,Nick Watney,12.82,117,15.0
2018,85,0,25240,D.A. Points,12.73,55,7.0
2018,86,0,8793,Tiger Woods,12.64,87,11.0
2018,87,0,25686,Jason Dufner,12.5,64,8.0
2018,87,0,30911,Tommy Fleetwood,12.5,80,10.0
2018,87,0,26300,Matt Jones,12.5,56,7.0
2018,87,0,50526,Tom Lovelady,12.5,112,14.0
2018,87,0,46970,Jon Rahm,12.5,72,9.0
2018,92,0,32150,Michael Thompson,12.37,97,12.0
2018,93,0,23621,Rory Sabbatini,12.26,106,13.0
2018,94,0,34076,Joel Dahmen,12.09,91,11.0
2018,95,0,37275,Sam Ryder,12.07,116,14.0
2018,96,0,25198,Francesco Molinari,12.05,83,10.0
2018,97,0,28775,Nate Lashley,12.0,50,6.0
2018,98,0,30978,Kiradech Aphibarnrat,11.9,42,5.0
2018,99,0,24924,Bill Haas,11.83,93,11.0
2018,100,0,47959,Bryson DeChambeau,11.76,102,12.0
